UF,VMDa_Class,VeiculoClassificacaoQFV,share_within_group_balanced,n_umos_used,n_rows_used
MT,E,CTSR4+,0.0003044967818319368,5,31468
MT,E,CTSS7,0.0010445508790469659,5,31468
MT,E,CTSS7+,0.002950723809199149,5,31468
MT,F,CR11,0.0002754659921483515,5,31468
MT,F,CR11+,0.00012128562765312311,5,31468
MT,F,CR6,0.00012128562765312311,5,31468
MT,F,CR6+,0.008004851425106124,5,31468
MT,F,CTS11,0.24840492892811378,5,31468
MT,F,CTS22,0.008756472206077774,5,31468
MT,F,CTSR6+,0.6231101231794385,5,31468
MT,F,CTSS8,0.09332793378187138,5,31468
MT,F,CTSS8+,0.01725265323193792,5,31468
MT,F,CTSSS8+,0.000625,5,31468
MT,G,CTSS10+,0.025,5,31468
MT,G,CTSS11+,0.975,5,31468
MT,H,CTSR8+,0.0004716981132075472,5,31468
MT,H,CTSS12+,0.9992338378114096,5,31468
MT,H,CTSSS7+,0.0002944640753828033,5,31468
PA,A,C1,0.6153846153846154,1,12506
PA,A,C2,0.38461538461538464,1,12506
PA,B,C3,0.9848942598187311,1,12506
PA,B,C6,0.0030211480362537764,1,12506
PA,B,CTS1,0.012084592145015106,1,12506
PA,C,C7,0.8857142857142857,1,12506
PA,C,C9,0.05714285714285714,1,12506
PA,C,CTS2,0.05714285714285714,1,12506
PA,D,CTS19,0.35526315789473684,1,12506
PA,D,CTS4,0.618421052631579,1,12506
PA,D,CTSR1,0.02631578947368421,1,12506
PA,E,CTS10,0.9659090909090909,1,12506
PA,E,CTS15,0.03409090909090909,1,12506
PA,F,CTS11,0.03646934460887949,1,12506
PA,F,CTS22,0.006659619450317125,1,12506
PA,F,CTSR6+,0.8513742071881607,1,12506
PA,F,CTSS8,0.10539112050739957,1,12506
PA,F,CTSS8+,0.00010570824524312896,1,12506
PA,G,CTSS10+,0.07936507936507936,1,12506
PA,G,CTSS11+,0.9206349206349206,1,12506
PA,H,3D6,0.0014895729890764648,1,12506
PA,H,CTSS12+,0.9985104270109235,1,12506
PB,A,C1,0.04837324211046456,8,12589
PB,A,C2,0.9516267578895354,8,12589
PB,B,C3,0.9828988382489949,8,12589
PB,B,C6,0.0004045307443365696,8,12589
PB,B,CTS1,0.0012876871996664566,8,12589
PB,B,OU5,0.0004045307443365696,8,12589
PB,B,OU8,0.01500441306266549,8,12589
PB,C,C7,0.8550421820549139,8,12589
PB,C,CR1,0.011154542886722931,8,12589
PB,C,CTS2,0.11479946183361082,8,12589
PB,C,CTS3,0.019003813224752263,8,12589
PB,D,CR4,0.023707587978376715,8,12589
PB,D,CR4+,0.0008834363488793157,8,12589
PB,D,CTS19,0.051854480905491995,8,12589
PB,D,CTS24,0.0012755102040816326,8,12589
PB,D,CTS4,0.868283713169978,8,12589
PB,D,CTS5,0.0035698398576512456,8,12589
PB,D,CTS6,0.02109131483491817,8,12589
PB,D,CTS8,0.01282568035174362,8,12589
PB,D,CTSS2+,0.00044483985765124553,8,12589
PB,D,CTSS4,0.015625,8,12589
PB,D,CTSS4+,0.0004385964912280702,8,12589
PB,E,CR10,0.001426189382393762,8,12589
PB,E,CR3,0.00026068821689259646,8,12589
PB,E,CR5,0.000713094691196881,8,12589
PB,E,CR5+,0.0006684491978609625,8,12589
PB,E,CTS10,0.5433045870251012,8,12589
PB,E,CTS13,0.002207839455010221,8,12589
PB,E,CTS15,0.43878874830556003,8,12589
PB,E,CTSR2,0.00026068821689259646,8,12589
PB,E,CTSR3,0.0019272307463131238,8,12589
PB,E,CTSR3+,0.00031887755102040814,8,12589
PB,E,CTSS7,0.009310855486597682,8,12589
PB,E,CTSS7+,0.0008127517251604843,8,12589
PB,F,CR11,0.003318584070796461,8,12589
PB,F,CR13,0.001106194690265487,8,12589
PB,F,CRR1+,0.017158880428071625,8,12589
PB,F,CTS11,0.19086787175231304,8,12589
PB,F,CTS22,0.01059042701484562,8,12589
PB,F,CTSR6+,0.3218676293521941,8,12589
PB,F,CTSS8,0.45177759179148363,8,12589
PB,F,CTSS8+,0.0033128209000302033,8,12589
PB,G,CTSS11+,1.0,8,12589
PB,H,CTSS12+,0.9965277777777778,8,12589
PB,H,CTSSS7+,0.003472222222222222,8,12589
PE,A,C1,0.5388899940322259,1,12347
PE,A,C2,0.461110005967774,1,12347
PE,B,C3,0.9985439720442633,1,12347
PE,B,C6,0.0008736167734420501,1,12347
PE,B,CTS1,0.0005824111822947001,1,12347
PE,C,C7,0.915702479338843,1,12347
PE,C,CTS2,0.07933884297520662,1,12347
PE,C,CTS3,0.0049586776859504135,1,12347
PE,D,CR2,0.0047393364928909965,1,12347
PE,D,CR4,0.0023696682464454982,1,12347
PE,D,CTS19,0.0047393364928909965,1,12347
PE,D,CTS4,0.9360189573459716,1,12347
PE,D,CTS5,0.009478672985781993,1,12347
PE,D,CTS6,0.023696682464454978,1,12347
PE,D,CTS8,0.018957345971563986,1,12347
PE,E,CR10,0.0003695491500369549,1,12347
PE,E,CTS10,0.3699186991869919,1,12347
PE,E,CTS13,0.003695491500369549,1,12347
PE,E,CTS15,0.6260162601626016,1,12347
PE,F,CTS11,0.425531914893617,1,12347
PE,F,CTSR6+,0.20212765957446807,1,12347
PE,F,CTSS8,0.3723404255319149,1,12347
PE,H,CTSS12+,1.0,1,12347
PI,A,C1,0.0020325203252032522,9,10571
PI,A,C2,0.9686752749880441,9,10571
PI,A,OU2,0.02929220468675275,9,10571
PI,B,C3,0.9978721217105263,9,10571
PI,B,OU4,0.0008223684210526315,9,10571
PI,B,OU5,0.0013055098684210526,9,10571
PI,C,C7,0.9793985547618457,9,10571
PI,C,CTS2,0.01468895678598339,9,10571
PI,C,CTS3,0.005912488452170993,9,10571
PI,D,3I2,0.14285714285714285,9,10571
PI,D,CTS18,0.0025974025974025974,9,10571
PI,D,CTS19,0.03734136023429873,9,10571
PI,D,CTS4,0.7771128621255917,9,10571
PI,D,CTS5,0.0009762447120078099,9,10571
PI,D,CTS6,0.012435953880413214,9,10571
PI,D,CTS8,0.0266790335931432,9,10571
PI,E,CTS10,0.7126021491989766,9,10571
PI,E,CTS13,0.0021513328009819363,9,10571
PI,E,CTS15,0.2717194149665689,9,10571
PI,E,CTSS7,0.0011814240211269816,9,10571
PI,E,CTSS7+,0.012345679012345678,9,10571
PI,F,CTS11,0.04569112470629503,9,10571
PI,F,CTS22,0.009939207305465896,9,10571
PI,F,CTSR6+,0.7596655902714922,9,10571
PI,F,CTSR7+,5.0945030312293034e-05,9,10571
PI,F,CTSS8,0.18455124262581002,9,10571
PI,F,CTSS8+,0.00010189006062458607,9,10571
PI,G,CRR2+,0.014705882352941176,9,10571
PI,G,CTSS10+,0.014705882352941176,9,10571
PI,G,CTSS11+,0.9705882352941176,9,10571
PI,H,CTSS12+,0.9882259470210365,9,10571
PI,H,CTSSS7+,0.011774052978963494,9,10571
PR,A,C1,0.006523697334300752,9,31860
PR,A,C2,0.9934763026656993,9,31860
PR,B,C3,0.9991628106063574,9,31860
PR,B,C6,0.00031875444123028373,9,31860
PR,B,CTS1,0.0005184349524123924,9,31860
PR,C,C7,0.8866267164727407,9,31860
PR,C,CR1,0.002768857048748353,9,31860
PR,C,CR1+,0.0026041666666666665,9,31860
PR,C,CTS2,0.056624514714829294,9,31860
PR,C,CTS3,0.025881673950769908,9,31860
PR,C,CTS7,0.008662714097496705,9,31860
PR,C,OU11,0.016831357048748354,9,31860
PR,D,CR4,0.021543968392054517,9,31860
PR,D,CTS19,0.07601703374036785,9,31860
PR,D,CTS24,0.0003443526170798898,9,31860
PR,D,CTS4,0.748149095105566,9,31860
PR,D,CTS5,0.02654685936267801,9,31860
PR,D,CTS6,0.03265866301007508,9,31860
PR,D,CTS8,0.09372376760957692,9,31860
PR,D,CTSS2,0.0010162601626016261,9,31860
PR,E,CR10,0.004106487267259952,9,31860
PR,E,CR5,0.0047292994473728,9,31860
PR,E,CR5+,0.00013218188227000354,9,31860
PR,E,CTS10,0.7562183183354669,9,31860
PR,E,CTS13,0.011444727789825561,9,31860
PR,E,CTS15,0.2218777921172325,9,31860
PR,E,CTS21,0.00014974543276430072,9,31860
PR,E,CTSR2+,0.00019747235387045816,9,31860
PR,E,CTSR3+,0.00024153298129379267,9,31860
PR,E,CTSS5+,4.4060627423334514e-05,9,31860
PR,E,CTSS7,0.0002855936087171272,9,31860
PR,E,CTSS7+,0.0005727881565033488,9,31860
PR,F,CR11,0.0007264701673185025,9,31860
PR,F,CR6,0.00538805074392968,9,31860
PR,F,CR9,1.708116971850232e-05,9,31860
PR,F,CTS11,0.13310886005861802,9,31860
PR,F,CTS22,0.03267139923808898,9,31860
PR,F,CTSR6+,0.3247517787031314,9,31860
PR,F,CTSR7,3.416233943700464e-05,9,31860
PR,F,CTSS8,0.5029620970225194,9,31860
PR,F,CTSS8+,0.0003401005572385635,9,31860
PR,G,CTSS10+,0.16666666666666666,9,31860
PR,G,CTSS11+,0.8333333333333334,9,31860
PR,H,CTSS12+,0.9998569794050344,9,31860
PR,H,CTSSS7+,0.00014302059496567508,9,31860
RJ,A,C1,0.023149942835479883,5,6833
RJ,A,C2,0.9768500571645202,5,6833
RJ,B,C3,0.9979177268871926,5,6833
RJ,B,CTS1,0.002082273112807464,5,6833
RJ,C,C7,0.8673773623939738,5,6833
RJ,C,CR1,0.006691979117228286,5,6833
RJ,C,CTS2,0.11321480291579959,5,6833
RJ,C,CTS3,0.01271585557299843,5,6833
RJ,D,CR4,0.015062982957552663,5,6833
RJ,D,CTS18,0.0013333333333333337,5,6833
RJ,D,CTS19,0.01579730882508609,5,6833
RJ,D,CTS24,0.0013333333333333337,5,6833
RJ,D,CTS4,0.8225447356459257,5,6833
RJ,D,CTS5,0.03867000417188153,5,6833
RJ,D,CTS6,0.0472583017328875,5,6833
RJ,D,CTS8,0.058,5,6833
RJ,E,CR10,0.000827902646628541,5,6833
RJ,E,CR5,0.0007518796992481202,5,6833
RJ,E,CR5+,0.0007518796992481202,5,6833
RJ,E,CTS10,0.6893245701514996,5,6833
RJ,E,CTS13,0.00500578984367422,5,6833
RJ,E,CTS15,0.30134878166800133,5,6833
RJ,E,CTS21,0.0007518796992481202,5,6833
RJ,E,CTSR3,0.0004854368932038835,5,6833
RJ,E,CTSS7,0.0007518796992481202,5,6833
RJ,F,CR11,0.006696428571428571,5,6833
RJ,F,CTS11,0.3000457875457876,5,6833
RJ,F,CTS22,0.32554945054945056,5,6833
RJ,F,CTSR6+,0.13802083333333334,5,6833
RJ,F,CTSS8,0.22536630036630037,5,6833
RJ,F,CTSS8+,0.004321199633699634,5,6833
RJ,H,CTSS12+,1.0,5,6833
RN,A,C1,0.0010058168468224148,11,18342
RN,A,C2,0.9989941831531776,11,18342
RN,B,C3,0.9999097732476128,11,18342
RN,B,C5,5.753739930955121e-05,11,18342
RN,B,CTS1,3.268935307770259e-05,11,18342
RN,C,C7,0.7649589538566484,11,18342
RN,C,CR1,0.00387992715434968,11,18342
RN,C,CR1+,0.0004153686396677051,11,18342
RN,C,CTS2,0.09664553931919206,11,18342
RN,C,CTS3,0.1330990193090451,11,18342
RN,C,CTSS1,0.0007935074012632608,11,18342
RN,C,CTSS1+,0.00020768431983385254,11,18342
RN,D,CR4,0.008737452487914459,11,18342
RN,D,CTS19,0.019114110220868542,11,18342
RN,D,CTS4,0.9598309816667911,11,18342
RN,D,CTS5,0.002133961887084808,11,18342
RN,D,CTS6,0.007212607367829483,11,18342
RN,D,CTS8,0.0028572758264531492,11,18342
RN,D,CTSS4,0.00011361054305839582,11,18342
RN,E,CR10,4.6311304589450285e-05,11,18342
RN,E,CR5,0.0047814288242581555,11,18342
RN,E,CTS10,0.7962838314971635,11,18342
RN,E,CTS12,5.89935697009026e-05,11,18342
RN,E,CTS13,0.0033658371832168475,11,18342
RN,E,CTS15,0.19451622148466646,11,18342
RN,E,CTSS7,0.0009010648318152098,11,18342
RN,E,CTSS7+,4.6311304589450285e-05,11,18342
RN,F,CR11,0.0018072289156626504,11,18342
RN,F,CTS11,0.25442876526722946,11,18342
RN,F,CTS22,0.030522088353413655,11,18342
RN,F,CTSR6+,0.30533177580562365,11,18342
RN,F,CTSS8,0.40791014165807055,11,18342
RN,G,CTSS11+,1.0,11,18342
RN,H,CTSS12+,1.0,11,18342
RO,A,C1,0.005018330690111833,8,55831
RO,A,C2,0.9949816693098882,8,55831
RO,B,C3,0.9861448116216337,8,55831
RO,B,C4,5.85480093676815e-05,8,55831
RO,B,C6,0.0022722237432016897,8,55831
RO,B,CTS1,0.011407320607061573,8,55831
RO,B,OU8,0.000117096018735363,8,55831
RO,C,C7,0.7838899978819548,8,55831
RO,C,CR1,0.004011186464912061,8,55831
RO,C,CR1+,0.003480207502196288,8,55831
RO,C,CTS2,0.11120410192293087,8,55831
RO,C,CTS3,0.09595504532366905,8,55831
RO,C,CTS7,0.0009987383644750394,8,55831
RO,C,CTSS1,0.0002595962325409059,8,55831
RO,C,CTSS1+,0.00020112630732099757,8,55831
RO,D,CR2,0.00010629251700680272,8,55831
RO,D,CR4,0.0530261333985649,8,55831
RO,D,CR4+,0.014455863205251659,8,55831
RO,D,CTS19,0.24688114657231586,8,55831
RO,D,CTS4,0.6539208361309633,8,55831
RO,D,CTS5,0.0008292272388407418,8,55831
RO,D,CTS6,0.0036037531450936536,8,55831
RO,D,CTS8,0.02629437429461891,8,55831
RO,D,CTSS2,0.00031887755102040814,8,55831
RO,D,CTSS4,0.00021258503401360543,8,55831
RO,D,CTSS4+,0.00035091091231012953,8,55831
RO,E,CR10,0.008311617076135008,8,55831
RO,E,CR10+,0.001904994797796747,8,55831
RO,E,CR5,0.018834082948973478,8,55831
RO,E,CR5+,0.008911514126573913,8,55831
RO,E,CR8+,2.961383558398484e-05,8,55831
RO,E,CTS10,0.7916949318763129,8,55831
RO,E,CTS12,0.00017768301350390902,8,55831
RO,E,CTS13,0.009097337405199352,8,55831
RO,E,CTS15,0.1533052415902296,8,55831
RO,E,CTS21,0.00010607575464937626,8,55831
RO,E,CTS26,3.446849579484351e-05,8,55831
RO,E,CTSR2,5.922767116796968e-05,8,55831
RO,E,CTSR2+,9.887255501301998e-05,8,55831
RO,E,CTSR3+,7.678364690473955e-05,8,55831
RO,E,CTSR4,2.961383558398484e-05,8,55831
RO,E,CTSR4+,8.163830711559823e-05,8,55831
RO,E,CTSR5+,0.000240060261135936,8,55831
RO,E,CTSS5,0.00016295488639184833,8,55831
RO,E,CTSS5+,5.170274369226527e-05,8,55831
RO,E,CTSS7,0.0014072986044292414,8,55831
RO,E,CTSS7+,0.005384286567812311,8,55831
RO,F,CR11,0.00024846778201093256,8,55831
RO,F,CR11+,0.00028571450429937115,8,55831
RO,F,CR6,0.00014878176301047697,8,55831
RO,F,CR6+,0.00012930686483453397,8,55831
RO,F,CTS11,0.06794320031963191,8,55831
RO,F,CTS22,0.01202629272557915,8,55831
RO,F,CTSR6,1.2171372930866602e-05,8,55831
RO,F,CTSR6+,0.7164916851672974,8,55831
RO,F,CTSS8,0.18983746337054508,8,55831
RO,F,CTSS8+,0.012790983915848368,8,55831
RO,F,CTSS9+,1.2171372930866602e-05,8,55831
RO,F,CTSSS8+,7.376084108103842e-05,8,55831
RO,G,CRR2+,0.2,8,55831
RO,G,CTSS10+,0.28125,8,55831
RO,G,CTSS11+,0.5125,8,55831
RO,G,CTSSS5+,0.00625,8,55831
RO,H,CTSR8+,0.00017836966244527095,8,55831
RO,H,CTSS12+,0.9841709953757156,8,55831
RO,H,CTSSS7+,0.01565063496183911,8,55831
RR,A,C1,0.09282895141964018,20,85918
RR,A,C2,0.9071710485803598,20,85918
RR,B,C3,0.993303840013468,20,85918
RR,B,C4,2.34192037470726e-05,20,85918
RR,B,C6,0.0012935917589064487,20,85918
RR,B,CTS1,0.00533231061638422,20,85918
RR,B,OU8,4.68384074941452e-05,20,85918
RR,C,C7,0.8276778245392408,20,85918
RR,C,C9,0.0032221063607924924,20,85918
RR,C,CR1,0.015906276387766632,20,85918
RR,C,CR1+,0.0013920830008785155,20,85918
RR,C,CTS2,0.10959352593025389,20,85918
RR,C,CTS3,0.04132319460005587,20,85918
RR,C,CTS7,0.00039949534579001585,20,85918
RR,C,CTSS1,0.00010383849301636239,20,85918
RR,C,CTSS1+,0.00038165534220550753,20,85918
RR,D,CR2,0.002607411150841085,20,85918
RR,D,CR4,0.09501726043723159,20,85918
RR,D,CR4+,0.05874389461591646,20,85918
RR,D,CTS19,0.17588808742312875,20,85918
RR,D,CTS4,0.5885360810424694,20,85918
RR,D,CTS5,0.03772705484068809,20,85918
RR,D,CTS6,0.028447535626932738,20,85918
RR,D,CTS8,0.011071315492471121,20,85918
RR,D,CTSR1,0.0013850415512465374,20,85918
RR,D,CTSS2,0.0001342642320085929,20,85918
RR,D,CTSS2+,0.00020479213598197828,20,85918
RR,D,CTSS4,8.95094880057286e-05,20,85918
RR,D,CTSS4+,0.0001477519630779493,20,85918
RR,E,CR10,0.0036682894421378523,20,85918
RR,E,CR10+,0.0007619979191186988,20,85918
RR,E,CR3,9.940357852882703e-05,20,85918
RR,E,CR5,0.019539510382706182,20,85918
RR,E,CR5+,0.003607340693364608,20,85918
RR,E,CR8+,1.1845534233593936e-05,20,85918
RR,E,CTS10,0.8381242798301194,20,85918
RR,E,CTS12,7.107320540156361e-05,20,85918
RR,E,CTS13,0.00470721525492301,20,85918
RR,E,CTS15,0.12431225983791536,20,85918
RR,E,CTS21,4.2430301859750505e-05,20,85918
RR,E,CTS26,5.6522441052980134e-05,20,85918
RR,E,CTSR2,2.3691068467187873e-05,20,85918
RR,E,CTSR2+,3.9549022005207996e-05,20,85918
RR,E,CTSR3+,3.071345876189582e-05,20,85918
RR,E,CTSR4,1.1845534233593936e-05,20,85918
RR,E,CTSR4+,3.265532284623929e-05,20,85918
RR,E,CTSR5+,9.60241044543744e-05,20,85918
RR,E,CTSS5,0.00010791699729178208,20,85918
RR,E,CTSS5+,2.0681097476906108e-05,20,85918
RR,E,CTSS7,0.0024810403459760997,20,85918
RR,E,CTSS7+,0.0021537146271249246,20,85918
RR,F,CR11,0.013782947720627384,20,85918
RR,F,CR11+,0.0001203008439155247,20,85918
RR,F,CR6,0.0005066555868803692,20,85918
RR,F,CR6+,5.444499571980378e-05,20,85918
RR,F,CTS11,0.07172054380464783,20,85918
RR,F,CTS22,0.019575345853220877,20,85918
RR,F,CTSR6,5.124788602470148e-06,20,85918
RR,F,CTSR6+,0.6754696498113455,20,85918
RR,F,CTSS8,0.21333756358008624,20,85918
RR,F,CTSS8+,0.005391241030106846,20,85918
RR,F,CTSS9+,5.124788602470148e-06,20,85918
RR,F,CTSSS8+,3.1057196244647754e-05,20,85918
RR,G,CRR2+,0.11111111111111112,20,85918
RR,G,CTSS10+,0.49840167548500885,20,85918
RR,G,CTSS11+,0.3870149911816579,20,85918
RR,G,CTSSS5+,0.0034722222222222225,20,85918
RR,H,3D6,0.0008881151775627289,20,85918
RR,H,CTSR8+,7.510301576642987e-05,20,85918
RR,H,CTSS12+,0.9922775348797773,20,85918
RR,H,CTSSS7+,0.006759246926893525,20,85918
RS,A,C1,0.012255790295873798,2,64407
RS,A,C2,0.9876949340561515,2,64407
RS,A,OU2,4.927564797477088e-05,2,64407
RS,B,C3,0.9200856727661894,2,64407
RS,B,C4,0.0004533091568449683,2,64407
RS,B,CTS1,0.07946101807696575,2,64407
RS,C,C7,0.63505824473666,2,64407
RS,C,CTS2,0.28015097598249195,2,64407
RS,C,CTS3,0.07590767415467402,2,64407
RS,C,CTS7,0.00888310512617404,2,64407
RS,D,CR2,0.000356803044719315,2,64407
RS,D,CR4,0.007118830123086545,2,64407
RS,D,CTS19,0.14343482397716464,2,64407
RS,D,CTS4,0.556526175642918,2,64407
RS,D,CTS5,0.08776682479751743,2,64407
RS,D,CTS6,0.09303523818809616,2,64407
RS,D,CTS8,0.11176130422649809,2,64407
RS,E,CR10,0.0006983240223463687,2,64407
RS,E,CR3,0.0001982422520319831,2,64407
RS,E,CR5,0.001986898660554259,2,64407
RS,E,CR8+,0.0005237430167597765,2,64407
RS,E,CTS10,0.8468431859486483,2,64407
RS,E,CTS13,0.010580591843568035,2,64407
RS,E,CTS15,0.13162642954998272,2,64407
RS,E,CTSR2,0.00026432300270931076,2,64407
RS,E,CTSR4+,0.00017458100558659218,2,64407
RS,E,CTSS5,0.007103680697812727,2,64407
RS,F,CR11,0.018163471241170535,2,64407
RS,F,CR6,0.004602795772246846,2,64407
RS,F,CTS11,0.10203123715209816,2,64407
RS,F,CTS22,0.06614387998636209,2,64407
RS,F,CTSR6+,0.09217051657897553,2,64407
RS,F,CTSS8,0.7158790175335262,2,64407
RS,F,CTSS8+,0.0009081735620585267,2,64407
RS,F,CTSSS8+,0.00010090817356205853,2,64407
RS,G,CRR2+,0.05555555555555555,2,64407
RS,G,CTSS10+,0.10874704491725767,2,64407
RS,G,CTSS11+,0.8356973995271868,2,64407
RS,H,CTSR8+,0.0015384615384615385,2,64407
RS,H,CTSS12+,0.9984615384615385,2,64407
SC,A,C1,0.0016487050171501657,8,27021
SC,A,C2,0.9948466220856536,8,27021
SC,A,OU2,0.0035046728971962616,8,27021
SC,B,C3,0.9997926171712982,8,27021
SC,B,C6,0.00015553712152633763,8,27021
SC,B,CTS1,5.184570717544587e-05,8,27021
SC,C,C7,0.9262838873676653,8,27021
SC,C,CR1,0.003164848067871024,8,27021
SC,C,CTS2,0.047868388247819554,8,27021
SC,C,CTS3,0.02268287631664409,8,27021
SC,D,CR4,0.06491180805010592,8,27021
SC,D,CTS18,0.0004432624113475177,8,27021
SC,D,CTS19,0.1725211844892696,8,27021
SC,D,CTS24,0.0004432624113475177,8,27021
SC,D,CTS4,0.619852399373676,8,27021
SC,D,CTS5,0.021370774615455466,8,27021
SC,D,CTS6,0.04210071843050567,8,27021
SC,D,CTS8,0.07835659021829235,8,27021
SC,E,CR10,0.0008977006248423053,8,27021
SC,E,CR10+,2.5741350906095552e-05,8,27021
SC,E,CR5,0.030960676193831072,8,27021
SC,E,CR5+,2.5741350906095552e-05,8,27021
SC,E,CR8+,2.5741350906095552e-05,8,27021
SC,E,CTS10,0.7881294440215965,8,27021
SC,E,CTS13,0.003209164539834057,8,27021
SC,E,CTS14,0.000984251968503937,8,27021
SC,E,CTS15,0.17397218257418384,8,27021
SC,E,CTS26,2.5741350906095552e-05,8,27021
SC,E,CTSR2,2.5741350906095552e-05,8,27021
SC,E,CTSS5,2.5741350906095552e-05,8,27021
SC,E,CTSS7,0.0006145457648752541,8,27021
SC,E,CTSS7+,0.0010775862068965517,8,27021
SC,F,CR11,0.011640948334758712,8,27021
SC,F,CR6,0.15225126957200757,8,27021
SC,F,CTS11,0.1273588321454133,8,27021
SC,F,CTS22,0.04036996402838833,8,27021
SC,F,CTSR6,4.16435313714603e-05,8,27021
SC,F,CTSR6+,0.11188649450678351,8,27021
SC,F,CTSS8,0.5306398458302233,8,27021
SC,F,CTSS8+,0.022914568251649503,8,27021
SC,F,CTSSS8+,0.0028964337994043716,8,27021
SC,G,CRR2+,0.2692307692307693,8,27021
SC,G,CTSS10+,0.25000000000000006,8,27021
SC,G,CTSS11+,0.44230769230769235,8,27021
SC,G,CTSSS6+,0.03846153846153847,8,27021
SC,H,CTSS12+,0.999949359396364,8,27021
SC,H,CTSSS7+,5.064060363599534e-05,8,27021
SE,A,C1,0.033515130190007035,2,10124
SE,A,C2,0.9662182505423073,2,10124
SE,A,OU2,0.0002666192676857448,2,10124
SE,B,C3,0.9929742388758782,2,10124
SE,B,C6,0.006088992974238876,2,10124
SE,B,CTS1,0.000936768149882904,2,10124
SE,C,C7,0.8902777777777777,2,10124
SE,C,CR1,0.005208333333333333,2,10124
SE,C,CTS2,0.10277777777777777,2,10124
SE,C,CTS3,0.001736111111111111,2,10124
SE,D,CR2,0.006060606060606061,2,10124
SE,D,CR4,0.1614718614718615,2,10124
SE,D,CTS19,0.030303030303030304,2,10124
SE,D,CTS4,0.7411255411255411,2,10124
SE,D,CTS5,0.006493506493506494,2,10124
SE,D,CTS6,0.032467532467532464,2,10124
SE,D,CTS8,0.01904761904761905,2,10124
SE,D,CTSS4,0.0030303030303030303,2,10124
SE,E,CR10,0.004527162977867204,2,10124
SE,E,CTS10,0.6742957746478874,2,10124
SE,E,CTS13,0.010814889336016098,2,10124
SE,E,CTS15,0.2927565392354125,2,10124
SE,E,CTSS7,0.01483903420523139,2,10124
SE,E,CTSS7+,0.0027665995975855134,2,10124
SE,F,CR11,0.008814102564102564,2,10124
SE,F,CTS11,0.1123397435897436,2,10124
SE,F,CTS22,0.05913461538461538,2,10124
SE,F,CTSR6+,0.40544871794871795,2,10124
SE,F,CTSS8,0.41169871794871793,2,10124
SE,F,CTSS8+,0.002564102564102564,2,10124
SE,G,CTSS11+,1.0,2,10124
SE,H,CTSS12+,0.9539877300613497,2,10124
SE,H,CTSSS7+,0.046012269938650305,2,10124
SP,A,C1,0.13784764699427765,19,53636
SP,A,C2,0.8617777258532523,19,53636
SP,A,OU1,0.00010319917440660476,19,53636
SP,A,OU2,0.0002714279780634826,19,53636
SP,B,C3,0.9968399307875311,19,53636
SP,B,C5,0.00010709961981322714,19,53636
SP,B,CTS1,0.0014216366666844895,19,53636
SP,B,OU5,0.0013863494696024503,19,53636
SP,B,OU8,0.0002449834563686639,19,53636
SP,C,C7,0.8365457971712802,19,53636
SP,C,C9,0.0002948547840188707,19,53636
SP,C,CR1,0.00291268456452586,19,53636
SP,C,CTS17,0.002653693056169836,19,53636
SP,C,CTS2,0.1250327283369959,19,53636
SP,C,CTS3,0.02444203010694092,19,53636
SP,C,CTS7,0.0012229772291691796,19,53636
SP,C,OU10,5.0929462694168576e-05,19,53636
SP,C,OU11,0.0068443052882051145,19,53636
SP,D,CR2,0.00013435442697836894,19,53636
SP,D,CR2+,6.717721348918447e-05,19,53636
SP,D,CR4,0.004749938881092066,19,53636
SP,D,CR7,0.0002687088539567379,19,53636
SP,D,CTS18,0.0005513330920497044,19,53636
SP,D,CTS19,0.049431215127989064,19,53636
SP,D,CTS24,0.0008541536921351083,19,53636
SP,D,CTS4,0.8288463988447788,19,53636
SP,D,CTS5,0.020049111913239163,19,53636
SP,D,CTS6,0.03570391749799599,19,53636
SP,D,CTS8,0.05601708284050866,19,53636
SP,D,CTS9,0.0002953850227915735,19,53636
SP,D,CTSR1+,0.00031928480204342275,19,53636
SP,D,CTSS4,0.0026447605774629086,19,53636
SP,D,CTSS4+,6.717721348918447e-05,19,53636
SP,E,CR10,0.0013863057388561997,19,53636
SP,E,CR12,3.258390355164549e-05,19,53636
SP,E,CR5,0.0006993294393780904,19,53636
SP,E,CR5+,0.00020885547201336674,19,53636
SP,E,CR8+,3.605187630856525e-05,19,53636
SP,E,CTS10,0.7499261874320096,19,53636
SP,E,CTS12,2.362055933484505e-05,19,53636
SP,E,CTS13,0.0035035566883148146,19,53636
SP,E,CTS14,6.516780710329097e-05,19,53636
SP,E,CTS15,0.23399759173935042,19,53636
SP,E,CTS16,3.258390355164549e-05,19,53636
SP,E,CTS21,0.00036290629590936263,19,53636
SP,E,CTSR2,1.2431316973720195e-05,19,53636
SP,E,CTSR3,0.00015846414078036824,19,53636
SP,E,CTSR3+,0.00014157290658655536,19,53636
SP,E,CTSR4+,2.362055933484505e-05,19,53636
SP,E,CTSR5+,4.978096375945838e-05,19,53636
SP,E,CTSS5,6.86823801959311e-05,19,53636
SP,E,CTSS7,0.009038844584734007,19,53636
SP,E,CTSS7+,0.00023186229195326763,19,53636
SP,F,CR11,0.0025668601257289522,19,53636
SP,F,CR11+,0.0003222738799661877,19,53636
SP,F,CR6,0.03374340849422376,19,53636
SP,F,CR6+,0.000172258484408308,19,53636
SP,F,CTS11,0.2848335970259819,19,53636
