UF,VMDa_Class,VeiculoClassificacaoQFV,share_within_group_balanced,n_umos_used,n_rows_used
AL,E,CTSR4,0.0017953321364452427,1,9871
AL,E,CTSS7,0.030520646319569123,1,9871
AL,F,CR11,0.0125,1,9871
AL,F,CRR1+,0.0125,1,9871
AL,F,CTS11,0.15,1,9871
AL,F,CTS22,0.05,1,9871
AL,F,CTSR6+,0.45,1,9871
AL,F,CTSS8,0.325,1,9871
AL,G,CRR2+,0.5,1,9871
AL,G,CTSS10+,0.5,1,9871
AL,H,CTSS12+,0.972972972972973,1,9871
AL,H,CTSSS7+,0.02702702702702703,1,9871
AM,A,C1,0.09375,3,10920
AM,A,C2,0.90625,3,10920
AM,B,C3,0.9988989815579411,3,10920
AM,B,CTS1,0.0011010184420589045,3,10920
AM,C,C7,0.6890335062879255,3,10920
AM,C,C9,0.0024330900243309003,3,10920
AM,C,CTS2,0.3065253715592296,3,10920
AM,C,CTSS1+,0.0020080321285140565,3,10920
AM,D,CR2,0.003409644422795909,3,10920
AM,D,CR4+,0.0001623640201331385,3,10920
AM,D,CTS19,0.009734260008604662,3,10920
AM,D,CTS4,0.7447789227494735,3,10920
AM,D,CTS5,0.23672674135411595,3,10920
AM,D,CTS6,0.0038910505836575876,3,10920
AM,D,CTSS2+,0.0012970168612191958,3,10920
AM,E,CR3,0.0006626905235255135,3,10920
AM,E,CR5,0.0002849002849002849,3,10920
AM,E,CR5+,0.0002849002849002849,3,10920
AM,E,CTS10,0.8571125950847621,3,10920
AM,E,CTS15,0.14064331956976092,3,10920
AM,E,CTS26,0.0002849002849002849,3,10920
AM,E,CTSS5,0.0002849002849002849,3,10920
AM,E,CTSS7,0.0004417936823503424,3,10920
AM,F,CR6,0.002812067348881066,3,10920
AM,F,CTS11,0.040314508226858274,3,10920
AM,F,CTS22,0.011235955056179775,3,10920
AM,F,CTSR6+,0.7769530102402528,3,10920
AM,F,CTSS8,0.16868445912782812,3,10920
AM,G,CTSS10+,1.0,3,10920
AM,H,3D6,0.005128205128205128,3,10920
AM,H,CTSS12+,0.9937982575663735,3,10920
AM,H,CTSSS7+,0.0010735373054213634,3,10920
AP,A,C1,0.9090909090909091,1,1353
AP,A,C2,0.09090909090909091,1,1353
AP,B,C3,1.0,1,1353
AP,C,C7,0.9230769230769231,1,1353
AP,C,CTS2,0.07692307692307693,1,1353
AP,D,CTS19,0.21487603305785125,1,1353
AP,D,CTS4,0.7851239669421488,1,1353
AP,E,CTS10,1.0,1,1353
AP,F,CTS11,0.009,1,1353
AP,F,CTSR6+,0.945,1,1353
AP,F,CTSS8,0.046,1,1353
AP,G,CTSS10+,1.0,1,1353
BA,A,C1,0.005098860960132023,3,29098
BA,A,C2,0.9904823841279567,3,29098
BA,A,OU2,0.0044187549119112934,3,29098
BA,B,C3,0.984555927418722,3,29098
BA,B,C4,0.00012373174956693887,3,29098
BA,B,C6,0.00024746349913387774,3,29098
BA,B,CTS1,0.00030179442762961697,3,29098
BA,B,OU3,0.002849002849002849,3,29098
BA,B,OU4,0.00024746349913387774,3,29098
BA,B,OU5,0.0007984955822255083,3,29098
BA,B,OU7,0.0006186587478346944,3,29098
BA,B,OU8,0.010257462226750703,3,29098
BA,C,C7,0.8282362228275515,3,29098
BA,C,CR1,0.009931719428926133,3,29098
BA,C,CR1+,0.0006207324643078833,3,29098
BA,C,CTS2,0.1168296151132696,3,29098
BA,C,CTS3,0.03427207072238402,3,29098
BA,C,CTS7,0.0004967709885742673,3,29098
BA,C,OU11,0.004026276276215591,3,29098
BA,C,OU9,0.00558659217877095,3,29098
BA,D,CR2,0.0006195786864931847,3,29098
BA,D,CR4,0.0006195786864931847,3,29098
BA,D,CTS18,0.0006195786864931847,3,29098
BA,D,CTS19,0.022534619316007976,3,29098
BA,D,CTS24,0.0034767215436360428,3,29098
BA,D,CTS4,0.9169988407882641,3,29098
BA,D,CTS5,0.0036251920122887865,3,29098
BA,D,CTS6,0.0209424448517865,3,29098
BA,D,CTS8,0.026513171043690296,3,29098
BA,D,CTSR1,0.001858736059479554,3,29098
BA,D,CTSR1+,0.0006195786864931847,3,29098
BA,D,CTSS4+,0.0015719596388741373,3,29098
BA,E,CR10,0.0017526700740828538,3,29098
BA,E,CR12,0.00012611930886618746,3,29098
BA,E,CR3,0.0002974862412613417,3,29098
BA,E,CR5,0.00012611930886618746,3,29098
BA,E,CTS10,0.7634222364795858,3,29098
BA,E,CTS13,0.010211814490289144,3,29098
BA,E,CTS14,0.00021100174668980178,3,29098
BA,E,CTS15,0.21747871547175598,3,29098
BA,E,CTSS7,0.005950231328475293,3,29098
BA,E,CTSS7+,0.0004236055501275292,3,29098
BA,F,CR11,0.0010928961748633882,3,29098
BA,F,CR6,0.04402824936879357,3,29098
BA,F,CTS11,0.2518105933678766,3,29098
BA,F,CTS22,0.09867373147470046,3,29098
BA,F,CTSR6+,0.416069687921978,3,29098
BA,F,CTSS8,0.187296035107426,3,29098
BA,F,CTSS8+,0.00041152263374485607,3,29098
BA,F,CTSSS8+,0.000617283950617284,3,29098
BA,G,CTSS10+,0.12301587301587301,3,29098
BA,G,CTSS11+,0.7658730158730158,3,29098
BA,G,CTSS13+,0.1111111111111111,3,29098
BA,H,CTSS12+,0.9979758230564637,3,29098
BA,H,CTSSS7+,0.0020241769435363458,3,29098
CE,A,C1,0.004149377593360996,2,5448
CE,A,C2,0.995850622406639,2,5448
CE,B,C3,0.9993946731234867,2,5448
CE,B,CTS1,0.0006053268765133173,2,5448
CE,C,C7,0.9036827195467423,2,5448
CE,C,CR1,0.007082152974504249,2,5448
CE,C,CTS2,0.0821529745042493,2,5448
CE,C,CTS3,0.007082152974504249,2,5448
CE,D,CR4,0.002982107355864811,2,5448
CE,D,CTS19,0.10994035785288271,2,5448
CE,D,CTS24,0.0009940357852882703,2,5448
CE,D,CTS4,0.8562624254473161,2,5448
CE,D,CTS5,0.004970178926441352,2,5448
CE,D,CTS6,0.017892644135188866,2,5448
CE,D,CTS8,0.006958250497017893,2,5448
CE,E,CR10,0.00026041666666666666,2,5448
CE,E,CR5,0.0020833333333333333,2,5448
CE,E,CTS10,0.5748629385964912,2,5448
CE,E,CTS13,0.0078125,2,5448
CE,E,CTS15,0.3865816885964912,2,5448
CE,E,CTSR2,0.0005208333333333333,2,5448
CE,E,CTSS7,0.02787828947368421,2,5448
CE,F,CR6,0.0027598896044158236,2,5448
CE,F,CTS11,0.07979147500766637,2,5448
CE,F,CTS22,0.010119595216191352,2,5448
CE,F,CTSR6+,0.7088929776142288,2,5448
CE,F,CTSS8,0.006439742410303588,2,5448
CE,F,CTSS8+,0.18877644894204232,2,5448
CE,F,CTSSS8+,0.003219871205151794,2,5448
CE,G,CTSS11+,1.0,2,5448
CE,H,CTSR8+,0.0010799136069114472,2,5448
CE,H,CTSS12+,0.9967602591792657,2,5448
CE,H,CTSSS7+,0.0021598272138228943,2,5448
DF,A,C1,0.04499691525599017,12,119922
DF,A,C2,0.9096932470612908,12,119922
DF,A,OU2,0.04530983768271903,12,119922
DF,B,C3,0.991687867756785,12,119922
DF,B,C4,3.093336747090471e-05,12,119922
DF,B,C5,9.066840750009066e-06,12,119922
DF,B,C6,0.0008557444709948624,12,119922
DF,B,CTS1,0.0033835541769193676,12,119922
DF,B,OU4,3.7605294825511427e-05,12,119922
DF,B,OU5,4.6672135575520486e-05,12,119922
DF,B,OU8,0.003948555956678699,12,119922
DF,C,C7,0.7876119573138531,12,119922
DF,C,C9,0.00016736572537763824,12,119922
DF,C,CR1,0.0008101562230352397,12,119922
DF,C,CR1+,0.0575491246099008,12,119922
DF,C,CTS2,0.10961779699980818,12,119922
DF,C,CTS3,0.029397597850270626,12,119922
DF,C,CTS7,0.014283503038562661,12,119922
DF,C,CTSS1,0.0002277667884363481,12,119922
DF,C,CTSS1+,4.026737537247322e-05,12,119922
DF,C,OU11,0.0002944640753828033,12,119922
DF,D,CR2,0.0010169052120393223,12,119922
DF,D,CR2+,0.0001282051282051282,12,119922
DF,D,CR4,0.06074467416786058,12,119922
DF,D,CR4+,0.003914578866810769,12,119922
DF,D,CR7,4.381352961794602e-05,12,119922
DF,D,CTS18,0.0006116207951070337,12,119922
DF,D,CTS19,0.19741212496247562,12,119922
DF,D,CTS24,0.0003938796116754615,12,119922
DF,D,CTS4,0.6853037928882618,12,119922
DF,D,CTS5,0.002473298007056389,12,119922
DF,D,CTS6,0.011274926602523884,12,119922
DF,D,CTS8,0.033310940138678975,12,119922
DF,D,CTS9,0.001981566453175286,12,119922
DF,D,CTSR1,0.0006554343247249797,12,119922
DF,D,CTSS2+,0.0004065221494243577,12,119922
DF,D,CTSS4,0.0003277171623624899,12,119922
DF,E,CR10,0.0007410800750251756,12,119922
DF,E,CR10+,3.498041096985688e-05,12,119922
DF,E,CR12,9.994403134244822e-06,12,119922
DF,E,CR12+,4.997201567122411e-06,12,119922
DF,E,CR3,0.00022166335454815218,12,119922
DF,E,CR3+,3.299676631690094e-05,12,119922
DF,E,CR5,0.0021381339814694443,12,119922
DF,E,CR5+,0.00038141242891781216,12,119922
DF,E,CR8+,3.372884474059737e-05,12,119922
DF,E,CTS10,0.8266226505716271,12,119922
DF,E,CTS12,0.00047422230612851414,12,119922
DF,E,CTS13,0.001763365688739216,12,119922
DF,E,CTS14,6.620612325193522e-05,12,119922
DF,E,CTS15,0.16295740168687983,12,119922
DF,E,CTS16,4.87204494419646e-05,12,119922
DF,E,CTS21,3.525098702763677e-05,12,119922
DF,E,CTS26,0.00029331834150698967,12,119922
DF,E,CTS28,4.997201567122411e-06,12,119922
DF,E,CTSR2,0.0002715101022656196,12,119922
DF,E,CTSR3,0.0007252681542222389,12,119922
DF,E,CTSR3+,1.4991604701367234e-05,12,119922
DF,E,CTSR4,1.649838315845047e-05,12,119922
DF,E,CTSR4+,0.0001721190492585219,12,119922
DF,E,CTSR5+,0.000227340949579365,12,119922
DF,E,CTSS5,5.0242591729004016e-05,12,119922
DF,E,CTSS7,0.001357208690395363,12,119922
DF,E,CTSS7+,0.0012996996518304725,12,119922
DF,F,CR11,0.0002877726658087347,12,119922
DF,F,CR11+,5.8266043062023295e-05,12,119922
DF,F,CR6,8.076725204453621e-05,12,119922
DF,F,CR6+,0.0033353547604608844,12,119922
DF,F,CR9,7.557893463933731e-06,12,119922
DF,F,CRR1+,2.301862321037776e-05,12,119922
DF,F,CTS11,0.19340806650659068,12,119922
DF,F,CTS22,0.010914641239788357,12,119922
DF,F,CTS23,7.557893463933731e-06,12,119922
DF,F,CTSR6+,0.5400702780919506,12,119922
DF,F,CTSR7,7.713117732293187e-05,12,119922
DF,F,CTSR7+,5.41125541125541e-05,12,119922
DF,F,CTSS8,0.24401894056703416,12,119922
DF,F,CTSS8+,0.0073574662406533315,12,119922
DF,F,CTSS9,1.546072974644403e-05,12,119922
DF,F,CTSSS3+,7.730364873222015e-06,12,119922
DF,F,CTSSS8+,0.00027587739641311067,12,119922
DF,G,CRR2+,0.050497121925693354,12,119922
DF,G,CRR3+,0.0036630036630036634,12,119922
DF,G,CTSS10+,0.07150706436420723,12,119922
DF,G,CTSS11+,0.720486656200942,12,119922
DF,G,CTSSS6+,0.15384615384615385,12,119922
DF,H,CTSR8+,0.00040958726262339785,12,119922
DF,H,CTSS12+,0.922853299401164,12,119922
DF,H,CTSSS7+,0.07673711333621257,12,119922
ES,A,C1,0.6980376344086021,2,9615
ES,A,C2,0.30196236559139783,2,9615
ES,B,C3,1.0,2,9615
ES,C,C7,0.8631578947368421,2,9615
ES,C,C9,0.002506265664160401,2,9615
ES,C,CTS17,0.022556390977443608,2,9615
ES,C,CTS2,0.056453634085213034,2,9615
ES,C,CTS3,0.046553884711779445,2,9615
ES,C,CTS7,0.008771929824561403,2,9615
ES,D,CR2,0.0012091898428053204,2,9615
ES,D,CR2+,0.0006045949214026602,2,9615
ES,D,CR4,0.0012091898428053204,2,9615
ES,D,CR7,0.0024183796856106408,2,9615
ES,D,CTS19,0.04605914037594812,2,9615
ES,D,CTS24,0.0006045949214026602,2,9615
ES,D,CTS4,0.8213810540041621,2,9615
ES,D,CTS5,0.02284004199944658,2,9615
ES,D,CTS6,0.04209610595383852,2,9615
ES,D,CTS8,0.035961078491203995,2,9615
ES,D,CTS9,0.0012091898428053204,2,9615
ES,D,CTSS4,0.023802845197166175,2,9615
ES,D,CTSS4+,0.0006045949214026602,2,9615
ES,E,CR10,0.0003681885125184094,2,9615
ES,E,CTS10,0.7476332105559814,2,9615
ES,E,CTS13,0.0033354673434253827,2,9615
ES,E,CTS15,0.24801336100847765,2,9615
ES,E,CTS21,0.0003248862897985705,2,9615
ES,E,CTSS5,0.0003248862897985705,2,9615
ES,F,CR11+,0.0025781910397295014,2,9615
ES,F,CTS11,0.26927303465765,2,9615
ES,F,CTS20,0.0005494505494505495,2,9615
ES,F,CTS22,0.5203719357565512,2,9615
ES,F,CTS23,0.008791208791208791,2,9615
ES,F,CTSR6+,0.007523245984784446,2,9615
ES,F,CTSS8,0.18981403212172443,2,9615
ES,F,CTSS8+,0.001098901098901099,2,9615
ES,G,CTSS11+,0.3333333333333333,2,9615
ES,G,CTSS13+,0.6666666666666666,2,9615
ES,H,CTSR8+,0.003937007874015748,2,9615
ES,H,CTSS12+,0.6929133858267716,2,9615
ES,H,CTSSS7+,0.3031496062992126,2,9615
GO,A,C1,0.027125156010312575,2,77968
GO,A,C2,0.9728748439896875,2,77968
GO,B,C3,0.9990115715733553,2,77968
GO,B,C4,5.44010445000544e-05,2,77968
GO,B,C5,5.44010445000544e-05,2,77968
GO,B,C6,0.00028121484814398203,2,77968
GO,B,CTS1,0.000544010445000544,2,77968
GO,B,OU5,5.44010445000544e-05,2,77968
GO,C,C7,0.7379717304637956,2,77968
GO,C,C9,0.00012080212611741966,2,77968
GO,C,CR1,0.0037448659096400096,2,77968
GO,C,CR1+,0.0008818371337277696,2,77968
GO,C,CTS2,0.22470059643521567,2,77968
GO,C,CTS3,0.029487670276756382,2,77968
GO,C,CTS7,0.0023676848980426378,2,77968
GO,C,CTSS1,0.00048320850446967865,2,77968
GO,C,CTSS1+,0.00024160425223483932,2,77968
GO,D,CR2,0.0009200841219768665,2,77968
GO,D,CR4,0.0027575994366142833,2,77968
GO,D,CR4+,0.0007886435331230284,2,77968
GO,D,CR7,0.0002628811777076761,2,77968
GO,D,CTS18,0.003669724770642202,2,77968
GO,D,CTS19,0.09941828495354962,2,77968
GO,D,CTS24,0.002363277670052769,2,77968
GO,D,CTS4,0.8043922862462497,2,77968
GO,D,CTS5,0.0062985365477189635,2,77968
GO,D,CTS6,0.03161351161018339,2,77968
GO,D,CTS8,0.04095905806538747,2,77968
GO,D,CTS9,0.0005257623554153522,2,77968
GO,D,CTSR1,0.003932605948349878,2,77968
GO,D,CTSS2+,0.00013144058885383806,2,77968
GO,D,CTSS4,0.001966302974174939,2,77968
GO,E,CR10,0.0027882753341558243,2,77968
GO,E,CR10+,0.00020988246581914128,2,77968
GO,E,CR12,5.996641880546894e-05,2,77968
GO,E,CR12+,2.998320940273447e-05,2,77968
GO,E,CR3,0.0006370480346339933,2,77968
GO,E,CR5,0.0009143519365346668,2,77968
GO,E,CR5+,2.998320940273447e-05,2,77968
GO,E,CR8+,0.0002023730684435842,2,77968
GO,E,CTS10,0.8242383622137803,2,77968
GO,E,CTS12,0.00014991604701367235,2,77968
GO,E,CTS13,0.0035001998221474125,2,77968
GO,E,CTS14,0.0003972367395116114,2,77968
GO,E,CTS15,0.15420506972814102,2,77968
GO,E,CTS16,0.0002923226966517876,2,77968
GO,E,CTS26,0.00041220115416323167,2,77968
GO,E,CTS28,2.998320940273447e-05,2,77968
GO,E,CTSR2,0.0009668089579645786,2,77968
GO,E,CTSR3,0.0035903669707535914,2,77968
GO,E,CTSR3+,8.994962820820341e-05,2,77968
GO,E,CTSR4+,5.996641880546894e-05,2,77968
GO,E,CTSR5+,0.00136404569747619,2,77968
GO,E,CTSS5,8.994962820820341e-05,2,77968
GO,E,CTSS7,0.005531874944754763,2,77968
GO,E,CTSS7+,0.00020988246581914128,2,77968
GO,F,CR11,0.00041433521778679977,2,77968
GO,F,CR11+,4.6382189239332094e-05,2,77968
GO,F,CR6,0.00018138944313440957,2,77968
GO,F,CR9,4.534736078360239e-05,2,77968
GO,F,CRR1+,0.0001381117392622666,2,77968
GO,F,CTS11,0.17631265886299444,2,77968
GO,F,CTS22,0.025488396964907033,2,77968
GO,F,CTS23,4.534736078360239e-05,2,77968
GO,F,CTSR6+,0.5119828592024182,2,77968
GO,F,CTSR7,0.00046278706393759126,2,77968
GO,F,CTSR7+,0.0003246753246753247,2,77968
GO,F,CTSS8,0.28331263395980555,2,77968
GO,F,CTSS8+,0.0010131643640751981,2,77968
GO,F,CTSS9,9.276437847866419e-05,2,77968
GO,F,CTSSS3+,4.6382189239332094e-05,2,77968
GO,F,CTSSS8+,9.276437847866419e-05,2,77968
GO,G,CRR2+,0.17673992673992672,2,77968
GO,G,CRR3+,0.01282051282051282,2,77968
GO,G,CTSS10+,0.22527472527472528,2,77968
GO,G,CTSS11+,0.5467032967032968,2,77968
GO,G,CTSSS6+,0.038461538461538464,2,77968
GO,H,CTSR8+,0.001104540086701895,2,77968
GO,H,CTSS12+,0.9975751235382924,2,77968
GO,H,CTSSS7+,0.0013203363750057362,2,77968
MA,A,C2,1.0,1,2335
MA,B,C3,1.0,1,2335
MA,C,C7,0.8958333333333334,1,2335
MA,C,CTS2,0.041666666666666664,1,2335
MA,C,CTS3,0.0625,1,2335
MA,D,CTS19,0.025,1,2335
MA,D,CTS4,0.9625,1,2335
MA,D,CTS8,0.0125,1,2335
MA,E,CTS10,0.7608286252354048,1,2335
MA,E,CTS13,0.0018832391713747645,1,2335
MA,E,CTS15,0.2297551789077213,1,2335
MA,E,CTS16,0.0018832391713747645,1,2335
MA,E,CTS21,0.0018832391713747645,1,2335
MA,E,CTSS7,0.0018832391713747645,1,2335
MA,E,CTSS7+,0.0018832391713747645,1,2335
MA,F,CR6,0.02702702702702703,1,2335
MA,F,CTS11,0.10270270270270271,1,2335
MA,F,CTS22,0.03783783783783784,1,2335
MA,F,CTSR6+,0.572972972972973,1,2335
MA,F,CTSS8,0.25405405405405407,1,2335
MA,F,CTSS8+,0.005405405405405406,1,2335
MA,G,CTSS10+,0.6666666666666666,1,2335
MA,G,CTSSS6+,0.3333333333333333,1,2335
MA,H,3T6,0.0019474196689386564,1,2335
MA,H,CTSS12+,0.1518987341772152,1,2335
MA,H,CTSSS7+,0.8461538461538461,1,2335
MG,A,C1,0.09227335915805591,12,37188
MG,A,C2,0.9071334811838665,12,37188
MG,A,OU1,0.0001633986928104575,12,37188
MG,A,OU2,0.00042976096526718075,12,37188
MG,B,C3,0.9958641708772606,12,37188
MG,B,C5,0.0001695743980376096,12,37188
MG,B,CTS1,0.0013833109252473315,12,37188
MG,B,OU5,0.002195053326870546,12,37188
MG,B,OU8,0.00038789047258371766,12,37188
MG,C,C7,0.815807595046821,12,37188
MG,C,CR1,0.0016055742010798193,12,37188
MG,C,CTS2,0.14465750989795068,12,37188
MG,C,CTS3,0.025882746452944465,12,37188
MG,C,CTS7,0.00032467532467532473,12,37188
MG,C,OU10,8.65800865800866e-05,12,37188
MG,C,OU11,0.011635318989948696,12,37188
MG,D,CR4,0.0007059641260257488,12,37188
MG,D,CTS18,0.00029612081729345576,12,37188
MG,D,CTS19,0.0653324588569524,12,37188
MG,D,CTS24,0.0006817190862690876,12,37188
MG,D,CTS4,0.8330681266334607,12,37188
MG,D,CTS5,0.011077628143636742,12,37188
MG,D,CTS6,0.02928970858107394,12,37188
MG,D,CTS8,0.0587623031042498,12,37188
MG,D,CTS9,0.00026350461133069827,12,37188
MG,D,CTSR1+,0.000522466039707419,12,37188
MG,E,CR10,0.0018252375492029153,12,37188
MG,E,CR12,5.3319114902692615e-05,12,37188
MG,E,CR5,0.0008025937647786387,12,37188
MG,E,CR8+,5.899397941401586e-05,12,37188
MG,E,CTS10,0.7778892819915193,12,37188
MG,E,CTS12,3.8651824366110076e-05,12,37188
MG,E,CTS13,0.0028512851349495262,12,37188
MG,E,CTS14,0.00010663822980538523,12,37188
MG,E,CTS15,0.20083509281375866,12,37188
MG,E,CTS16,5.3319114902692615e-05,12,37188
MG,E,CTS21,0.00019301293186643504,12,37188
MG,E,CTSR2,2.0342155047905775e-05,12,37188
MG,E,CTSR3,3.8651824366110076e-05,12,37188
MG,E,CTSR3+,0.00023166475623254514,12,37188
MG,E,CTSR4+,3.8651824366110076e-05,12,37188
MG,E,CTSR5+,8.145975887911372e-05,12,37188
MG,E,CTSS5,5.3319114902692615e-05,12,37188
MG,E,CTSS7,0.014449073093542864,12,37188
MG,E,CTSS7+,0.00037941102319625613,12,37188
MG,F,CR11,0.001428404772594895,12,37188
MG,F,CR6,0.05398945359075802,12,37188
MG,F,CR6+,0.0002756135750532928,12,37188
MG,F,CTS11,0.28186083329172595,12,37188
MG,F,CTS20,0.00019120458891013384,12,37188
MG,F,CTS22,0.07209766381642224,12,37188
MG,F,CTSR6,0.00019120458891013384,12,37188
MG,F,CTSR6+,0.33354132015270715,12,37188
MG,F,CTSR7,0.00019120458891013384,12,37188
MG,F,CTSR7+,0.00019120458891013384,12,37188
MG,F,CTSS8,0.23943457168506863,12,37188
MG,F,CTSS8+,0.015816381718116373,12,37188
MG,F,CTSS9,0.0002460245070475469,12,37188
MG,F,CTSSS8+,0.0005449145348653716,12,37188
MG,G,CRR3+,0.05,12,37188
MG,G,CTSS10+,0.4,12,37188
MG,G,CTSS11+,0.25,12,37188
MG,G,CTSS13+,0.15,12,37188
MG,G,CTSSS5+,0.05,12,37188
MG,G,CTSSS6+,0.1,12,37188
MG,H,CTSS12+,1.0,12,37188
MS,A,C1,0.007373595505617977,5,10486
MS,A,C2,0.9037375156054932,5,10486
MS,A,OU2,0.08888888888888888,5,10486
MS,B,C3,0.9945378253171312,5,10486
MS,B,C6,0.00026195153896529146,5,10486
MS,B,CTS1,0.005200223143903564,5,10486
MS,C,C7,0.728501400560224,5,10486
MS,C,CR1,0.0004464285714285714,5,10486
MS,C,CR1+,0.1337797619047619,5,10486
MS,C,CTS2,0.09083508403361344,5,10486
MS,C,CTS3,0.013103991596638656,5,10486
MS,C,CTS7,0.03333333333333333,5,10486
MS,D,CR2,0.002072538860103627,5,10486
MS,D,CR4,0.14345340899745046,5,10486
MS,D,CR4+,0.002072538860103627,5,10486
MS,D,CTS19,0.18379800970474544,5,10486
MS,D,CTS4,0.6207623982235381,5,10486
MS,D,CTS5,0.0031088082901554403,5,10486
MS,D,CTS6,0.013183649971214736,5,10486
MS,D,CTS8,0.03154864709268854,5,10486
MS,E,CR10,8.460236886632827e-05,5,10486
MS,E,CR5,0.004607396302591676,5,10486
MS,E,CR5+,0.0005074353498388442,5,10486
MS,E,CTS10,0.8049343926207703,5,10486
MS,E,CTS13,0.0011844331641285958,5,10486
MS,E,CTS15,0.18834333071833909,5,10486
MS,E,CTS21,8.460236886632827e-05,5,10486
MS,E,CTSR4+,8.460236886632827e-05,5,10486
MS,E,CTSS5,8.460236886632827e-05,5,10486
MS,E,CTSS7+,8.460236886632827e-05,5,10486
MS,F,CR11,0.0002494543186778921,5,10486
MS,F,CTS11,0.14524936714250622,5,10486
MS,F,CTS22,0.007243307983451472,5,10486
MS,F,CTSR6+,0.46826540056027594,5,10486
MS,F,CTSS8,0.3789924699950885,5,10486
MS,G,CTSS11+,0.6666666666666666,5,10486
MS,G,CTSSS6+,0.3333333333333333,5,10486
MS,H,CTSS12+,0.8091118489223542,5,10486
MS,H,CTSSS7+,0.19088815107764576,5,10486
MT,A,C1,0.0897689387046334,5,31468
MT,A,C2,0.8903763397457297,5,31468
MT,A,OU2,0.019854721549636804,5,31468
MT,B,C3,0.985908428669811,5,31468
MT,B,C4,5.247966413014957e-05,5,31468
MT,B,C6,0.0016793492521647861,5,31468
MT,B,CTS1,0.002702702702702703,5,31468
MT,B,OU4,9.025270758122745e-05,5,31468
MT,B,OU5,9.025270758122745e-05,5,31468
MT,B,OU8,0.00947653429602888,5,31468
MT,C,C7,0.8665786048075054,5,31468
MT,C,C9,0.00035335689045936394,5,31468
MT,C,CR1+,0.003985402305508892,5,31468
MT,C,CTS2,0.08236739019183996,5,31468
MT,C,CTS3,0.04565517513330829,5,31468
MT,C,CTSS1,0.00035335689045936394,5,31468
MT,C,OU11,0.0007067137809187279,5,31468
MT,D,CR2+,0.0003076923076923077,5,31468
MT,D,CR4,0.0012307692307692308,5,31468
MT,D,CR4+,0.007006993006993006,5,31468
MT,D,CTS19,0.25022377622377623,5,31468
MT,D,CTS4,0.7022097902097902,5,31468
MT,D,CTS5,0.0003076923076923077,5,31468
MT,D,CTS6,0.0012307692307692308,5,31468
MT,D,CTS8,0.032013986013986015,5,31468
MT,D,CTS9,0.004545454545454545,5,31468
MT,D,CTSS2+,0.0009230769230769232,5,31468
MT,E,CR10,0.0005786796775317637,5,31468
MT,E,CR3,0.0002771728370619679,5,31468
MT,E,CR3+,7.919223916056227e-05,5,31468
MT,E,CR5,0.00015838447832112454,5,31468
MT,E,CR5+,0.00039596119580281137,5,31468
MT,E,CTS10,0.8492646238656227,5,31468
MT,E,CTS12,0.001078167115902965,5,31468
MT,E,CTS13,0.0016475645599865574,5,31468
MT,E,CTS15,0.14107240543891614,5,31468
MT,E,CTS26,0.0005390835579514825,5,31468
MT,E,CTSR2,0.00026490066225165563,5,31468
MT,E,CTSR3,0.0003044967818319368,5,31468
MT,E,CTSR4,3.9596119580281134e-05,5,31468
