ID,id_trecho_,vl_br,sg_uf,nm_tipo_tr,sg_tipo_tr,desc_coinc,vl_codigo,ds_local_i,ds_local_f,vl_km_inic,vl_km_fina,vl_extensa,vl_km_i_estim,vl_km_f_estim,vl_ext_estim,ds_sup_fed,ul,ds_coinc,ds_tipo_ad,ds_jurisdi,ds_superfi,ds_legenda,sg_legenda,leg_multim,versao_snv,id_versao,classificação,GEH,A_C,B_C,C_C,D_C,E_C,F_C,G_C,H_C,I_C,J_C,A_D,B_D,C_D,D_D,E_D,F_D,G_D,H_D,I_D,J_D,VMDa_C,VMDa_D,_PESADOS_TOTAL,_is_ref,_is_est,UF
8400,151453,50,MG,Eixo Principal,B,-,050BMG0255,ENTR BR-050/455 (ACESSO SUL UBERLÂNDIA),RIO TIJUCO,80.8,133.3,52.5,80.8,133.3,52.500000000000014,DUP,Uberlândia,050BMG0255,Concessão Federal,Federal,PAV,Duplicada,DUP,Duplicada Concessão/Convênio,202401A,74,Referencial,A,452.0,513.0,428.0,328.0,616.0,228.0,20.0,352.0,4188.0,69.0,475.0,538.0,449.0,344.0,646.0,240.0,20.0,369.0,3998.0,66.0,7194.0,7145.0,6018.0,True,False,MG
29653457,152283,116,MG,Eixo Principal,B,-,116BMG1130,ENTR BR-342(B)/418/MG-217 (TEÓFILO OTONI),ACESSO ITAMBACURI,276.1,306.5,30.4,276.1,306.5,30.399999999999977,PAV,Teófilo Otoni,116BMG1130,Federal,Federal,PAV,Pavimentada,PAV,Pavimentada,202401A,74,Referencial,B,361.0,353.0,265.0,204.0,318.0,33.0,2.0,47.0,1433.0,57.0,329.0,321.0,241.0,186.0,289.0,30.0,2.0,43.0,1577.0,63.0,3073.0,3081.0,3024.0,True,False,MG
9917,152581,122,MG,Eixo Principal,B,-,122BMG0670,ENTR BR-251(A) (CANACÍ),ENTR BR-135/251(B)/308/365 (MONTES CLAROS),260.6,279.6,19.0,260.6,279.6,19.0,PAV,Montes Claros,122BMG0670;251BMG0290,Federal,Federal,PAV,Pavimentada,PAV,Pavimentada,202401A,74,Referencial,A,320.0,333.0,224.0,176.0,356.0,50.0,6.0,70.0,2008.0,101.0,336.0,349.0,235.0,184.0,374.0,52.0,6.0,74.0,2008.0,101.0,3644.0,3719.0,3145.0,True,False,MG
8239,152689,146,MG,Eixo Principal,B,-,146BMG0070,ENTR MG-187,ENTR BR-262,67.8,120.2,52.4,67.8,120.2,52.400000000000006,PAV,Patos de Minas,146BMG0070,Federal,Federal,PAV,Pavimentada,PAV,Pavimentada,202401A,74,Referencial,A,90.0,87.0,25.0,26.0,166.0,70.0,0.0,73.0,1268.0,30.0,99.0,95.0,27.0,29.0,182.0,76.0,0.0,80.0,1080.0,26.0,1835.0,1694.0,1125.0,True,False,MG
8161,152820,153,MG,Eixo Principal,B,-,153BMG0850,ENTR BR-464(A)/497 (PRATA),ENTR BR-464(B)(ACESSO PATRIMÔNIO),108.1,129.9,21.8,108.1,129.9,21.80000000000001,PAV,Prata,153BMG0850;464BMG0030,Concessão Federal,Federal,PAV,Pavimentada,PAV,Pavimentada Concessão/Convênio,202401A,74,Referencial,B,211.0,319.0,267.0,210.0,659.0,196.0,8.0,256.0,943.0,16.0,218.0,330.0,276.0,217.0,682.0,203.0,9.0,265.0,809.0,14.0,3085.0,3023.0,4326.0,True,False,MG
8484,154352,259,MG,Eixo Principal,B,-,259BMG0150,ENTR BR-458 (P/ CONSELHEIRO PENA),ENTR BR-381(A) (SÃO VÍTOR),85.0,132.6,47.6,85.0,103.4,18.40000000000001,PAV,Governador Valadares,259BMG0150,Federal,Federal,PAV,Pavimentada,PAV,Pavimentada,202401A,74,Referencial,A,92.0,68.0,47.0,21.0,64.0,17.0,2.0,13.0,783.0,44.0,97.0,72.0,49.0,22.0,67.0,17.0,2.0,13.0,810.0,46.0,1151.0,1195.0,663.0,True,False,MG
7737,154423,262,MG,Eixo Principal,B,-,262BMG0685,ENTR MG-818 (P/FLORESTAL),ENTR BR-352 (PARÁ DE MINAS),372.2,396.0,23.8,372.2,396.0,23.80000000000001,DUP,Bom Despacho,262BMG0685,Concessão Federal,Federal,PAV,Duplicada,DUP,Duplicada Concessão/Convênio,202401A,74,Referencial,A,598.0,452.0,284.0,144.0,350.0,124.0,3.0,103.0,4295.0,183.0,593.0,449.0,282.0,142.0,347.0,123.0,3.0,102.0,4237.0,181.0,6536.0,6459.0,4099.0,True,False,MG
29654242,159882,265,MG,Eixo Principal,B,-,265BMG0255,ENTR MG-335,ACESSO RIBEIRÃO VERMELHO,356.9,364.2,7.3,356.9,364.2,7.300000000000011,DUP,Oliveira,265BMG0255,Federal,Federal,PAV,Duplicada,DUP,Duplicada,202401A,74,Referencial,A,374.0,319.0,261.0,160.0,227.0,76.0,17.0,32.0,4086.0,116.0,374.0,319.0,261.0,160.0,227.0,76.0,17.0,32.0,4105.0,117.0,5668.0,5688.0,2932.0,True,False,MG
5422,154570,267,MG,Eixo Principal,B,-,267BMG0210,ENTR BR-354(A)/383(A) (P/ CRUZÍLIA),ACESSO BAEPENDI,291.1,297.2,6.1,291.1,297.2,6.099999999999966,PAV,Caxambu,267BMG0210;354BMG0470;383BMG0190,Federal,Federal,PAV,Pavimentada,PAV,Pavimentada,202401A,74,Referencial,A,235.0,129.0,65.0,35.0,67.0,17.0,1.0,6.0,1563.0,100.0,232.0,127.0,64.0,35.0,66.0,17.0,1.0,5.0,1413.0,91.0,2218.0,2051.0,1102.0,True,False,MG
8252,155578,352,MG,Eixo Principal,B,-,352BMG0220,ACESSO CARMO DO PARANAIBA,ENTR MG-230,228.6,240.5,11.9,228.6,240.5,11.900000000000006,PAV,Patos de Minas,352BMG0220;354BMG0140,Federal,Federal,PAV,Pavimentada,PAV,Pavimentada,202401A,74,Referencial,A,213.0,124.0,59.0,26.0,57.0,22.0,1.0,23.0,1446.0,47.0,235.0,137.0,65.0,29.0,63.0,24.0,1.0,26.0,1357.0,45.0,2018.0,1982.0,1105.0,True,False,MG
6569,155617,354,MG,Eixo Principal,B,-,354BMG0390,ENTR BR-369(B) (CAMPO BELO),ENTR BR-381 (PERDÕES),560.4,592.3,31.9,560.4,578.4,18.0,PAV,Oliveira,354BMG0390,Federal,Federal,PAV,Pavimentada,PAV,Pavimentada,202401A,74,Referencial,A,178.0,134.0,108.0,41.0,158.0,54.0,1.0,52.0,940.0,63.0,185.0,138.0,112.0,43.0,164.0,56.0,1.0,54.0,1081.0,72.0,1729.0,1906.0,1479.0,True,False,MG
7477,162446,356,MG,Eixo Principal,B,-,356BMG0050,ENTR BR-040(B),ENTR MG-030 (ITABIRITO),28.0,50.6,22.6,28.0,50.6,22.6,PAV,Contagem,356BMG0050,Federal,Federal,PAV,Pavimentada,PAV,Pavimentada,202401A,74,Referencial,A,666.0,219.0,327.0,87.0,379.0,8.0,0.0,4.0,4631.0,158.0,722.0,237.0,354.0,94.0,410.0,9.0,0.0,5.0,4814.0,164.0,6479.0,6809.0,3521.0,True,False,MG
8457,155927,365,MG,Eixo Principal,B,-,365BMG0315,ENTR CONTORNO NORTE DE UBERLÂNDIA (II),ENTR BR-452(B),628.3,655.8,27.5,628.3,655.8,27.5,DUP,Uberlândia,365BMG0315;452BMG0150,Concessão Federal,Federal,PAV,Duplicada,DUP,Duplicada Concessão/Convênio,202401A,74,Referencial,A,396.0,383.0,311.0,239.0,581.0,224.0,8.0,449.0,4454.0,85.0,381.0,369.0,299.0,230.0,559.0,216.0,8.0,432.0,4156.0,80.0,7130.0,6730.0,5085.0,True,False,MG
10044,155944,367,MG,Eixo Principal,B,-,367BMG0110,ENTR MG-105 (JEQUITINHONHA),ENTR BR-116 (P/ ITAOBIM),154.2,219.0,64.8,154.2,219.0,64.80000000000001,PAV,Teófilo Otoni,367BMG0110,Federal,Federal,PAV,Pavimentada,PAV,Pavimentada,202401A,74,Referencial,A,24.0,40.0,44.0,40.0,73.0,12.0,1.0,18.0,577.0,19.0,24.0,41.0,45.0,41.0,74.0,12.0,1.0,18.0,777.0,25.0,848.0,1058.0,508.0,True,False,MG
7621,156265,381,MG,Eixo Principal,B,-,381BMG0490,ENTR BR-262/381 (FIM CONTORNO BETIM),AV.SILVA COUTO (IGARAPÉ),491.9,506.3,14.4,491.9,502.8,10.900000000000034,DUP,Oliveira,381BMG0490,Concessão Federal,Federal,PAV,Duplicada,DUP,Duplicada Concessão/Convênio,202401A,74,Referencial,A,1939.0,1084.0,1115.0,597.0,1155.0,89.0,10.0,112.0,15904.0,1729.0,2057.0,1150.0,1183.0,633.0,1225.0,94.0,10.0,118.0,15119.0,1644.0,23734.0,23233.0,12571.0,True,False,MG
7895,157307,474,MG,Eixo Principal,B,-,474BMG0047,SÃO JOÃO DO JACUTINGA,ENTR R SANTOS DUMOND (PIEDADE DE CARATINGA),130.2,152.5,22.3,130.2,152.5,22.30000000000001,PAV,Caratinga,474BMG0047,Federal,Federal,PAV,Pavimentada,PAV,Pavimentada,202401A,74,Referencial,A,116.0,32.0,2.0,2.0,3.0,0.0,0.0,0.0,1173.0,424.0,129.0,36.0,3.0,3.0,3.0,0.0,0.0,0.0,1186.0,429.0,1752.0,1789.0,329.0,True,False,MG
5375,162217,494,MG,Eixo Principal,B,-,494BMG0060,ENTR MG-260(B) (P/CLÁUDIO),ENTR BR-369 (OLIVEIRA),71.5,99.6,28.1,71.5,99.6,28.099999999999994,PAV,Bom Despacho,494BMG0060,Federal,Federal,PAV,Pavimentada,PAV,Pavimentada,202401A,74,Referencial,A,144.0,180.0,160.0,108.0,145.0,27.0,3.0,13.0,1675.0,49.0,143.0,179.0,159.0,108.0,144.0,26.0,3.0,13.0,1994.0,58.0,2504.0,2827.0,1555.0,True,False,MG
7703,151560,60,MS,Eixo Principal,B,-,060BMS0450,ENTR MS-441(B) (P/BANDEIRANTES),ENTR MS-244(A) (P/BONFIM),268.4,287.8,19.4,268.4,287.8,19.40000000000004,PAV,Coxim,060BMS0450;163BMS0430,Concessão Federal,Federal,PAV,Pavimentada,PAV,Pavimentada Concessão/Convênio,202401A,74,Referencial,A,339.0,263.0,203.0,124.0,375.0,174.0,3.0,274.0,1962.0,32.0,318.0,247.0,191.0,117.0,352.0,163.0,3.0,257.0,2018.0,33.0,3749.0,3699.0,3403.0,True,False,MS
6917,153253,163,MS,Eixo Principal,B,-,163BMS0390,PONTE S/ RIO ANHANDUÍ,ENTR BR-262(A) (CAMPO GRANDE),419.6,466.3,46.7,419.6,466.3,46.69999999999999,PAV,Campo Grande,163BMS0390,Concessão Federal,Federal,PAV,Pavimentada,PAV,Pavimentada Concessão/Convênio,202401A,74,Referencial,A,411.0,253.0,194.0,106.0,343.0,149.0,5.0,203.0,2811.0,112.0,422.0,260.0,199.0,109.0,352.0,153.0,5.0,209.0,2712.0,108.0,4587.0,4529.0,3373.0,True,False,MS
29654771,162156,262,MS,Eixo Principal,B,-,262BMS1295,ENTR CONTORNO ROD. TRÊS LAGOAS,ENTR MS-459 (P/ARAPUÁ),17.72,49.4,31.68,17.7,49.3,31.6,PAV,Três Lagoas,262BMS1295,Federal,Federal,PAV,Pavimentada,PAV,Pavimentada,202401A,74,Referencial,A,241.0,108.0,66.0,48.0,164.0,30.0,5.0,136.0,744.0,16.0,214.0,96.0,59.0,43.0,145.0,26.0,5.0,120.0,761.0,16.0,1558.0,1485.0,1506.0,True,False,MS
5653,154620,267,MS,Eixo Principal,B,-,267BMS0890,FIM PISTA DUPLA (BATAGUASSU),ENTR MS-134 (CASA VERDE),30.2,123.8,93.6,30.2,123.8,93.6,PAV,Três Lagoas,267BMS0890,Federal,Federal,PAV,Pavimentada,PAV,Pavimentada,202401A,74,Referencial,A,106.0,111.0,91.0,49.0,160.0,47.0,2.0,95.0,638.0,17.0,113.0,119.0,98.0,53.0,171.0,50.0,2.0,102.0,637.0,17.0,1316.0,1362.0,1369.0,True,False,MS
4971,156123,376,MS,Eixo Principal,B,-,376BMS0012,ENTR MS-274 (P/INDÁPOLIS),FIM DA PONTE S/ RIO DOURADOS (FÁTIMA DO SUL),4.3,26.5,22.2,4.3,26.5,22.2,PAV,Dourados,376BMS0012,Federal,Federal,PAV,Pavimentada,PAV,Pavimentada,202401A,74,Referencial,A,208.0,82.0,82.0,20.0,45.0,22.0,0.0,16.0,1717.0,68.0,202.0,79.0,80.0,20.0,43.0,21.0,0.0,15.0,1870.0,74.0,2260.0,2404.0,935.0,True,False,MS
10971,151642,70,MT,Eixo Principal,B,-,070BMT0435,FIM VARIANTE II SERRA DE SÃO VICENTE,ACESSO DISTRITO INDUSTRIAL,461.3,500.6,39.3,461.3,497.9,36.599999999999966,DUP,Cuiabá,070BMT0435;163BMT0680;364BMT0765,Concessão Federal,Federal,PAV,Duplicada,DUP,Duplicada Concessão/Convênio,202401A,74,Referencial,A,267.0,313.0,300.0,229.0,873.0,288.0,5.0,857.0,2213.0,74.0,361.0,423.0,406.0,309.0,1179.0,389.0,7.0,1158.0,2950.0,98.0,5419.0,7280.0,7364.0,True,False,MT
11602,153042,158,MT,Eixo Principal,B,-,158BMT0272,FIM DA PONTE S/RIO PINDAÍBA,FIM DA PONTE S/CÓRREGO MATRINXÃ (VALE DO SONHO),697.0,738.5,41.5,697.0,738.5,41.5,PAV,Água Boa,158BMT0272,Federal,Federal,PAV,Pavimentada,PAV,Pavimentada,202401A,74,Referencial,A,107.0,89.0,51.0,50.0,132.0,60.0,2.0,214.0,509.0,16.0,99.0,83.0,47.0,47.0,122.0,55.0,2.0,198.0,493.0,15.0,1230.0,1161.0,1358.0,True,False,MT
9994,153279,163,MT,Eixo Principal,B,-,163BMT0580,ENTR MT-471,FIM DA DUPLICAÇÃO,102.9,118.5,15.6,102.9,118.5,15.599999999999994,DUP,Rondonópolis,163BMT0580,Concessão Federal,Federal,PAV,Duplicada,DUP,Duplicada Concessão/Convênio,202401A,74,Referencial,A,376.0,235.0,260.0,213.0,679.0,265.0,9.0,731.0,1750.0,320.0,431.0,270.0,299.0,245.0,779.0,304.0,10.0,839.0,1987.0,363.0,4838.0,5527.0,5945.0,True,False,MT
10740,153408,174,MT,Eixo Principal,B,-,174BMT0032,ENTR MT-170 (CARAMÚJO),ENTR MT-175(A),113.6,132.9,19.3,113.6,132.9,19.30000000000001,PAV,Cáceres,174BMT0032,Federal,Federal,PAV,Pavimentada,PAV,Pavimentada,202401A,74,Referencial,A,171.0,121.0,74.0,51.0,185.0,27.0,1.0,76.0,1003.0,31.0,168.0,120.0,73.0,50.0,181.0,26.0,1.0,74.0,767.0,24.0,1740.0,1484.0,1399.0,True,False,MT
9995,155764,364,MT,Eixo Principal,B,-,364BMT0645,ENTR MT-459 (PEDRA PRETA),ENTR BR-163(A),176.8,201.0,24.2,176.8,201.0,24.19999999999999,PAV,Rondonópolis,364BMT0645,Federal,Federal,PAV,Pavimentada,PAV,Pavimentada,202401A,74,Referencial,B,242.0,156.0,110.0,82.0,237.0,67.0,9.0,163.0,1595.0,122.0,345.0,222.0,158.0,117.0,339.0,96.0,13.0,233.0,1480.0,113.0,2783.0,3116.0,2589.0,True,False,MT
19090,151199,10,PA,Eixo Principal,B,-,010BPA0710,ENTR BR-316(A)/308(A),ENTR PA-424 (P/COLÔNIA DO PRATA),355.0,362.2,7.2,355.0,362.2,7.199999999999989,PAV,Capanema,010BPA0710;308BPA0140;316BPA0140,Federal,Federal,PAV,Pavimentada,PAV,Pavimentada,202401A,74,Referencial,A,526.0,275.0,172.0,158.0,200.0,61.0,7.0,62.0,2716.0,174.0,534.0,279.0,174.0,160.0,203.0,62.0,7.0,63.0,2388.0,153.0,4351.0,4023.0,2943.0,True,False,PA
17681,152973,155,PA,Eixo Principal,B,-,155BPA0200,ENTR PA-275 (ELDORADO DOS CARAJÁS),ENTR BR-222 (MARABÁ),250.7,344.4,93.7,250.7,344.4,93.7,PAV,Redenção,155BPA0200,Federal,Federal,PAV,Pavimentada,PAV,Pavimentada,202401A,74,Referencial,A,169.0,119.0,61.0,57.0,133.0,44.0,4.0,135.0,939.0,178.0,223.0,157.0,80.0,75.0,176.0,58.0,5.0,177.0,1068.0,203.0,1839.0,2222.0,1673.0,True,False,PA
15584,153009,158,PA,Eixo Principal,B,-,158BPA0110,ENTR BR-155 (P/REDENÇÃO),ENTR PA-287 (P/CUMARU DO NORTE),590.5,606.9,16.4,590.5,606.9,16.399999999999977,PAV,Redenção,158BPA0110,Federal,Federal,PAV,Pavimentada,PAV,Pavimentada,202401A,74,Referencial,B,222.0,117.0,32.0,54.0,151.0,64.0,16.0,216.0,618.0,196.0,274.0,145.0,39.0,66.0,187.0,79.0,20.0,267.0,657.0,209.0,1686.0,1943.0,1949.0,True,False,PA
18133,153366,163,PA,Eixo Principal,B,-,163BPA1080,TRAIRÃO,RIO ITAPACURÁ (DIV TRAIRÃO/ITAITUBA),625.4,643.4,18.0,625.4,643.4,18.0,PAV,Itaituba,163BPA1080,Concessão Federal,Federal,PAV,Pavimentada,PAV,Pavimentada Concessão/Convênio,202401A,74,Referencial,A,48.0,60.0,85.0,114.0,358.0,79.0,3.0,541.0,304.0,46.0,46.0,58.0,82.0,110.0,345.0,76.0,3.0,522.0,301.0,46.0,1638.0,1589.0,2530.0,True,False,PA
18229,153710,222,PA,Eixo Principal,B,-,222BPA0712,ENTR BR-010(B)/PA-332(A) (DOM ELISEU),RONDON DO PARÁ,18.0,102.9,84.9,18.0,102.9,84.9,PAV,,222BPA0712,Federal,Federal,PAV,Pavimentada,PAV,Pavimentada,202401A,74,Referencial,A,157.0,71.0,28.0,24.0,53.0,17.0,1.0,40.0,572.0,245.0,142.0,65.0,25.0,22.0,48.0,15.0,1.0,37.0,542.0,232.0,1208.0,1129.0,746.0,True,False,PA
18228,153958,230,PA,Eixo Principal,B,-,230BPA1640,ENTR BR-163(B) (CAMPO VERDE),INÍCIO TRAVESSIA R. TAPAJÓS (MIRITITUBA),1111.5,1144.5,33.0,1111.5,1144.5,33.0,PAV,Itaituba,230BPA1640,Concessão Federal,Federal,PAV,Pavimentada,PAV,Pavimentada Concessão/Convênio,202401A,74,Referencial,A,88.0,75.0,8.0,66.0,80.0,54.0,16.0,77.0,761.0,116.0,93.0,79.0,8.0,70.0,85.0,57.0,17.0,81.0,566.0,86.0,1341.0,1142.0,954.0,True,False,PA
18999,155137,316,PA,Eixo Principal,B,-,316BPA0220,ENTR PA-108/253 (P/CAPITÃO POÇO),ENTR PA-102 (P/VISEU),225.2,257.9,32.7,225.2,257.9,32.69999999999999,PAV,Capanema,316BPA0220,Federal,Federal,PAV,Pavimentada,PAV,Pavimentada,202401A,74,Referencial,A,72.0,68.0,52.0,35.0,71.0,7.0,0.0,15.0,440.0,145.0,76.0,72.0,55.0,37.0,75.0,8.0,0.0,15.0,387.0,128.0,905.0,853.0,658.0,True,False,PA
29654349,156742,422,PA,Eixo Principal,B,-,422BPA0018,FIM DA PONTE (ACESSO A BREU BRANCO),ACESSO AEROPORTO (TUCURUÍ),63.7,72.0,8.3,63.7,72.0,8.299999999999997,PAV,Marabá,422BPA0018,Federal,Federal,PAV,Pavimentada,PAV,Pavimentada,202401A,74,Referencial,A,80.0,51.0,18.0,8.0,4.0,2.0,0.0,4.0,791.0,235.0,100.0,64.0,22.0,10.0,5.0,3.0,0.0,5.0,829.0,246.0,1193.0,1284.0,376.0,True,False,PA
16277,151726,101,PB,Eixo Principal,B,-,101BPB0335,ENTR PB-018 (P/CONDE),ENTR PB-034,99.4,110.2,10.8,99.4,110.2,10.799999999999995,DUP,João Pessoa,101BPB0335,Federal,Federal,PAV,Duplicada,DUP,Duplicada,202401A,74,Referencial,A,952.0,561.0,323.0,240.0,248.0,75.0,6.0,56.0,7154.0,537.0,1019.0,601.0,346.0,257.0,265.0,81.0,6.0,60.0,6948.0,521.0,10152.0,10104.0,5096.0,True,False,PB
16264,152083,104,PB,Eixo Principal,B,-,104BPB0300,ENTR BR-230(B),ENTR PB-148 (QUEIMADAS),130.4,140.0,9.6,130.4,140.0,9.599999999999994,PAV,Campina Grande,104BPB0300,Federal,Federal,PAV,Pavimentada,PAV,Pavimentada,202401A,74,Referencial,A,682.0,170.0,48.0,28.0,33.0,7.0,1.0,6.0,4423.0,1360.0,670.0,167.0,47.0,27.0,32.0,6.0,1.0,5.0,3838.0,1181.0,6758.0,5974.0,1930.0,True,False,PB
16727,152130,110,PB,Eixo Principal,B,-,110BPB0190,DIV RN/PB,ENTR PB-275,49.9,66.4,16.5,49.9,66.4,16.500000000000007,PAV,Patos,110BPB0190,Federal,Federal,PAV,Pavimentada,PAV,Pavimentada,202401A,74,Referencial,A,43.0,11.0,2.0,4.0,4.0,1.0,0.0,1.0,253.0,74.0,38.0,10.0,2.0,3.0,3.0,1.0,0.0,1.0,232.0,68.0,393.0,358.0,124.0,True,False,PB
16396,153814,230,PB,Eixo Principal,B,-,230BPB0090,ACESSO SANTA RITA,ENTR PB-016,42.0,48.6,6.6,42.0,48.6,6.600000000000001,DUP,João Pessoa,230BPB0090,Federal,Federal,PAV,Duplicada,DUP,Duplicada,202401A,74,Referencial,A,1636.0,291.0,56.0,86.0,75.0,28.0,4.0,25.0,8590.0,174.0,1722.0,307.0,59.0,91.0,79.0,30.0,5.0,26.0,8055.0,163.0,10965.0,10537.0,4520.0,True,False,PB
29653515,162048,361,PB,Eixo Principal,B,-,361BPB0014,FIM DUPLICAÇÃO TRAVESSIA URBANA (PATOS),ENTR PB-312 (P/EMAS),3.5,54.4,50.9,3.5,22.5,19.0,PAV,Patos,361BPB0014,Federal,Federal,PAV,Pavimentada,PAV,Pavimentada,202401A,74,Referencial,A,156.0,72.0,8.0,2.0,3.0,1.0,0.0,1.0,959.0,289.0,147.0,68.0,8.0,2.0,2.0,1.0,0.0,1.0,966.0,291.0,1491.0,1486.0,472.0,True,False,PB
16148,156626,412,PB,Eixo Principal,B,-,412BPB0050,ENTR PB-148/216 (SÃO JOÃO DO CARIRI),RIACHO DO CABOCLO,58.1,67.9,9.8,58.1,67.9,9.800000000000004,PAV,Campina Grande,412BPB0050,Federal,Federal,PAV,Pavimentada,PAV,Pavimentada,202401A,74,Referencial,A,113.0,57.0,22.0,11.0,24.0,9.0,1.0,13.0,583.0,36.0,115.0,59.0,23.0,12.0,25.0,9.0,1.0,14.0,626.0,39.0,869.0,923.0,508.0,True,False,PB
16755,156816,427,PB,Eixo Principal,B,-,427BPB0210,DIV RN/PB,ENTR PB-293(A),0.0,7.4,7.4,0.0,7.4,7.4,PAV,Patos,427BPB0210,Federal,Federal,PAV,Pavimentada,PAV,Pavimentada,202401A,74,Referencial,A,88.0,22.0,5.0,8.0,8.0,2.0,1.0,2.0,258.0,76.0,95.0,24.0,5.0,9.0,8.0,3.0,1.0,2.0,232.0,68.0,470.0,447.0,283.0,True,False,PB
15386,151748,101,PE,Eixo Principal,B,-,101BPE0510,ENTR PE-063 (P/AMARAJI),ENTR PE-085 (INÍCIO TRAVESSIA URBANA RIBEIRÃO),135.8,148.8,13.0,135.8,148.8,13.0,DUP,Recife,101BPE0510,Federal,Federal,PAV,Duplicada,DUP,Duplicada,202401A,74,Referencial,A,565.0,328.0,226.0,204.0,252.0,45.0,5.0,63.0,2934.0,237.0,586.0,340.0,235.0,212.0,261.0,47.0,6.0,65.0,2830.0,229.0,4859.0,4811.0,3440.0,True,False,PE
15780,152088,104,PE,Eixo Principal,B,-,104BPE0330,DIV PB/PE,ENTR PE-130 (P/TAQUARITINGA),0.0,12.0,12.0,0.0,12.0,12.0,PAV,Caruaru,104BPE0330,Federal,Federal,PAV,Pavimentada,PAV,Pavimentada,202401A,74,Referencial,A,157.0,126.0,16.0,37.0,33.0,13.0,3.0,1.0,1274.0,200.0,149.0,120.0,16.0,35.0,31.0,13.0,2.0,1.0,1162.0,182.0,1860.0,1711.0,753.0,True,False,PE
11907,152226,116,PE,Eixo Principal,B,-,116BPE0450,ENTR BR-232/361 (SALGUEIRO),ENTR PE-460,25.7,43.5,17.8,25.7,43.5,17.8,PAV,Salgueiro,116BPE0450,Federal,Federal,PAV,Pavimentada,PAV,Pavimentada,202401A,74,Referencial,A,268.0,225.0,142.0,106.0,230.0,36.0,4.0,64.0,691.0,89.0,234.0,196.0,124.0,93.0,201.0,31.0,3.0,56.0,664.0,85.0,1855.0,1687.0,2013.0,True,False,PE
15075,152541,122,PE,Eixo Principal,B,-,122BPE0360,ENTR BR-428(A) (LAGOA GRANDE),ENTR BR-235(A)/407(A) (PETROLINA),253.8,307.4,53.6,253.8,307.4,53.599999999999966,PAV,Petrolina,122BPE0360;428BPE0060,Federal,Federal,PAV,Pavimentada,PAV,Pavimentada,202401A,74,Referencial,A,506.0,200.0,92.0,45.0,96.0,25.0,2.0,46.0,1606.0,163.0,469.0,185.0,85.0,42.0,90.0,23.0,2.0,43.0,1568.0,159.0,2781.0,2666.0,1951.0,True,False,PE
15534,154046,232,PE,Eixo Principal,B,-,232BPE0030,ENTR PE-007 (P/MORENO),ENTR PE-050/TRAV. URBANA VITÓRIA DE STO ANTÃO,26.9,42.9,16.0,26.9,42.9,16.0,DUP,Recife,232BPE0030,Convênio Adm.Federal/Estadual,Federal,PAV,Duplicada,DUP,Duplicada Concessão/Convênio,202401A,74,Referencial,A,1698.0,618.0,258.0,188.0,235.0,43.0,7.0,53.0,11199.0,1177.0,1691.0,615.0,257.0,187.0,233.0,43.0,6.0,52.0,11256.0,1182.0,15476.0,15522.0,6184.0,True,False,PE
15940,155186,316,PE,Eixo Principal,B,-,316BPE0610,ENTR R. COELHO RODRIGUES (ARARIPINA),ENTR PE-630 (TRINDADE),24.0,58.7,34.7,24.0,58.7,34.7,PAV,Salgueiro,316BPE0610,Federal,Federal,PAV,Pavimentada,PAV,Pavimentada,202401A,74,Referencial,A,262.0,175.0,96.0,58.0,118.0,31.0,2.0,68.0,1527.0,412.0,260.0,173.0,95.0,58.0,117.0,31.0,2.0,67.0,1490.0,402.0,2749.0,2695.0,1613.0,True,False,PE
15659,156614,408,PE,Eixo Principal,B,-,408BPE0220,ENTR PE-040 (PAUDALHO),ENTR PE-005 (BICOPEBA),69.2,78.7,9.5,69.2,78.7,9.5,DUP,Recife,408BPE0220,Federal,Federal,PAV,Duplicada,DUP,Duplicada,202401A,74,Referencial,A,1109.0,353.0,69.0,39.0,37.0,15.0,2.0,21.0,7444.0,1614.0,1090.0,347.0,67.0,38.0,37.0,14.0,2.0,21.0,7389.0,1602.0,10703.0,10607.0,3261.0,True,False,PE
15434,156749,423,PE,Eixo Principal,B,-,423BPE0030,ENTR BR-232(B) (SÃO CAETANO),CACHOEIRINHA,18.2,39.2,21.0,18.2,39.2,21.000000000000004,PAV,Caruaru,423BPE0030,Federal,Federal,PAV,Pavimentada,PAV,Pavimentada,202401A,74,Referencial,A,517.0,212.0,104.0,75.0,128.0,13.0,1.0,20.0,2284.0,177.0,553.0,226.0,111.0,81.0,136.0,14.0,2.0,21.0,2072.0,160.0,3531.0,3376.0,2214.0,True,False,PE
16852,151271,20,PI,Eixo Principal,B,-,020BPI0495,ENTR PI-228 (P/FRANCISCO SANTOS),DIV PI/CE,343.6,413.0,69.4,343.6,413.0,69.39999999999998,PAV,Picos,020BPI0495,Federal,Federal,PAV,Pavimentada,PAV,Pavimentada,202401A,74,Referencial,A,139.0,22.0,6.0,24.0,19.0,10.0,2.0,31.0,269.0,38.0,98.0,15.0,5.0,17.0,13.0,7.0,2.0,22.0,369.0,52.0,560.0,600.0,432.0,True,False,PI
