stream,composition_group,stream_aadtt_dir,bridge,system,span_m,n_girders,load_effect,unit,lane_layout,governing_section,governing_girder,threshold_u,n_exceedances,max_observed_30d,gpd_shape_xi,gpd_scale_sigma,q117,q117_over_max_observed,tail_fraction_pct,ks_statistic,ks_critical,ks_pass,gpd_support_ok
PB,light,2635,S-30,simply_supported,30,2,M+,kN.m,3o,midspan,1,3874.162,200,5174.687,-0.0964046,318.0573,6190.296,1.1963,3.337,0.03281,0.09617,True,True
PR,intermediate,7699,S-30,simply_supported,30,2,M+,kN.m,2o,midspan,1,3944.677,3276,6459.849,-0.0329501,322.9831,7836.85,1.2132,4.8,0.01145,0.02376,True,True
PR,intermediate,7699,S-30,simply_supported,30,2,M+,kN.m,2s,midspan,1,3856.593,2579,6459.849,-1.56713e-10,289.8552,8238.053,1.2753,4.672,0.02266,0.02678,True,True
PR,intermediate,7699,S-30,simply_supported,30,2,M+,kN.m,3s,midspan,1,3840.182,3044,6870.019,-2.25273e-10,344.3917,9103.108,1.325,5.756,0.03156,0.02465,False,True
PR,intermediate,7699,S-30,simply_supported,30,2,M+,kN.m,3o,midspan,1,3874.162,3375,6654.495,-1.02649e-10,337.9209,9073.083,1.3635,5.808,0.01831,0.02341,True,True
RJ,light,6230,S-30,simply_supported,30,2,M+,kN.m,2o,midspan,1,3944.677,463,5764.628,-0.0303244,331.2296,7591.745,1.317,2.056,0.02377,0.0632,True,True
RJ,light,6230,S-30,simply_supported,30,2,M+,kN.m,2s,midspan,1,3856.593,439,5899.453,-0.0382929,318.3694,7183.252,1.2176,2.376,0.02285,0.06491,True,True
RJ,light,6230,S-30,simply_supported,30,2,M+,kN.m,3s,midspan,1,3840.182,510,5479.786,-0.0879989,344.0951,6557.936,1.1968,2.89,0.02296,0.06022,True,True
RJ,light,6230,S-30,simply_supported,30,2,M+,kN.m,3o,midspan,1,3874.162,494,6585.892,-0.0408614,343.7452,7433.707,1.1287,2.563,0.02363,0.06119,True,True
SC,intermediate,8414,S-30,simply_supported,30,2,M+,kN.m,2o,midspan,1,3944.677,2396,6185.549,-0.030946,304.438,7606.086,1.2297,3.913,0.01204,0.02778,True,True
SC,intermediate,8414,S-30,simply_supported,30,2,M+,kN.m,2s,midspan,1,3856.593,1856,5725.553,-0.0255211,293.4881,7471.513,1.3049,3.766,0.01411,0.03157,True,True
SC,intermediate,8414,S-30,simply_supported,30,2,M+,kN.m,3s,midspan,1,3840.182,2246,6068.637,-0.0133793,339.8312,8452.535,1.3928,4.749,0.01115,0.0287,True,True
SC,intermediate,8414,S-30,simply_supported,30,2,M+,kN.m,3o,midspan,1,3874.162,2516,6243.197,-0.0389303,339.6931,7750.894,1.2415,4.838,0.00917,0.02711,True,True
SP,light,7499,S-30,simply_supported,30,2,M+,kN.m,2o,midspan,1,3944.677,1147,6090.526,-0.0472957,325.0943,7324.167,1.2026,2.959,0.02291,0.04016,True,True
SP,light,7499,S-30,simply_supported,30,2,M+,kN.m,2s,midspan,1,3856.593,1003,6382.864,-1.719e-10,278.7252,7806.582,1.2231,3.223,0.02186,0.04294,True,True
SP,light,7499,S-30,simply_supported,30,2,M+,kN.m,3s,midspan,1,3840.182,1188,6231.828,-1.18949e-10,310.0193,8286.139,1.3296,3.968,0.02941,0.03946,True,True
SP,light,7499,S-30,simply_supported,30,2,M+,kN.m,3o,midspan,1,3874.162,1265,7276.045,-1.72603e-10,309.4444,8331.307,1.145,3.842,0.01805,0.03824,True,True
ROSSIGALI,,7019,S-30,simply_supported,30,2,M+,kN.m,2o,midspan,1,3944.677,138,4976.121,-0.0110525,234.0183,6613.153,1.329,0.431,0.04624,0.11577,True,True
ROSSIGALI,,7019,S-30,simply_supported,30,2,M+,kN.m,2s,midspan,1,3856.593,94,4908.784,-1.81029e-10,207.5383,6306.41,1.2847,0.358,0.08472,0.14027,True,True
ROSSIGALI,,7019,S-30,simply_supported,30,2,M+,kN.m,3s,midspan,1,3840.182,160,4944.273,-0.230915,364.376,5326.74,1.0774,0.64,0.07935,0.10752,True,True
ROSSIGALI,,7019,S-30,simply_supported,30,2,M+,kN.m,3o,midspan,1,3874.162,197,5681.073,-0.0110375,306.8151,7468.32,1.3146,0.725,0.03867,0.0969,True,True
MG,intermediate,6470,S-30,simply_supported,30,2,V,kN,2o,first_end_support,1,567.786,2143,1001.914,-0.00675114,43.5193,1185.889,1.1836,3.726,0.01507,0.02938,True,True
MG,intermediate,6470,S-30,simply_supported,30,2,V,kN,2s,first_end_support,1,557.425,1856,937.655,-1.12388e-10,42.6991,1188.819,1.2679,3.884,0.01812,0.03157,True,True
MG,intermediate,6470,S-30,simply_supported,30,2,V,kN,3s,first_end_support,1,555.991,2079,937.655,-1.16638e-10,49.0559,1286.949,1.3725,4.517,0.02147,0.02983,True,True
MG,intermediate,6470,S-30,simply_supported,30,2,V,kN,3o,first_end_support,1,559.034,2210,967.548,-1.34499e-10,46.6899,1257.591,1.2998,4.476,0.01595,0.02893,True,True
MT,heavy,4232,S-30,simply_supported,30,2,V,kN,2o,first_end_support,1,567.786,4611,932.409,-0.0404113,47.7826,1123.179,1.2046,6.695,0.01599,0.02003,True,True
MT,heavy,4232,S-30,simply_supported,30,2,V,kN,2s,first_end_support,1,557.425,4334,932.409,-0.00978367,44.1798,1197.943,1.2848,7.467,0.00989,0.02066,True,True
MT,heavy,4232,S-30,simply_supported,30,2,V,kN,3s,first_end_support,1,555.991,4585,932.409,-1.85771e-10,48.8251,1322.126,1.418,8.202,0.00869,0.02008,True,True
MT,heavy,4232,S-30,simply_supported,30,2,V,kN,3o,first_end_support,1,559.034,4823,999.805,-1.5451e-10,48.5336,1323.052,1.3233,8.094,0.01021,0.01958,True,True
PB,light,2635,S-30,simply_supported,30,2,V,kN,2o,first_end_support,1,567.786,200,893.67,-0.0119564,43.0593,1069.931,1.1972,2.553,0.0492,0.09617,True,True
PB,light,2635,S-30,simply_supported,30,2,V,kN,2s,first_end_support,1,557.425,200,755.975,-0.0744913,42.6662,905.455,1.1977,3.023,0.05707,0.09617,True,True
PB,light,2635,S-30,simply_supported,30,2,V,kN,3s,first_end_support,1,555.991,200,755.975,-0.0882994,43.0074,882.373,1.1672,3.173,0.05887,0.09617,True,True
PB,light,2635,S-30,simply_supported,30,2,V,kN,3o,first_end_support,1,559.034,200,755.975,-0.0946042,44.6991,887.514,1.174,2.976,0.065,0.09617,True,True
PR,intermediate,7699,S-30,simply_supported,30,2,V,kN,2o,first_end_support,1,567.786,3012,941.285,-0.011993,44.4154,1187.575,1.2617,4.045,0.01102,0.02478,True,True
PR,intermediate,7699,S-30,simply_supported,30,2,V,kN,2s,first_end_support,1,557.425,2462,941.285,-1.76e-10,42.1805,1193.069,1.2675,3.995,0.01678,0.02741,True,True
PR,intermediate,7699,S-30,simply_supported,30,2,V,kN,3s,first_end_support,1,555.991,2846,941.285,-1.03232e-10,48.7622,1297.886,1.3788,4.786,0.02485,0.02549,True,True
PR,intermediate,7699,S-30,simply_supported,30,2,V,kN,3o,first_end_support,1,559.034,3111,941.285,-1.04973e-10,47.7481,1289.751,1.3702,4.847,0.01829,0.02438,True,True
RJ,light,6230,S-30,simply_supported,30,2,V,kN,2o,first_end_support,1,567.786,469,831.069,-0.0332906,47.0168,1076.39,1.2952,1.813,0.02733,0.0628,True,True
RJ,light,6230,S-30,simply_supported,30,2,V,kN,2s,first_end_support,1,557.425,442,841.521,-0.0379488,47.0259,1050.027,1.2478,2.048,0.03517,0.06469,True,True
RJ,light,6230,S-30,simply_supported,30,2,V,kN,3s,first_end_support,1,555.991,495,828.211,-0.0921578,50.748,947.453,1.144,2.39,0.03396,0.06113,True,True
RJ,light,6230,S-30,simply_supported,30,2,V,kN,3o,first_end_support,1,559.034,498,963.729,-0.013952,47.4561,1141.852,1.1848,2.237,0.02124,0.06094,True,True
SC,intermediate,8414,S-30,simply_supported,30,2,V,kN,2o,first_end_support,1,567.786,2214,878.798,-0.0233708,41.9535,1097.537,1.2489,3.283,0.01707,0.0289,True,True
SC,intermediate,8414,S-30,simply_supported,30,2,V,kN,2s,first_end_support,1,557.425,1801,822.678,-0.0310045,42.8625,1065.005,1.2946,3.233,0.01159,0.03205,True,True
SC,intermediate,8414,S-30,simply_supported,30,2,V,kN,3s,second_end_support,1,519.426,2228,853.783,-6.94605e-10,44.538,1186.147,1.3893,5.476,0.01411,0.02881,True,True
SC,intermediate,8414,S-30,simply_supported,30,2,V,kN,3o,first_end_support,1,559.034,2333,871.898,-0.0251455,47.0929,1147.999,1.3167,4.02,0.01227,0.02816,True,True
SP,light,7499,S-30,simply_supported,30,2,V,kN,2o,first_end_support,1,567.786,1088,884.459,-1.04443e-10,42.6344,1175.452,1.329,2.492,0.02547,0.04123,True,True
SP,light,7499,S-30,simply_supported,30,2,V,kN,2s,first_end_support,1,557.425,953,909.973,-1.05596e-10,41.2905,1140.467,1.2533,2.648,0.0155,0.04405,True,True
SP,light,7499,S-30,simply_supported,30,2,V,kN,3s,first_end_support,1,555.991,1105,884.459,-1.71366e-10,44.6554,1193.156,1.349,3.178,0.01888,0.04091,True,True
SP,light,7499,S-30,simply_supported,30,2,V,kN,3o,first_end_support,1,559.034,1172,1081.918,-2.57637e-10,44.4014,1195.188,1.1047,3.12,0.01475,0.03973,True,True
ROSSIGALI,,7019,S-30,simply_supported,30,2,V,kN,2o,first_end_support,1,567.786,82,699.108,-0.019893,29.8382,878.476,1.2566,0.236,0.0645,0.15019,True,True
ROSSIGALI,,7019,S-30,simply_supported,30,2,V,kN,2s,first_end_support,1,557.425,65,699.108,-1.18338e-10,28.4481,882.736,1.2627,0.227,0.0922,0.16869,True,True
ROSSIGALI,,7019,S-30,simply_supported,30,2,V,kN,3s,first_end_support,1,555.991,132,743.213,-1.19928e-10,37.485,1011.197,1.3606,0.482,0.05328,0.11837,True,True
ROSSIGALI,,7019,S-30,simply_supported,30,2,V,kN,3o,second_end_support,1,522.177,161,725.576,-0.0434691,43.8857,941.37,1.2974,0.858,0.03599,0.10718,True,True
MG,intermediate,6470,S-30*,simply_supported,30,5,M+,kN.m,2o,midspan,1,1954.692,1952,3321.02,-4.72925e-10,142.8457,4074.163,1.2268,1.485,0.01638,0.03078,True,True
MG,intermediate,6470,S-30*,simply_supported,30,5,M+,kN.m,2s,midspan,1,1924.059,1868,3257.956,-2.55518e-10,141.589,4018.655,1.2335,1.68,0.01895,0.03147,True,True
MG,intermediate,6470,S-30*,simply_supported,30,5,M+,kN.m,3s,midspan,1,1913.125,2103,3257.956,-1.57663e-10,153.7187,4205.377,1.2908,1.891,0.01266,0.02966,True,True
MG,intermediate,6470,S-30*,simply_supported,30,5,M+,kN.m,3o,midspan,1,1925.353,2046,3257.956,-1.35211e-10,150.2161,4161.246,1.2773,1.751,0.0176,0.03007,True,True
MT,heavy,4232,S-30*,simply_supported,30,5,M+,kN.m,2o,midspan,1,1954.692,4339,3142.655,-0.0111101,149.3642,4098.583,1.3042,4.195,0.00837,0.02065,True,True
MT,heavy,4232,S-30*,simply_supported,30,5,M+,kN.m,2s,midspan,1,1924.059,4340,3142.655,-1.03252e-10,144.4884,4183.353,1.3312,4.948,0.01058,0.02064,True,True
MT,heavy,4232,S-30*,simply_supported,30,5,M+,kN.m,3s,midspan,1,1913.125,4737,3142.655,-1.10991e-10,154.5156,4342.734,1.3819,5.172,0.01075,0.01976,True,True
MT,heavy,4232,S-30*,simply_supported,30,5,M+,kN.m,3o,midspan,1,1925.353,4601,3142.655,-5.4159e-10,155.0611,4359.022,1.3871,4.83,0.01027,0.02005,True,True
PB,light,2635,S-30*,simply_supported,30,5,M+,kN.m,2o,midspan,1,1954.692,200,3117.805,-1.02962e-10,145.9278,3787.427,1.2148,0.687,0.04135,0.09617,True,True
PB,light,2635,S-30*,simply_supported,30,5,M+,kN.m,2s,midspan,1,1924.059,200,2580.471,-0.0798881,148.8309,3103.972,1.2029,0.812,0.04879,0.09617,True,True
PB,light,2635,S-30*,simply_supported,30,5,M+,kN.m,3s,midspan,1,1913.125,200,2580.471,-0.109396,155.2401,2973.009,1.1521,0.825,0.03888,0.09617,True,True
PB,light,2635,S-30*,simply_supported,30,5,M+,kN.m,3o,midspan,1,1925.353,200,2580.471,-0.112842,158.7207,2990.989,1.1591,0.784,0.04395,0.09617,True,True
PR,intermediate,7699,S-30*,simply_supported,30,5,M+,kN.m,2o,midspan,1,1954.692,2647,3220.984,-1.61857e-10,141.4994,4097.283,1.2721,1.582,0.02319,0.02643,True,True
PR,intermediate,7699,S-30*,simply_supported,30,5,M+,kN.m,2s,midspan,1,1924.059,2424,3220.984,-1.64379e-10,142.8497,4074.525,1.265,1.712,0.02129,0.02762,True,True
PR,intermediate,7699,S-30*,simply_supported,30,5,M+,kN.m,3s,midspan,1,1913.125,2824,3220.984,-1.01531e-10,154.5202,4262.881,1.3235,1.998,0.02024,0.02559,True,True
PR,intermediate,7699,S-30*,simply_supported,30,5,M+,kN.m,3o,midspan,1,1925.353,2766,3220.984,-1.04638e-10,152.5776,4242.402,1.3171,1.863,0.01621,0.02586,True,True
RJ,light,6230,S-30*,simply_supported,30,5,M+,kN.m,2o,midspan,1,1954.692,442,2873.283,-0.0435856,163.6299,3611.051,1.2568,0.52,0.01956,0.06469,True,True
RJ,light,6230,S-30*,simply_supported,30,5,M+,kN.m,2s,midspan,1,1924.059,432,2736.134,-0.0640883,164.6529,3399.779,1.2425,0.602,0.01876,0.06543,True,True
RJ,light,6230,S-30*,simply_supported,30,5,M+,kN.m,3s,midspan,1,1913.125,485,2736.134,-0.0722329,162.6114,3311.941,1.2104,0.687,0.02004,0.06175,True,True
RJ,light,6230,S-30*,simply_supported,30,5,M+,kN.m,3o,midspan,1,1925.353,467,3141.086,-0.0321981,160.6635,3674.727,1.1699,0.627,0.02802,0.06293,True,True
SC,intermediate,8414,S-30*,simply_supported,30,5,M+,kN.m,2o,midspan,1,1954.692,1953,2966.336,-1.20714e-10,137.2329,3990.953,1.3454,1.135,0.01202,0.03077,True,True
SC,intermediate,8414,S-30*,simply_supported,30,5,M+,kN.m,2s,midspan,1,1924.059,1778,2854.464,-0.0207711,144.2229,3755.729,1.3157,1.22,0.0154,0.03225,True,True
SC,intermediate,8414,S-30*,simply_supported,30,5,M+,kN.m,3s,midspan,1,1913.125,2094,2878.807,-0.0062662,148.8471,4031.605,1.4004,1.448,0.01145,0.02972,True,True
SC,intermediate,8414,S-30*,simply_supported,30,5,M+,kN.m,3o,midspan,1,1925.353,2040,2909.414,-0.0315858,152.4557,3735.501,1.2839,1.343,0.01475,0.03011,True,True
SP,light,7499,S-30*,simply_supported,30,5,M+,kN.m,2o,midspan,1,1954.692,1011,3035.088,-1.38843e-10,143.1175,3984.036,1.3127,0.744,0.0265,0.04277,True,True
SP,light,7499,S-30*,simply_supported,30,5,M+,kN.m,2s,midspan,1,1924.059,967,3035.088,-1.69738e-10,138.5565,3882.565,1.2792,0.842,0.02475,0.04373,True,True
SP,light,7499,S-30*,simply_supported,30,5,M+,kN.m,3s,midspan,1,1913.125,1097,3035.088,-1.25795e-10,144.1668,3969.118,1.3077,0.973,0.02265,0.04106,True,True
SP,light,7499,S-30*,simply_supported,30,5,M+,kN.m,3o,midspan,1,1925.353,1077,3373.289,-2.61824e-10,143.257,3965.735,1.1756,0.905,0.01524,0.04144,True,True
ROSSIGALI,,7019,S-30*,simply_supported,30,5,M+,kN.m,2o,midspan,1,1954.692,90,2478.302,-0.0062995,105.6057,3151.794,1.2718,0.109,0.06139,0.14336,True,True
ROSSIGALI,,7019,S-30*,simply_supported,30,5,M+,kN.m,2s,midspan,1,1924.059,85,2478.302,-1.51567e-10,102.6091,3124.947,1.2609,0.124,0.08532,0.14751,True,True
ROSSIGALI,,7019,S-30*,simply_supported,30,5,M+,kN.m,3s,midspan,1,1913.125,135,2367.078,-0.04254,108.3573,2942.24,1.243,0.196,0.053,0.11705,True,True
ROSSIGALI,,7019,S-30*,simply_supported,30,5,M+,kN.m,3o,midspan,1,1925.353,135,2487.167,-1.03233e-10,113.1679,3302.171,1.3277,0.186,0.06524,0.11705,True,True
MG,intermediate,6470,S-30*,simply_supported,30,5,V,kN,2o,first_end_support,1,318.819,1948,534.971,-1.16602e-10,23.6809,670.136,1.2527,1.487,0.02269,0.03081,True,True
MG,intermediate,6470,S-30*,simply_supported,30,5,V,kN,2s,first_end_support,1,314.673,1881,527.458,-1.58377e-10,23.7789,666.611,1.2638,1.691,0.02286,0.03136,True,True
MG,intermediate,6470,S-30*,simply_supported,30,5,V,kN,3s,first_end_support,1,313.676,1936,527.458,-1.38758e-10,23.8128,666.801,1.2642,1.843,0.02137,0.03091,True,True
MG,intermediate,6470,S-30*,simply_supported,30,5,V,kN,3o,first_end_support,1,315.08,1929,527.458,-1.29679e-10,23.8855,669.198,1.2687,1.73,0.01901,0.03097,True,True
MT,heavy,4232,S-30*,simply_supported,30,5,V,kN,2o,first_end_support,1,318.819,4122,526.993,-0.00821235,24.8858,682.869,1.2958,3.99,0.00982,0.02118,True,True
MT,heavy,4232,S-30*,simply_supported,30,5,V,kN,2s,first_end_support,1,314.673,4069,526.993,-1.33887e-10,24.4867,695.981,1.3207,4.637,0.00692,0.02132,True,True
MT,heavy,4232,S-30*,simply_supported,30,5,V,kN,3s,first_end_support,1,313.676,4174,526.993,-1.76706e-10,24.4576,695.154,1.3191,5.047,0.00796,0.02105,True,True
MT,heavy,4232,S-30*,simply_supported,30,5,V,kN,3o,first_end_support,1,315.08,4159,526.097,-0.00233975,24.7619,694.256,1.3196,4.732,0.00879,0.02109,True,True
PB,light,2635,S-30*,simply_supported,30,5,V,kN,2o,first_end_support,1,318.819,200,503.817,-0.0162745,25.2186,605.274,1.2014,0.689,0.04995,0.09617,True,True
PB,light,2635,S-30*,simply_supported,30,5,V,kN,2s,first_end_support,1,314.673,200,427.196,-0.0647066,24.3159,523.733,1.226,0.812,0.06828,0.09617,True,True
PB,light,2635,S-30*,simply_supported,30,5,V,kN,3s,first_end_support,1,313.676,200,427.196,-0.00770769,21.9573,576.515,1.3495,0.861,0.0858,0.09617,True,True
PB,light,2635,S-30*,simply_supported,30,5,V,kN,3o,first_end_support,1,315.08,200,427.196,-0.0596358,24.0579,527.74,1.2354,0.81,0.07307,0.09617,True,True
PR,intermediate,7699,S-30*,simply_supported,30,5,V,kN,2o,first_end_support,1,318.819,2500,531.899,-1.03838e-10,24.366,686.379,1.2904,1.502,0.0096,0.0272,True,True
PR,intermediate,7699,S-30*,simply_supported,30,5,V,kN,2s,first_end_support,1,314.673,2397,531.899,-1.13421e-10,24.1571,678.065,1.2748,1.694,0.01899,0.02778,True,True
PR,intermediate,7699,S-30*,simply_supported,30,5,V,kN,3s,first_end_support,1,313.676,2468,531.899,-3.06018e-10,24.4798,682.636,1.2834,1.849,0.01914,0.02738,True,True
PR,intermediate,7699,S-30*,simply_supported,30,5,V,kN,3o,first_end_support,1,315.08,2511,531.899,-1.95666e-10,24.2647,681.219,1.2807,1.772,0.01773,0.02714,True,True
RJ,light,6230,S-30*,simply_supported,30,5,V,kN,2o,first_end_support,1,318.819,512,469.171,-0.0350762,27.0746,609.958,1.3001,0.605,0.03041,0.0601,True,True
RJ,light,6230,S-30*,simply_supported,30,5,V,kN,2s,first_end_support,1,314.673,510,469.171,-0.0423669,26.7886,590.018,1.2576,0.71,0.03259,0.06022,True,True
RJ,light,6230,S-30*,simply_supported,30,5,V,kN,3s,first_end_support,1,313.676,515,469.171,-0.038112,26.4085,592.453,1.2628,0.76,0.02733,0.05993,True,True
RJ,light,6230,S-30*,simply_supported,30,5,V,kN,3o,first_end_support,1,315.08,510,469.171,-0.0360684,26.7106,600.476,1.2799,0.708,0.02899,0.06022,True,True
SC,intermediate,8414,S-30*,simply_supported,30,5,V,kN,2o,first_end_support,1,318.819,1961,496.841,-1.64832e-10,23.2572,664.005,1.3365,1.148,0.01193,0.03071,True,True
SC,intermediate,8414,S-30*,simply_supported,30,5,V,kN,2s,first_end_support,1,314.673,1905,462.384,-3.34926e-10,23.1029,656.899,1.4207,1.31,0.01335,0.03116,True,True
SC,intermediate,8414,S-30*,simply_supported,30,5,V,kN,3s,first_end_support,1,313.676,1926,462.384,-0.00161318,23.5716,658.958,1.4251,1.402,0.01255,0.03099,True,True
SC,intermediate,8414,S-30*,simply_supported,30,5,V,kN,3o,first_end_support,1,315.08,1963,462.384,-0.00479249,23.4226,650.667,1.4072,1.348,0.01126,0.0307,True,True
SP,light,7499,S-30*,simply_supported,30,5,V,kN,2o,first_end_support,1,318.819,1049,501.08,-2.70382e-10,24.0641,660.926,1.319,0.776,0.02747,0.04199,True,True
SP,light,7499,S-30*,simply_supported,30,5,V,kN,2s,first_end_support,1,314.673,1025,501.08,-1.16553e-10,23.2373,644.488,1.2862,0.892,0.02397,0.04248,True,True
SP,light,7499,S-30*,simply_supported,30,5,V,kN,3s,first_end_support,1,313.676,1047,501.08,-3.05156e-10,23.2694,644.441,1.2861,0.967,0.02435,0.04203,True,True
SP,light,7499,S-30*,simply_supported,30,5,V,kN,3o,first_end_support,1,315.08,1053,501.08,-1.27375e-10,23.3187,646.678,1.2906,0.915,0.01666,0.04191,True,True
ROSSIGALI,,7019,S-30*,simply_supported,30,5,V,kN,2o,first_end_support,1,318.819,99,418.242,-1.02058e-10,15.5938,503.7,1.2043,0.119,0.10342,0.13669,True,True
ROSSIGALI,,7019,S-30*,simply_supported,30,5,V,kN,2s,first_end_support,1,314.673,102,418.242,-1.25388e-10,15.8121,502.613,1.2017,0.146,0.07697,0.13466,True,True
ROSSIGALI,,7019,S-30*,simply_supported,30,5,V,kN,3s,first_end_support,1,313.676,106,403.96,-1.01674e-10,14.7772,489.883,1.2127,0.16,0.07166,0.13209,True,True
ROSSIGALI,,7019,S-30*,simply_supported,30,5,V,kN,3o,first_end_support,1,315.08,107,419.405,-1.63761e-10,15.6084,501.346,1.1954,0.152,0.07746,0.13148,True,True
MG,intermediate,6470,S-40,simply_supported,40,5,M+,kN.m,2o,midspan,1,2812.11,1904,4662.37,-0.0012691,202.8244,5788.401,1.2415,2.345,0.02492,0.03117,True,True
MG,intermediate,6470,S-40,simply_supported,40,5,M+,kN.m,2s,midspan,1,2767.999,1940,4662.396,-2.59126e-10,201.3601,5754.434,1.2342,2.824,0.02232,0.03088,True,True
MG,intermediate,6470,S-40,simply_supported,40,5,M+,kN.m,3s,midspan,1,2757.878,2188,4719.791,-1.61745e-10,224.4656,6114.001,1.2954,3.274,0.01998,0.02907,True,True
MG,intermediate,6470,S-40,simply_supported,40,5,M+,kN.m,3o,midspan,1,2765.608,2034,4662.396,-1.05821e-10,223.5841,6092.233,1.3067,2.943,0.02422,0.03016,True,True
MT,heavy,4232,S-40,simply_supported,40,5,M+,kN.m,2o,midspan,1,2812.11,4464,4552.911,-0.00724406,208.659,5902.053,1.2963,5.411,0.00915,0.02036,True,True
MT,heavy,4232,S-40,simply_supported,40,5,M+,kN.m,2s,midspan,1,2767.999,4672,4552.911,-1.82141e-10,206.1644,6006.885,1.3194,6.678,0.00565,0.0199,True,True
MT,heavy,4232,S-40,simply_supported,40,5,M+,kN.m,3s,midspan,1,2757.878,4945,4695.512,-1.3258e-10,230.1102,6386.026,1.36,7.08,0.01226,0.01934,True,True
MT,heavy,4232,S-40,simply_supported,40,5,M+,kN.m,3o,midspan,1,2765.608,4813,4846.15,-1.99586e-10,230.4793,6393.341,1.3193,6.632,0.01359,0.0196,True,True
PB,light,2635,S-40,simply_supported,40,5,M+,kN.m,2o,midspan,1,2812.11,200,4434.411,-0.0111266,211.9772,5296.728,1.1945,1.587,0.04604,0.09617,True,True
PB,light,2635,S-40,simply_supported,40,5,M+,kN.m,2s,midspan,1,2767.999,200,3693.939,-0.127294,224.9352,4177.828,1.131,1.871,0.04159,0.09617,True,True
PB,light,2635,S-40,simply_supported,40,5,M+,kN.m,3s,midspan,1,2757.878,200,3693.939,-0.12665,222.111,4154.204,1.1246,1.935,0.05722,0.09617,True,True
PB,light,2635,S-40,simply_supported,40,5,M+,kN.m,3o,midspan,1,2765.608,200,3693.939,-0.136079,234.3076,4175.738,1.1304,1.841,0.04467,0.09617,True,True
PR,intermediate,7699,S-40,simply_supported,40,5,M+,kN.m,2o,midspan,1,2812.11,2535,4609.55,-1.14381e-10,201.7864,5858.847,1.271,2.424,0.02268,0.02701,True,True
PR,intermediate,7699,S-40,simply_supported,40,5,M+,kN.m,2s,midspan,1,2767.999,2503,4609.55,-1.80161e-10,201.8315,5812.852,1.261,2.827,0.02124,0.02718,True,True
PR,intermediate,7699,S-40,simply_supported,40,5,M+,kN.m,3s,midspan,1,2757.878,2898,4609.55,-9.05213e-10,232.9953,6307.013,1.3682,3.364,0.02013,0.02526,True,True
PR,intermediate,7699,S-40,simply_supported,40,5,M+,kN.m,3o,midspan,1,2765.608,2647,4609.55,-1.69009e-10,221.412,6118.24,1.3273,2.992,0.02144,0.02643,True,True
RJ,light,6230,S-40,simply_supported,40,5,M+,kN.m,2o,midspan,1,2812.11,396,4115.227,-0.0338477,231.3858,5281.554,1.2834,0.93,0.0219,0.06834,True,True
RJ,light,6230,S-40,simply_supported,40,5,M+,kN.m,2s,midspan,1,2767.999,420,4011.151,-0.0357954,220.0228,5096.425,1.2706,1.165,0.0286,0.06636,True,True
RJ,light,6230,S-40,simply_supported,40,5,M+,kN.m,3s,midspan,1,2757.878,461,4011.151,-0.0936128,251.9763,4681.367,1.1671,1.329,0.02157,0.06334,True,True
RJ,light,6230,S-40,simply_supported,40,5,M+,kN.m,3o,midspan,1,2765.608,434,4016.845,-0.0348771,232.1217,5240.728,1.3047,1.204,0.02267,0.06528,True,True
SC,intermediate,8414,S-40,simply_supported,40,5,M+,kN.m,2o,midspan,1,2812.11,1808,4462.236,-0.0154234,201.1957,5468.13,1.2254,1.826,0.0108,0.03198,True,True
SC,intermediate,8414,S-40,simply_supported,40,5,M+,kN.m,2s,midspan,1,2767.999,1767,4107.512,-0.0453275,210.6403,5032.442,1.2252,2.111,0.01193,0.03235,True,True
SC,intermediate,8414,S-40,simply_supported,40,5,M+,kN.m,3s,midspan,1,2757.878,2090,4466.176,-0.00713551,229.066,5996.979,1.3428,2.573,0.01096,0.02975,True,True
SC,intermediate,8414,S-40,simply_supported,40,5,M+,kN.m,3o,midspan,1,2765.608,1912,4260.876,-0.0549842,234.7144,5144.259,1.2073,2.297,0.01498,0.0311,True,True
SP,light,7499,S-40,simply_supported,40,5,M+,kN.m,2o,midspan,1,2812.11,929,4357.072,-1.6708e-10,205.6683,5711.0,1.3107,1.309,0.01648,0.04462,True,True
SP,light,7499,S-40,simply_supported,40,5,M+,kN.m,2s,midspan,1,2767.999,971,4371.208,-2.31937e-10,195.1846,5527.753,1.2646,1.622,0.02061,0.04364,True,True
SP,light,7499,S-40,simply_supported,40,5,M+,kN.m,3s,midspan,1,2757.878,1115,4357.072,-1.14094e-10,209.1789,5744.427,1.3184,1.926,0.02029,0.04073,True,True
SP,light,7499,S-40,simply_supported,40,5,M+,kN.m,3o,midspan,1,2765.608,1042,5183.073,-1.58777e-10,213.0653,5793.217,1.1177,1.749,0.038,0.04213,True,True
ROSSIGALI,,7019,S-40,simply_supported,40,5,M+,kN.m,2o,midspan,1,2812.11,59,3699.442,-1.38264e-10,142.5375,4428.259,1.197,0.115,0.08195,0.17706,True,True
ROSSIGALI,,7019,S-40,simply_supported,40,5,M+,kN.m,2s,midspan,1,2767.999,53,3413.743,-1.87515e-10,147.0182,4419.184,1.2945,0.123,0.08927,0.18681,True,True
ROSSIGALI,,7019,S-40,simply_supported,40,5,M+,kN.m,3s,midspan,1,2757.878,113,3413.743,-0.197916,220.5167,3768.192,1.1038,0.274,0.0439,0.12794,True,True
