bridge,effort,cen,uf,effect,rule,Q117,n_tail,tail_threshold
C-20,V,cen4,SP,CORTANTE_APOIO_CENTRAL_LONG_1,q90,1029.5944377300125,5703,415.9481639481685
C-20,V,cen4,SC,CORTANTE_APOIO_CENTRAL_LONG_1,q90,971.0132515964134,8100,425.47919663427365
C-20,V,cen4,PR,CORTANTE_APOIO_CENTRAL_LONG_1,q90,1034.6040608595317,8572,432.9567466121949
C-20,V,cen6,MG,CORTANTE_APOIO_CENTRAL_LONG_1,q90,1150.8265250327006,6601,433.23040445337296
C-20,V,cen6,MT,CORTANTE_APOIO_CENTRAL_LONG_1,q90,1183.9029757155704,7042,457.8395988557206
C-20,V,cen6,PB,CORTANTE_APOIO_CENTRAL_LONG_1,q90,860.0083789561324,1001,420.1652057185568
C-20,V,cen6,RJ,CORTANTE_APOIO_CENTRAL_LONG_1,q90,999.5338532302629,3390,401.26317561927937
C-20,V,cen6,SP,CORTANTE_APOIO_CENTRAL_LONG_1,q90,1065.830919044423,5621,417.0104624112605
C-20,V,cen6,SC,CORTANTE_APOIO_CENTRAL_LONG_1,q90,1096.8928109398648,8020,427.0822889634512
C-20,V,cen6,PR,CORTANTE_APOIO_CENTRAL_LONG_1,q90,1173.6628208279167,8529,434.14435210204437
C-20,V,cen8,MG,CORTANTE_APOIO_CENTRAL_LONG_1,q90,1105.9332361165118,7029,435.43381321707506
C-20,V,cen8,MT,CORTANTE_APOIO_CENTRAL_LONG_1,q90,1189.0234495089976,7379,460.2350198400744
C-20,V,cen8,PB,CORTANTE_APOIO_CENTRAL_LONG_1,q90,880.9834022871971,1059,421.57863286214825
C-20,V,cen8,RJ,CORTANTE_APOIO_CENTRAL_LONG_1,q90,1023.0382548294521,3621,402.51472354201155
C-20,V,cen8,SP,CORTANTE_APOIO_CENTRAL_LONG_1,q90,1158.9911823019129,6032,418.46078146366074
C-20,V,cen8,SC,CORTANTE_APOIO_CENTRAL_LONG_1,q90,1045.8371003380523,8596,429.43608500517416
C-20,V,cen8,PR,CORTANTE_APOIO_CENTRAL_LONG_1,q90,1102.6286930450192,9119,436.86415748837214
C-20,V,cen2,MG,CORTANTE_APOIO_CENTRAL_LONG_1,q925,1024.718346943735,5981,447.9980002666361
C-20,V,cen2,MT,CORTANTE_APOIO_CENTRAL_LONG_1,q925,1041.5186143716678,6102,473.5030679678493
C-20,V,cen2,PB,CORTANTE_APOIO_CENTRAL_LONG_1,q925,942.8730908152327,901,433.6913428519181
C-20,V,cen2,RJ,CORTANTE_APOIO_CENTRAL_LONG_1,q925,1011.2736753509157,3106,416.29218847065874
C-20,V,cen2,SP,CORTANTE_APOIO_CENTRAL_LONG_1,q925,1065.8754999669707,5191,431.1576172119545
C-20,V,cen2,SC,CORTANTE_APOIO_CENTRAL_LONG_1,q925,981.3438529987734,7346,441.9398791283191
C-20,V,cen2,PR,CORTANTE_APOIO_CENTRAL_LONG_1,q925,1065.428569616331,7750,449.6484074676818
C-20,V,cen4,MG,CORTANTE_APOIO_CENTRAL_LONG_1,q925,1020.3527728915913,4979,443.4423534178854
C-20,V,cen4,MT,CORTANTE_APOIO_CENTRAL_LONG_1,q925,1055.6584054429195,5150,468.9466089499234
C-20,V,cen4,PB,CORTANTE_APOIO_CENTRAL_LONG_1,q925,851.150928859596,758,433.2125063243889
C-20,V,cen4,RJ,CORTANTE_APOIO_CENTRAL_LONG_1,q925,976.6374327100074,2591,413.2762766942166
C-20,V,cen4,SP,CORTANTE_APOIO_CENTRAL_LONG_1,q925,1046.933268033985,4278,427.7553612133393
C-20,V,cen4,SC,CORTANTE_APOIO_CENTRAL_LONG_1,q925,968.1783281970519,6075,436.41043615857023
C-20,V,cen4,PR,CORTANTE_APOIO_CENTRAL_LONG_1,q925,1031.8814557523815,6429,442.89676680368456
C-20,V,cen6,MG,CORTANTE_APOIO_CENTRAL_LONG_1,q925,1143.3099938918424,4951,444.6680474041631
C-20,V,cen6,MT,CORTANTE_APOIO_CENTRAL_LONG_1,q925,1172.614115830239,5281,468.6766619385155
C-20,V,cen6,PB,CORTANTE_APOIO_CENTRAL_LONG_1,q925,848.5825451935256,751,431.2194559986253
C-20,V,cen6,RJ,CORTANTE_APOIO_CENTRAL_LONG_1,q925,994.5314941297243,2542,414.0299128565834
C-20,V,cen6,SP,CORTANTE_APOIO_CENTRAL_LONG_1,q925,1072.4437328405731,4216,429.5173920289707
C-20,V,cen6,SC,CORTANTE_APOIO_CENTRAL_LONG_1,q925,1086.3884311815154,6015,438.3443844074695
C-20,V,cen6,PR,CORTANTE_APOIO_CENTRAL_LONG_1,q925,1160.4881785499579,6397,444.9602743181527
C-20,V,cen8,MG,CORTANTE_APOIO_CENTRAL_LONG_1,q925,1096.8568848699574,5272,447.0044519567849
C-20,V,cen8,MT,CORTANTE_APOIO_CENTRAL_LONG_1,q925,1175.9969669872853,5534,471.42884542973525
C-20,V,cen8,PB,CORTANTE_APOIO_CENTRAL_LONG_1,q925,871.4375698172357,794,432.8117301175944
C-20,V,cen8,RJ,CORTANTE_APOIO_CENTRAL_LONG_1,q925,1025.1722649722074,2716,415.1617589211721
C-20,V,cen8,SP,CORTANTE_APOIO_CENTRAL_LONG_1,q925,1181.4221181582416,4524,430.60630751682345
C-20,V,cen8,SC,CORTANTE_APOIO_CENTRAL_LONG_1,q925,1036.9342720304169,6447,441.35289128152453
C-20,V,cen8,PR,CORTANTE_APOIO_CENTRAL_LONG_1,q925,1091.706015642047,6839,447.80189330131185
C-20,V,cen2,MG,CORTANTE_APOIO_CENTRAL_LONG_1,q95,1020.5215736834789,3987,463.27181973269467
C-20,V,cen2,MT,CORTANTE_APOIO_CENTRAL_LONG_1,q95,1036.7199358068094,4068,489.2764849254344
C-20,V,cen2,PB,CORTANTE_APOIO_CENTRAL_LONG_1,q95,942.2912408117966,601,446.6827828597692
C-20,V,cen2,RJ,CORTANTE_APOIO_CENTRAL_LONG_1,q95,1008.8591838185689,2071,432.60566251810445
C-20,V,cen2,SP,CORTANTE_APOIO_CENTRAL_LONG_1,q95,1081.5892927892546,3461,445.8380730647609
C-20,V,cen2,SC,CORTANTE_APOIO_CENTRAL_LONG_1,q95,983.7972126101342,4898,457.63805852252057
C-20,V,cen2,PR,CORTANTE_APOIO_CENTRAL_LONG_1,q95,1069.539806605719,5167,465.6662989374132
C-20,V,cen4,MG,CORTANTE_APOIO_CENTRAL_LONG_1,q95,1013.1978096084088,3319,457.9018729433363
C-20,V,cen4,MT,CORTANTE_APOIO_CENTRAL_LONG_1,q95,1053.0191966207626,3434,484.08030714008555
C-20,V,cen4,PB,CORTANTE_APOIO_CENTRAL_LONG_1,q95,833.4992079495369,505,445.42309191742714
C-20,V,cen4,RJ,CORTANTE_APOIO_CENTRAL_LONG_1,q95,971.3129110880234,1728,429.1596024182911
C-20,V,cen4,SP,CORTANTE_APOIO_CENTRAL_LONG_1,q95,1056.180507069464,2852,441.83213739774897
C-20,V,cen4,SC,CORTANTE_APOIO_CENTRAL_LONG_1,q95,960.9869022798424,4050,450.5027375790683
C-20,V,cen4,PR,CORTANTE_APOIO_CENTRAL_LONG_1,q95,1029.0407312897123,4286,457.30578321280666
C-20,V,cen6,MG,CORTANTE_APOIO_CENTRAL_LONG_1,q95,1123.1199367226004,3301,459.8016141923886
C-20,V,cen6,MT,CORTANTE_APOIO_CENTRAL_LONG_1,q95,1156.5176354889313,3521,485.16338897370423
C-20,V,cen6,PB,CORTANTE_APOIO_CENTRAL_LONG_1,q95,827.327682042807,501,443.3976138507977
C-20,V,cen6,RJ,CORTANTE_APOIO_CENTRAL_LONG_1,q95,977.6462890180857,1695,431.1207065924363
C-20,V,cen6,SP,CORTANTE_APOIO_CENTRAL_LONG_1,q95,1069.1381334924406,2811,444.4673067624897
C-20,V,cen6,SC,CORTANTE_APOIO_CENTRAL_LONG_1,q95,1071.2491080825625,4010,453.85639983177816
C-20,V,cen6,PR,CORTANTE_APOIO_CENTRAL_LONG_1,q95,1141.780709821703,4265,461.21668671255213
C-20,V,cen8,MG,CORTANTE_APOIO_CENTRAL_LONG_1,q95,1075.053026551336,3515,462.57243951614623
C-20,V,cen8,MT,CORTANTE_APOIO_CENTRAL_LONG_1,q95,1152.1611226839732,3690,487.73017718157473
C-20,V,cen8,PB,CORTANTE_APOIO_CENTRAL_LONG_1,q95,852.6237866722647,530,444.9730455952236
C-20,V,cen8,RJ,CORTANTE_APOIO_CENTRAL_LONG_1,q95,1016.2083755117478,1811,431.8370804703337
C-20,V,cen8,SP,CORTANTE_APOIO_CENTRAL_LONG_1,q95,1201.2777996310185,3016,445.8390131854023
C-20,V,cen8,SC,CORTANTE_APOIO_CENTRAL_LONG_1,q95,1020.9997774675935,4298,457.24244086043836
C-20,V,cen8,PR,CORTANTE_APOIO_CENTRAL_LONG_1,q95,1074.5196171057069,4560,463.6477358887172
C-20,V,cen2,MG,CORTANTE_APOIO_CENTRAL_LONG_1,frac058,1022.6233030590198,4600,458.1788453207949
C-20,V,cen2,MT,CORTANTE_APOIO_CENTRAL_LONG_1,frac058,1041.4957124581808,6086,473.68699721783037
C-20,V,cen2,PB,CORTANTE_APOIO_CENTRAL_LONG_1,frac058,942.2722736588061,843,435.588605281328
C-20,V,cen2,RJ,CORTANTE_APOIO_CENTRAL_LONG_1,frac058,1011.1738453006826,2481,425.2037654110675
C-20,V,cen2,SP,CORTANTE_APOIO_CENTRAL_LONG_1,frac058,1126.3393767293746,1409,478.06065309383604
C-20,V,cen2,SC,CORTANTE_APOIO_CENTRAL_LONG_1,frac058,991.0748964173331,3001,476.50153880577005
C-20,V,cen2,PR,CORTANTE_APOIO_CENTRAL_LONG_1,frac058,1070.1264619694794,4702,469.4872426318932
C-20,V,cen4,MG,CORTANTE_APOIO_CENTRAL_LONG_1,frac058,1012.7504097743445,3274,458.47846856308485
C-20,V,cen4,MT,CORTANTE_APOIO_CENTRAL_LONG_1,frac058,1055.2445482636288,4543,473.68699721783037
C-20,V,cen4,PB,CORTANTE_APOIO_CENTRAL_LONG_1,frac058,832.7259539307405,2784,375.42804372645645
C-20,V,cen4,RJ,CORTANTE_APOIO_CENTRAL_LONG_1,frac058,973.1473361919161,1914,425.2037654110675
C-20,V,cen4,SP,CORTANTE_APOIO_CENTRAL_LONG_1,frac058,1065.744571086892,1820,456.7086885031235
C-20,V,cen4,SC,CORTANTE_APOIO_CENTRAL_LONG_1,frac058,954.5739224343451,13312,403.2272137178888
C-20,V,cen4,PR,CORTANTE_APOIO_CENTRAL_LONG_1,frac058,1025.480633270924,3052,469.48724323171814
C-20,V,cen6,MG,CORTANTE_APOIO_CENTRAL_LONG_1,frac058,1123.1685206371917,3304,459.7762666993377
C-20,V,cen6,MT,CORTANTE_APOIO_CENTRAL_LONG_1,frac058,1146.3987826867437,2722,495.6689568983436
C-20,V,cen6,PB,CORTANTE_APOIO_CENTRAL_LONG_1,frac058,842.0703414628103,2640,375.42804372645645
C-20,V,cen6,RJ,CORTANTE_APOIO_CENTRAL_LONG_1,frac058,984.1380096308263,1944,425.2037654110675
C-20,V,cen6,SP,CORTANTE_APOIO_CENTRAL_LONG_1,frac058,1066.486463285638,2017,456.7086885031235
C-20,V,cen6,SC,CORTANTE_APOIO_CENTRAL_LONG_1,frac058,1086.2247951876334,5991,438.54736818139185
C-20,V,cen6,PR,CORTANTE_APOIO_CENTRAL_LONG_1,frac058,1115.0581055434614,2541,482.64024344820956
C-20,V,cen8,MG,CORTANTE_APOIO_CENTRAL_LONG_1,frac058,1082.0728978992279,3918,458.47846856308485
C-20,V,cen8,MT,CORTANTE_APOIO_CENTRAL_LONG_1,frac058,1138.7091499171518,3002,495.8610807401637
C-20,V,cen8,PB,CORTANTE_APOIO_CENTRAL_LONG_1,frac058,849.9830597167927,2831,375.42804372645645
C-20,V,cen8,RJ,CORTANTE_APOIO_CENTRAL_LONG_1,frac058,1020.7601829668997,2117,425.2037654110675
C-20,V,cen8,SP,CORTANTE_APOIO_CENTRAL_LONG_1,frac058,1342.6893584224442,254,541.5306289957805
C-20,V,cen8,SC,CORTANTE_APOIO_CENTRAL_LONG_1,frac058,1043.266549511135,7707,434.15292842071494
C-20,V,cen8,PR,CORTANTE_APOIO_CENTRAL_LONG_1,frac058,1068.5044800152978,3950,469.48724323171814
C-20,M-,cen2,MG,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,q85,2725.1950314916826,11649,1170.2370227167107
C-20,M-,cen2,MT,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,q85,2880.465701801232,12028,1288.0155029636487
C-20,M-,cen2,PB,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,q85,2356.1926392639025,1649,1126.2860693772723
C-20,M-,cen2,RJ,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,q85,2448.2471117731193,5782,929.7659064893393
C-20,M-,cen2,SP,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,q85,2355.3446529977336,9944,1013.1228991074078
C-20,M-,cen2,SC,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,q85,2490.6569436361424,14353,1082.934261397555
C-20,M-,cen2,PR,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,q85,2872.9078944134417,15171,1180.9407943958665
C-20,M-,cen4,MG,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,q85,2691.9676570883803,9350,1171.5037438221289
C-20,M-,cen4,MT,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,q85,2894.0736440563514,10039,1279.0849064009003
C-20,M-,cen4,PB,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,q85,2209.8732872362934,1366,1127.04127117395
C-20,M-,cen4,RJ,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,q85,2340.2587900948783,4649,914.2227785326378
C-20,M-,cen4,SP,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,q85,2209.765943120048,7760,1002.0345871814172
C-20,M-,cen4,SC,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,q85,2338.570418958592,11254,1074.4233419612497
C-20,M-,cen4,PR,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,q85,2735.9461229589538,11998,1178.8800781447267
C-20,M-,cen6,MG,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,q85,3134.875771363956,9341,1169.7330686266846
C-20,M-,cen6,MT,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,q85,3447.7720035159027,10372,1273.4313418356426
C-20,M-,cen6,PB,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,q85,2187.677818289333,1358,1109.4271025660762
C-20,M-,cen6,RJ,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,q85,2409.738368904004,4574,919.5701461161239
C-20,M-,cen6,SP,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,q85,2378.0716460477693,7697,1016.7520768809914
C-20,M-,cen6,SC,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,q85,2739.6482489676405,11209,1083.5480717766359
C-20,M-,cen6,PR,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,q85,3129.811584743516,11985,1178.780182865821
C-20,M-,cen8,MG,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,q85,2946.925844847986,10142,1169.5687968917437
C-20,M-,cen8,MT,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,q85,3461.9003803547507,10916,1281.67750720571
C-20,M-,cen8,PB,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,q85,2223.200183855566,1450,1110.9310179173644
C-20,M-,cen8,RJ,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,q85,2426.762340425276,4987,924.6482953806241
C-20,M-,cen8,SP,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,q85,2509.389673957933,8522,1009.698909445251
C-20,M-,cen8,SC,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,q85,2632.976172128756,12357,1083.0329028570668
C-20,M-,cen8,PR,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,q85,3027.4944119086394,13159,1181.534262258379
C-20,M-,cen2,MG,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,q90,2780.0130205690416,7766,1236.7576043852841
C-20,M-,cen2,MT,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,q90,2865.992352683318,8019,1333.7508823472747
C-20,M-,cen2,PB,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,q90,2444.9935712840793,1100,1207.2462276190954
C-20,M-,cen2,RJ,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,q90,2365.578808915109,3855,1003.1182948087384
C-20,M-,cen2,SP,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,q90,2715.97270727625,6630,1148.0562035404637
C-20,M-,cen2,SC,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,q90,2655.2867954675853,9569,1191.7503527540262
C-20,M-,cen2,PR,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,q90,2918.8559550381997,10114,1242.8609674061333
C-20,M-,cen4,MG,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,q90,2772.344902926572,6234,1231.5024797984422
C-20,M-,cen4,MT,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,q90,2894.6013769243973,6693,1320.3953343954886
C-20,M-,cen4,PB,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,q90,2265.3308496954087,911,1206.659392106337
C-20,M-,cen4,RJ,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,q90,2235.0747714399754,3100,983.5606475581917
C-20,M-,cen4,SP,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,q90,2660.3358578771595,5174,1153.3213939635525
C-20,M-,cen4,SC,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,q90,2557.158393090532,7503,1188.864335057799
C-20,M-,cen4,PR,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,q90,2776.3330722648907,7999,1233.7302255742982
C-20,M-,cen6,MG,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,q90,3234.6886643851753,6228,1231.3842732435664
C-20,M-,cen6,MT,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,q90,3438.2429074136244,6915,1316.7404243019193
C-20,M-,cen6,PB,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,q90,2266.10997239049,905,1199.617249478493
C-20,M-,cen6,RJ,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,q90,2374.648710727301,3050,998.2190874008563
C-20,M-,cen6,SP,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,q90,2790.2385546453697,5131,1154.361594160283
C-20,M-,cen6,SC,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,q90,2998.673831858835,7473,1193.133839709389
C-20,M-,cen6,PR,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,q90,3149.9424834640663,7990,1236.2635386585646
C-20,M-,cen8,MG,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,q90,3042.9367830967085,6761,1235.697361041633
C-20,M-,cen8,MT,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,q90,3445.651011099151,7278,1326.4410646792744
C-20,M-,cen8,PB,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,q90,2309.289396058287,967,1201.4131144017724
C-20,M-,cen8,RJ,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,q90,2343.450020161445,3325,997.4103008501876
C-20,M-,cen8,SP,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,q90,3075.018012819033,5681,1150.048625579924
C-20,M-,cen8,SC,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,q90,2885.2981906474724,8238,1195.696132983595
C-20,M-,cen8,PR,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,q90,3085.3576146608084,8773,1242.675506041848
C-20,M-,cen2,MG,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,q925,2798.2555983380644,5825,1271.8360517068816
C-20,M-,cen2,MT,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,q925,2860.7376209748145,6014,1364.8267458064493
C-20,M-,cen2,PB,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,q925,2447.5328033879955,825,1239.3551300747638
C-20,M-,cen2,RJ,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,q925,2543.9869875535205,2891,1084.0613900526257
C-20,M-,cen2,SP,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,q925,2839.188342528696,4972,1207.1138591618342
C-20,M-,cen2,SC,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,q925,2667.434714616272,7177,1236.960129632894
C-20,M-,cen2,PR,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,q925,2937.148148726488,7586,1277.947743458903
C-20,M-,cen4,MG,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,q925,2794.3169154355796,4675,1262.9852512254581
C-20,M-,cen4,MT,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,q925,2889.235599005815,5020,1349.1173248778962
C-20,M-,cen4,PB,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,q925,2242.284808127464,683,1236.7016819404937
C-20,M-,cen4,RJ,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,q925,2460.593163706465,2325,1077.6270094512054
C-20,M-,cen4,SP,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,q925,2789.68330029508,3880,1206.704475622063
C-20,M-,cen4,SC,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,q925,2573.957718995486,5627,1230.577389395185
C-20,M-,cen4,PR,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,q925,2770.1241654038627,5999,1262.9809271680442
C-20,M-,cen6,MG,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,q925,3254.6184902858636,4671,1264.3970005666602
C-20,M-,cen6,MT,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,q925,3418.5002542803213,5186,1347.2585195553509
C-20,M-,cen6,PB,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,q925,2243.2179091587204,679,1230.3408569100302
C-20,M-,cen6,RJ,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,q925,2609.4552849455977,2287,1089.2843811233688
C-20,M-,cen6,SP,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,q925,2892.624713116473,3849,1207.93806980791
C-20,M-,cen6,SC,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,q925,3017.3598346276785,5605,1234.8758810195038
C-20,M-,cen6,PR,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,q925,3118.0038310336836,5993,1266.9675324034645
C-20,M-,cen8,MG,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,q925,3064.9613940927693,5071,1270.788313805828
C-20,M-,cen8,MT,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,q925,3412.9585260497315,5458,1357.6784424576717
C-20,M-,cen8,PB,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,q925,2291.9756109373757,725,1234.4057784347344
C-20,M-,cen8,RJ,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,q925,2549.075440495255,2494,1081.8220265302602
C-20,M-,cen8,SP,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,q925,3286.774056511401,4261,1209.0718580685361
C-20,M-,cen8,SC,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,q925,2920.1336045557937,6179,1239.9129284539729
C-20,M-,cen8,PR,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,q925,3090.273179571691,6580,1276.3902461666642
C-20,M-,cen2,MG,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,q95,2818.011642018375,3883,1321.503589419249
C-20,M-,cen2,MT,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,q95,2855.4727469911622,4010,1410.2549876967087
C-20,M-,cen2,PB,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,q95,2438.944654118812,550,1281.9227826147912
C-20,M-,cen2,RJ,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,q95,2779.09684033212,1928,1194.4625497425166
C-20,M-,cen2,SP,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,q95,2912.1044374548283,3315,1259.3381143556778
C-20,M-,cen2,SC,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,q95,2656.9403774435714,4785,1288.4441699016436
C-20,M-,cen2,PR,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,q95,2972.1014530635507,5057,1326.404606573659
C-20,M-,cen4,MG,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,q95,2810.9505898217503,3117,1305.802367537946
C-20,M-,cen4,MT,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,q95,2874.0310992469294,3347,1389.3018105774863
C-20,M-,cen4,PB,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,q95,2198.136503189957,456,1277.6344197379356
C-20,M-,cen4,RJ,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,q95,2719.326111162217,1550,1193.9946666797955
C-20,M-,cen4,SP,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,q95,2873.7239419883435,2587,1252.7957237599119
C-20,M-,cen4,SC,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,q95,2548.190381521714,3752,1275.1991537444428
C-20,M-,cen4,PR,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,q95,2761.2356323203994,4000,1302.6355558010987
C-20,M-,cen6,MG,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,q95,3251.342783388279,3114,1310.2204937354852
C-20,M-,cen6,MT,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,q95,3373.5837402364073,3458,1390.5217846740782
C-20,M-,cen6,PB,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,q95,2200.7375732735413,453,1271.1156076844406
C-20,M-,cen6,RJ,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,q95,2801.7722744635375,1525,1195.369293389789
C-20,M-,cen6,SP,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,q95,2939.563118773457,2566,1256.2423848686612
C-20,M-,cen6,SC,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,q95,2982.2128083339494,3737,1281.0005978720085
C-20,M-,cen6,PR,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,q95,3069.553942661007,3995,1311.1291913443126
C-20,M-,cen8,MG,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,q95,3065.778796660466,3381,1317.8643020620113
C-20,M-,cen8,MT,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,q95,3341.1943343025605,3639,1401.3079773348784
C-20,M-,cen8,PB,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,q95,2247.3968675215488,484,1276.130245230606
C-20,M-,cen8,RJ,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,q95,2808.218564833135,1663,1195.680704021792
C-20,M-,cen8,SP,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,q95,3426.354440715206,2841,1260.8709632659852
C-20,M-,cen8,SC,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,q95,2908.1251262396936,4119,1288.9454660092556
C-20,M-,cen8,PR,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,q95,3080.897976272975,4387,1322.3776499717387
C-20,M-,cen2,MG,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,frac058,2817.889386641302,3689,1327.3301900660235
C-20,M-,cen2,MT,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,frac058,2864.9993609558596,7769,1336.960491605898
C-20,M-,cen2,PB,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,frac058,2395.7025533584047,1510,1150.372826744021
C-20,M-,cen2,RJ,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,frac058,2805.83988775952,1513,1230.7959036668847
C-20,M-,cen2,SP,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,frac058,2998.7997091502357,1821,1325.3557283584132
