bridge,effort,cen,uf,effect,rule,Q117,n_tail,tail_threshold
S-40,V,cen6,PB,CORTANTE_APOIO_INICIO_LONG_1,q85,573.881189485477,200,342.0662762589183
S-40,V,cen6,RJ,CORTANTE_APOIO_INICIO_LONG_1,q85,651.480402589079,313,353.67079890941744
S-40,V,cen6,SP,CORTANTE_APOIO_INICIO_LONG_1,q85,747.6485293339767,741,349.7901304350499
S-40,V,cen6,SC,CORTANTE_APOIO_INICIO_LONG_1,q85,666.6796922281492,1337,351.32880697024683
S-40,V,cen6,PR,CORTANTE_APOIO_INICIO_LONG_1,q85,744.6433171108688,1776,351.6471495748299
S-40,V,cen8,MG,CORTANTE_APOIO_INICIO_LONG_1,q85,728.2095456126358,1395,351.27089489508893
S-40,V,cen8,MT,CORTANTE_APOIO_INICIO_LONG_1,q85,742.0682385331656,3058,353.4368599267982
S-40,V,cen8,PB,CORTANTE_APOIO_INICIO_LONG_1,q85,567.9261392029713,200,343.6536457989026
S-40,V,cen8,RJ,CORTANTE_APOIO_INICIO_LONG_1,q85,655.2539679280869,325,352.7047837478438
S-40,V,cen8,SP,CORTANTE_APOIO_INICIO_LONG_1,q85,765.9405147523146,761,348.92085073179186
S-40,V,cen8,SC,CORTANTE_APOIO_INICIO_LONG_1,q85,656.2779605654353,1346,350.89028759048057
S-40,V,cen8,PR,CORTANTE_APOIO_INICIO_LONG_1,q85,747.8093601432222,1772,351.28890602514065
S-40,V,cen2,MG,CORTANTE_APOIO_INICIO_LONG_1,q90,704.2319757016332,1119,361.2191064858958
S-40,V,cen2,MT,CORTANTE_APOIO_INICIO_LONG_1,q90,747.7875712194596,2458,363.28021428323814
S-40,V,cen2,PB,CORTANTE_APOIO_INICIO_LONG_1,q90,712.6442986164254,200,348.5128004382525
S-40,V,cen2,RJ,CORTANTE_APOIO_INICIO_LONG_1,q90,682.2766126861823,258,364.40576648092167
S-40,V,cen2,SP,CORTANTE_APOIO_INICIO_LONG_1,q90,766.6837830522211,613,359.80446102069294
S-40,V,cen2,SC,CORTANTE_APOIO_INICIO_LONG_1,q90,710.9654374463894,1095,360.5884119670192
S-40,V,cen2,PR,CORTANTE_APOIO_INICIO_LONG_1,q90,752.2729386839665,1455,360.38959106370817
S-40,V,cen4,MG,CORTANTE_APOIO_INICIO_LONG_1,q90,705.4378979475119,948,360.4624220139087
S-40,V,cen4,MT,CORTANTE_APOIO_INICIO_LONG_1,q90,750.2201639793357,2075,363.2337177227242
S-40,V,cen4,PB,CORTANTE_APOIO_INICIO_LONG_1,q90,570.6659462086895,200,343.72694473066093
S-40,V,cen4,RJ,CORTANTE_APOIO_INICIO_LONG_1,q90,649.785386418582,219,364.07877174176633
S-40,V,cen4,SP,CORTANTE_APOIO_INICIO_LONG_1,q90,750.1616495888682,515,358.63431582784466
S-40,V,cen4,SC,CORTANTE_APOIO_INICIO_LONG_1,q90,659.232249583062,921,360.1287750537859
S-40,V,cen4,PR,CORTANTE_APOIO_INICIO_LONG_1,q90,733.3281173439955,1221,360.14453224072696
S-40,V,cen6,MG,CORTANTE_APOIO_INICIO_LONG_1,q90,706.8274627676788,915,361.9712272816021
S-40,V,cen6,MT,CORTANTE_APOIO_INICIO_LONG_1,q90,765.6522718283986,1979,364.6091706641808
S-40,V,cen6,PB,CORTANTE_APOIO_INICIO_LONG_1,q90,573.881189485477,200,342.0662762589183
S-40,V,cen6,RJ,CORTANTE_APOIO_INICIO_LONG_1,q90,644.8894098382764,209,364.5313384132386
S-40,V,cen6,SP,CORTANTE_APOIO_INICIO_LONG_1,q90,754.3960545895536,494,360.7442600136629
S-40,V,cen6,SC,CORTANTE_APOIO_INICIO_LONG_1,q90,659.2122982859836,892,362.089877502208
S-40,V,cen6,PR,CORTANTE_APOIO_INICIO_LONG_1,q90,740.7883907733265,1184,362.021179607995
S-40,V,cen8,MG,CORTANTE_APOIO_INICIO_LONG_1,q90,720.71035884932,930,361.5605140535938
S-40,V,cen8,MT,CORTANTE_APOIO_INICIO_LONG_1,q90,739.4724463051768,2039,364.4300181357765
S-40,V,cen8,PB,CORTANTE_APOIO_INICIO_LONG_1,q90,567.9261392029713,200,343.6536457989026
S-40,V,cen8,RJ,CORTANTE_APOIO_INICIO_LONG_1,q90,648.9781543408446,217,363.95144335029505
S-40,V,cen8,SP,CORTANTE_APOIO_INICIO_LONG_1,q90,777.1687551272894,508,359.5530179544709
S-40,V,cen8,SC,CORTANTE_APOIO_INICIO_LONG_1,q90,650.3591709703292,897,361.77097601633636
S-40,V,cen8,PR,CORTANTE_APOIO_INICIO_LONG_1,q90,742.9714722917544,1182,361.2389587303701
S-40,V,cen2,MG,CORTANTE_APOIO_INICIO_LONG_1,q925,697.2063538025334,839,368.29724973988266
S-40,V,cen2,MT,CORTANTE_APOIO_INICIO_LONG_1,q925,745.8851425767555,1843,370.7487246884815
S-40,V,cen2,PB,CORTANTE_APOIO_INICIO_LONG_1,q925,712.6442986164254,200,348.5128004382525
S-40,V,cen2,RJ,CORTANTE_APOIO_INICIO_LONG_1,q925,677.953045193151,200,370.63056193390014
S-40,V,cen2,SP,CORTANTE_APOIO_INICIO_LONG_1,q925,761.4129625112853,460,367.14288548039974
S-40,V,cen2,SC,CORTANTE_APOIO_INICIO_LONG_1,q925,710.4101654380622,822,368.42808193319865
S-40,V,cen2,PR,CORTANTE_APOIO_INICIO_LONG_1,q925,750.7929131742683,1091,368.4751977939447
S-40,V,cen4,MG,CORTANTE_APOIO_INICIO_LONG_1,q925,699.3268592668478,711,367.54589076919996
S-40,V,cen4,MT,CORTANTE_APOIO_INICIO_LONG_1,q925,746.5553305681758,1556,370.5407719209214
S-40,V,cen4,PB,CORTANTE_APOIO_INICIO_LONG_1,q925,570.6659462086895,200,343.72694473066093
S-40,V,cen4,RJ,CORTANTE_APOIO_INICIO_LONG_1,q925,648.0929678640426,200,365.9926114999287
S-40,V,cen4,SP,CORTANTE_APOIO_INICIO_LONG_1,q925,754.3956590291109,387,366.37279941012395
S-40,V,cen4,SC,CORTANTE_APOIO_INICIO_LONG_1,q925,654.8862452158019,691,367.8046705812806
S-40,V,cen4,PR,CORTANTE_APOIO_INICIO_LONG_1,q925,730.5775973158386,916,367.9855407198277
S-40,V,cen6,MG,CORTANTE_APOIO_INICIO_LONG_1,q925,702.3238435760012,686,369.2210535923824
S-40,V,cen6,MT,CORTANTE_APOIO_INICIO_LONG_1,q925,764.5524747439683,1484,372.20217993790135
S-40,V,cen6,PB,CORTANTE_APOIO_INICIO_LONG_1,q925,573.881189485477,200,342.0662762589183
S-40,V,cen6,RJ,CORTANTE_APOIO_INICIO_LONG_1,q925,644.4240776759191,200,365.4775754254934
S-40,V,cen6,SP,CORTANTE_APOIO_INICIO_LONG_1,q925,753.3167159834835,371,368.0133743020437
S-40,V,cen6,SC,CORTANTE_APOIO_INICIO_LONG_1,q925,654.7600428629723,669,369.64117011316756
S-40,V,cen6,PR,CORTANTE_APOIO_INICIO_LONG_1,q925,740.1591604949249,888,370.23163934139706
S-40,V,cen8,MG,CORTANTE_APOIO_INICIO_LONG_1,q925,716.9914408460826,698,369.08846736275297
S-40,V,cen8,MT,CORTANTE_APOIO_INICIO_LONG_1,q925,737.1532841486674,1529,372.0853121751826
S-40,V,cen8,PB,CORTANTE_APOIO_INICIO_LONG_1,q925,567.9261392029713,200,343.6536457989026
S-40,V,cen8,RJ,CORTANTE_APOIO_INICIO_LONG_1,q925,647.657679972399,200,365.703312101061
S-40,V,cen8,SP,CORTANTE_APOIO_INICIO_LONG_1,q925,782.8564682542001,381,367.6672269784313
S-40,V,cen8,SC,CORTANTE_APOIO_INICIO_LONG_1,q925,645.2850185327744,673,369.1790284466052
S-40,V,cen8,PR,CORTANTE_APOIO_INICIO_LONG_1,q925,742.241719128911,886,369.06433015063084
S-40,V,cen2,MG,CORTANTE_APOIO_INICIO_LONG_1,q95,692.4423035099555,560,378.16766737446784
S-40,V,cen2,MT,CORTANTE_APOIO_INICIO_LONG_1,q95,740.2772423607146,1229,381.47606339883737
S-40,V,cen2,PB,CORTANTE_APOIO_INICIO_LONG_1,q95,712.6442986164254,200,348.5128004382525
S-40,V,cen2,RJ,CORTANTE_APOIO_INICIO_LONG_1,q95,677.953045193151,200,370.63056193390014
S-40,V,cen2,SP,CORTANTE_APOIO_INICIO_LONG_1,q95,753.9717747892314,307,376.6070217048479
S-40,V,cen2,SC,CORTANTE_APOIO_INICIO_LONG_1,q95,703.576375063669,548,378.4792590250483
S-40,V,cen2,PR,CORTANTE_APOIO_INICIO_LONG_1,q95,743.079052404612,728,379.3547220344494
S-40,V,cen4,MG,CORTANTE_APOIO_INICIO_LONG_1,q95,697.4685214303681,474,377.9371956120333
S-40,V,cen4,MT,CORTANTE_APOIO_INICIO_LONG_1,q95,738.9511716104366,1038,381.07283691186865
S-40,V,cen4,PB,CORTANTE_APOIO_INICIO_LONG_1,q95,570.6659462086895,200,343.72694473066093
S-40,V,cen4,RJ,CORTANTE_APOIO_INICIO_LONG_1,q95,648.0929678640426,200,365.9926114999287
S-40,V,cen4,SP,CORTANTE_APOIO_INICIO_LONG_1,q95,753.6499212566575,258,376.5432742008951
S-40,V,cen4,SC,CORTANTE_APOIO_INICIO_LONG_1,q95,646.7430223669412,461,378.62278720971386
S-40,V,cen4,PR,CORTANTE_APOIO_INICIO_LONG_1,q95,721.699307899237,611,379.2023702218094
S-40,V,cen6,MG,CORTANTE_APOIO_INICIO_LONG_1,q95,702.4264919595599,458,379.88644099327803
S-40,V,cen6,MT,CORTANTE_APOIO_INICIO_LONG_1,q95,758.5397365530246,990,382.66516157842864
S-40,V,cen6,PB,CORTANTE_APOIO_INICIO_LONG_1,q95,573.881189485477,200,342.0662762589183
S-40,V,cen6,RJ,CORTANTE_APOIO_INICIO_LONG_1,q95,644.4240776759191,200,365.4775754254934
S-40,V,cen6,SP,CORTANTE_APOIO_INICIO_LONG_1,q95,749.7408779482214,247,376.7517773997017
S-40,V,cen6,SC,CORTANTE_APOIO_INICIO_LONG_1,q95,643.9010507268796,446,380.79841074794706
S-40,V,cen6,PR,CORTANTE_APOIO_INICIO_LONG_1,q95,730.2597897545998,592,381.326441517234
S-40,V,cen8,MG,CORTANTE_APOIO_INICIO_LONG_1,q95,720.3429455209979,465,378.93404522860476
S-40,V,cen8,MT,CORTANTE_APOIO_INICIO_LONG_1,q95,730.8089009875474,1020,383.2037792207165
S-40,V,cen8,PB,CORTANTE_APOIO_INICIO_LONG_1,q95,567.9261392029713,200,343.6536457989026
S-40,V,cen8,RJ,CORTANTE_APOIO_INICIO_LONG_1,q95,647.657679972399,200,365.703312101061
S-40,V,cen8,SP,CORTANTE_APOIO_INICIO_LONG_1,q95,778.4825069354015,254,377.48146730856894
S-40,V,cen8,SC,CORTANTE_APOIO_INICIO_LONG_1,q95,633.9677513677982,449,379.7399168395498
S-40,V,cen8,PR,CORTANTE_APOIO_INICIO_LONG_1,q95,731.589485872262,591,380.3338211498229
S-40,V,cen2,MG,CORTANTE_APOIO_INICIO_LONG_1,frac058,722.164671444864,3177,334.6716631032544
S-40,V,cen2,MT,CORTANTE_APOIO_INICIO_LONG_1,frac058,750.7610478272453,6912,335.9700821558328
S-40,V,cen2,PB,CORTANTE_APOIO_INICIO_LONG_1,frac058,696.5966770209625,708,317.5701896150004
S-40,V,cen2,RJ,CORTANTE_APOIO_INICIO_LONG_1,frac058,711.1830595637509,2575,298.6913148370418
S-40,V,cen2,SP,CORTANTE_APOIO_INICIO_LONG_1,frac058,759.0965485650538,2950,320.97454388656337
S-40,V,cen2,SC,CORTANTE_APOIO_INICIO_LONG_1,frac058,714.231597456675,5300,321.18646336482703
S-40,V,cen2,PR,CORTANTE_APOIO_INICIO_LONG_1,frac058,764.0731533114035,3968,335.5001587367267
S-40,V,cen4,MG,CORTANTE_APOIO_INICIO_LONG_1,frac058,726.5452259932533,2699,334.4056547237818
S-40,V,cen4,MT,CORTANTE_APOIO_INICIO_LONG_1,frac058,755.4477932275006,5873,335.9700821558328
S-40,V,cen4,PB,CORTANTE_APOIO_INICIO_LONG_1,frac058,615.060825528476,1104,269.1777621716376
S-40,V,cen4,RJ,CORTANTE_APOIO_INICIO_LONG_1,frac058,687.4765561265453,2182,298.6913148370418
S-40,V,cen4,SP,CORTANTE_APOIO_INICIO_LONG_1,frac058,730.833150428138,2462,320.97454388656337
S-40,V,cen4,SC,CORTANTE_APOIO_INICIO_LONG_1,frac058,687.4523221461546,9203,294.0593401588287
S-40,V,cen4,PR,CORTANTE_APOIO_INICIO_LONG_1,frac058,748.8388223816057,3274,335.50015932031386
S-40,V,cen6,MG,CORTANTE_APOIO_INICIO_LONG_1,frac058,724.8853714930799,2677,334.4056547237818
S-40,V,cen6,MT,CORTANTE_APOIO_INICIO_LONG_1,frac058,759.7551235940392,5701,335.9700821558328
S-40,V,cen6,PB,CORTANTE_APOIO_INICIO_LONG_1,frac058,609.8435756029733,1021,269.1777621716376
S-40,V,cen6,RJ,CORTANTE_APOIO_INICIO_LONG_1,frac058,684.0423536406267,2085,298.6913148370418
S-40,V,cen6,SP,CORTANTE_APOIO_INICIO_LONG_1,frac058,729.0468532706906,2393,320.97454388656337
S-40,V,cen6,SC,CORTANTE_APOIO_INICIO_LONG_1,frac058,694.1344995285415,8912,294.0593401588287
S-40,V,cen6,PR,CORTANTE_APOIO_INICIO_LONG_1,frac058,750.6868044349387,3284,335.50015932031386
S-40,V,cen8,MG,CORTANTE_APOIO_INICIO_LONG_1,frac058,733.9629883140872,2667,334.4056547237818
S-40,V,cen8,MT,CORTANTE_APOIO_INICIO_LONG_1,frac058,748.1485834450458,6857,331.8972446377487
S-40,V,cen8,PB,CORTANTE_APOIO_INICIO_LONG_1,frac058,615.0117195412821,1109,269.1777621716376
S-40,V,cen8,RJ,CORTANTE_APOIO_INICIO_LONG_1,frac058,688.5389247224361,2165,298.6913148370418
S-40,V,cen8,SP,CORTANTE_APOIO_INICIO_LONG_1,frac058,747.4036320295519,2426,320.97454388656337
S-40,V,cen8,SC,CORTANTE_APOIO_INICIO_LONG_1,frac058,685.3109093464215,8970,287.9152386459991
S-40,V,cen8,PR,CORTANTE_APOIO_INICIO_LONG_1,frac058,751.0674791180284,3220,335.50015932031386
S-40,M+,cen2,MG,MOMENTO_MEIO_VAO_LONG_1,q85,5588.425886713384,12180,2385.292103381661
S-40,M+,cen2,MT,MOMENTO_MEIO_VAO_LONG_1,q85,6036.776937850173,12376,2609.90309716333
S-40,M+,cen2,PB,MOMENTO_MEIO_VAO_LONG_1,q85,5153.762228254319,1891,2292.1871364545136
S-40,M+,cen2,RJ,MOMENTO_MEIO_VAO_LONG_1,q85,5255.156044911006,6385,2093.946114512956
S-40,M+,cen2,SP,MOMENTO_MEIO_VAO_LONG_1,q85,5087.323853385613,10646,2185.8289891864492
S-40,M+,cen2,SC,MOMENTO_MEIO_VAO_LONG_1,q85,5250.755888144606,14849,2289.117992852402
S-40,M+,cen2,PR,MOMENTO_MEIO_VAO_LONG_1,q85,5876.655209133109,15688,2403.7155473533016
S-40,M+,cen4,MG,MOMENTO_MEIO_VAO_LONG_1,q85,5600.039406637337,10304,2382.4292247868343
S-40,M+,cen4,MT,MOMENTO_MEIO_VAO_LONG_1,q85,6034.864328363742,10495,2605.2940824885018
S-40,M+,cen4,PB,MOMENTO_MEIO_VAO_LONG_1,q85,4677.5398873117265,1604,2292.0873341506835
S-40,M+,cen4,RJ,MOMENTO_MEIO_VAO_LONG_1,q85,5114.181055989744,5406,2087.2566372913566
S-40,M+,cen4,SP,MOMENTO_MEIO_VAO_LONG_1,q85,5007.080023284005,8979,2182.5680057578024
S-40,M+,cen4,SC,MOMENTO_MEIO_VAO_LONG_1,q85,5154.9639448649195,12556,2282.336513618223
S-40,M+,cen4,PR,MOMENTO_MEIO_VAO_LONG_1,q85,5755.300838833056,13281,2396.0049500155806
S-40,M+,cen6,MG,MOMENTO_MEIO_VAO_LONG_1,q85,6206.548280090837,10025,2385.6190114504075
S-40,M+,cen6,MT,MOMENTO_MEIO_VAO_LONG_1,q85,6724.556197094924,10477,2600.219676729208
S-40,M+,cen6,PB,MOMENTO_MEIO_VAO_LONG_1,q85,4638.181872170023,1551,2282.0374368076964
S-40,M+,cen6,RJ,MOMENTO_MEIO_VAO_LONG_1,q85,5236.0405736585035,5204,2091.1991606925253
S-40,M+,cen6,SP,MOMENTO_MEIO_VAO_LONG_1,q85,5224.402500899258,8682,2189.034645498337
S-40,M+,cen6,SC,MOMENTO_MEIO_VAO_LONG_1,q85,5731.98742167427,12184,2292.1150529732863
S-40,M+,cen6,PR,MOMENTO_MEIO_VAO_LONG_1,q85,6298.672068550632,12924,2402.143941574374
S-40,M+,cen8,MG,MOMENTO_MEIO_VAO_LONG_1,q85,6016.536082292636,10366,2375.4681024423
S-40,M+,cen8,MT,MOMENTO_MEIO_VAO_LONG_1,q85,6639.388085046035,10887,2594.33567469157
S-40,M+,cen8,PB,MOMENTO_MEIO_VAO_LONG_1,q85,4740.587667918075,1630,2284.882602466495
S-40,M+,cen8,RJ,MOMENTO_MEIO_VAO_LONG_1,q85,5242.887464651164,5408,2085.61921324834
S-40,M+,cen8,SP,MOMENTO_MEIO_VAO_LONG_1,q85,5579.492908529988,8935,2184.605858315825
S-40,M+,cen8,SC,MOMENTO_MEIO_VAO_LONG_1,q85,5484.030493807601,12487,2281.3724716592606
S-40,M+,cen8,PR,MOMENTO_MEIO_VAO_LONG_1,q85,6095.621080919065,13271,2385.7426976057477
S-40,M+,cen2,MG,MOMENTO_MEIO_VAO_LONG_1,q90,5773.207713968608,8120,2508.5164887379365
S-40,M+,cen2,MT,MOMENTO_MEIO_VAO_LONG_1,q90,5992.159315535904,8251,2689.7778602268277
S-40,M+,cen2,PB,MOMENTO_MEIO_VAO_LONG_1,q90,5483.924152810303,1261,2435.718162913202
S-40,M+,cen2,RJ,MOMENTO_MEIO_VAO_LONG_1,q90,5200.3894236807355,4257,2196.571856531559
S-40,M+,cen2,SP,MOMENTO_MEIO_VAO_LONG_1,q90,5561.938869573207,7097,2356.266032653207
S-40,M+,cen2,SC,MOMENTO_MEIO_VAO_LONG_1,q90,5535.543883802971,9900,2437.5003719138667
S-40,M+,cen2,PR,MOMENTO_MEIO_VAO_LONG_1,q90,6085.860771655349,10459,2518.158938183944
S-40,M+,cen4,MG,MOMENTO_MEIO_VAO_LONG_1,q90,5788.243955018719,6869,2504.104514145112
S-40,M+,cen4,MT,MOMENTO_MEIO_VAO_LONG_1,q90,6009.880690011003,6997,2685.980143297155
S-40,M+,cen4,PB,MOMENTO_MEIO_VAO_LONG_1,q90,4851.543832313565,1069,2433.240603249569
S-40,M+,cen4,RJ,MOMENTO_MEIO_VAO_LONG_1,q90,5026.224058304175,3604,2190.3347047692587
S-40,M+,cen4,SP,MOMENTO_MEIO_VAO_LONG_1,q90,5483.094930276633,5986,2353.284514666574
S-40,M+,cen4,SC,MOMENTO_MEIO_VAO_LONG_1,q90,5416.258574181045,8371,2431.529986761762
S-40,M+,cen4,PR,MOMENTO_MEIO_VAO_LONG_1,q90,5930.218005929537,8854,2509.7824930277748
S-40,M+,cen6,MG,MOMENTO_MEIO_VAO_LONG_1,q90,6407.942382695797,6683,2508.2876426232183
S-40,M+,cen6,MT,MOMENTO_MEIO_VAO_LONG_1,q90,6669.1607310492855,6985,2683.4232833466776
S-40,M+,cen6,PB,MOMENTO_MEIO_VAO_LONG_1,q90,4800.476178074541,1034,2426.474950310518
S-40,M+,cen6,RJ,MOMENTO_MEIO_VAO_LONG_1,q90,5153.394112016675,3470,2198.1419096033114
S-40,M+,cen6,SP,MOMENTO_MEIO_VAO_LONG_1,q90,5676.4232008424715,5788,2363.442062006057
S-40,M+,cen6,SC,MOMENTO_MEIO_VAO_LONG_1,q90,6031.888466466229,8123,2443.9835128817626
S-40,M+,cen6,PR,MOMENTO_MEIO_VAO_LONG_1,q90,6402.964397119467,8616,2518.381495799753
S-40,M+,cen8,MG,MOMENTO_MEIO_VAO_LONG_1,q90,6182.123820363936,6911,2498.3594629420804
S-40,M+,cen8,MT,MOMENTO_MEIO_VAO_LONG_1,q90,6548.612549643794,7258,2678.7492605025022
S-40,M+,cen8,PB,MOMENTO_MEIO_VAO_LONG_1,q90,4932.48475782251,1087,2428.0526993350186
S-40,M+,cen8,RJ,MOMENTO_MEIO_VAO_LONG_1,q90,5197.623142951414,3605,2191.9192877859023
S-40,M+,cen8,SP,MOMENTO_MEIO_VAO_LONG_1,q90,6205.097017494712,5957,2352.7367233631476
S-40,M+,cen8,SC,MOMENTO_MEIO_VAO_LONG_1,q90,5713.2720684387095,8325,2431.5148419153998
S-40,M+,cen8,PR,MOMENTO_MEIO_VAO_LONG_1,q90,6233.184810864321,8848,2502.5528918375485
S-40,M+,cen2,MG,MOMENTO_MEIO_VAO_LONG_1,q925,5807.880740589311,6090,2575.2007090719458
S-40,M+,cen2,MT,MOMENTO_MEIO_VAO_LONG_1,q925,5967.065549481093,6188,2746.368888746859
S-40,M+,cen2,PB,MOMENTO_MEIO_VAO_LONG_1,q925,5604.604150974757,946,2509.8556678532404
S-40,M+,cen2,RJ,MOMENTO_MEIO_VAO_LONG_1,q925,5374.068246105827,3193,2294.1598605891363
S-40,M+,cen2,SP,MOMENTO_MEIO_VAO_LONG_1,q925,5801.471389721693,5323,2452.255165262755
S-40,M+,cen2,SC,MOMENTO_MEIO_VAO_LONG_1,q925,5605.602725124805,7425,2515.6383061197153
S-40,M+,cen2,PR,MOMENTO_MEIO_VAO_LONG_1,q925,6148.507268800625,7844,2582.6906481256924
S-40,M+,cen4,MG,MOMENTO_MEIO_VAO_LONG_1,q925,5827.602104401514,5152,2569.592733820882
S-40,M+,cen4,MT,MOMENTO_MEIO_VAO_LONG_1,q925,6004.590485979696,5248,2743.250640448504
S-40,M+,cen4,PB,MOMENTO_MEIO_VAO_LONG_1,q925,4882.094737802205,802,2508.8462204065067
S-40,M+,cen4,RJ,MOMENTO_MEIO_VAO_LONG_1,q925,5174.359846447198,2703,2289.9678698655384
S-40,M+,cen4,SP,MOMENTO_MEIO_VAO_LONG_1,q925,5721.257735854542,4490,2446.476288866691
S-40,M+,cen4,SC,MOMENTO_MEIO_VAO_LONG_1,q925,5454.5903588864485,6278,2510.5307626325994
S-40,M+,cen4,PR,MOMENTO_MEIO_VAO_LONG_1,q925,5971.088108012414,6641,2572.9398294980247
S-40,M+,cen6,MG,MOMENTO_MEIO_VAO_LONG_1,q925,6449.746859505734,5013,2576.464230230754
S-40,M+,cen6,MT,MOMENTO_MEIO_VAO_LONG_1,q925,6644.632925968133,5239,2743.792840345126
S-40,M+,cen6,PB,MOMENTO_MEIO_VAO_LONG_1,q925,4824.706910950286,776,2501.940770833508
S-40,M+,cen6,RJ,MOMENTO_MEIO_VAO_LONG_1,q925,5284.030905826258,2602,2302.5768701912043
S-40,M+,cen6,SP,MOMENTO_MEIO_VAO_LONG_1,q925,5855.254584189535,4341,2455.3160296811807
S-40,M+,cen6,SC,MOMENTO_MEIO_VAO_LONG_1,q925,6074.104909619168,6092,2522.0296210034835
S-40,M+,cen6,PR,MOMENTO_MEIO_VAO_LONG_1,q925,6382.290740530958,6462,2585.0291660034395
S-40,M+,cen8,MG,MOMENTO_MEIO_VAO_LONG_1,q925,6186.072179836435,5183,2567.038207647791
S-40,M+,cen8,MT,MOMENTO_MEIO_VAO_LONG_1,q925,6487.502775042409,5444,2738.438367819287
S-40,M+,cen8,PB,MOMENTO_MEIO_VAO_LONG_1,q925,4957.607914072925,815,2504.6713327725233
S-40,M+,cen8,RJ,MOMENTO_MEIO_VAO_LONG_1,q925,5384.9505112992265,2704,2296.011740625754
S-40,M+,cen8,SP,MOMENTO_MEIO_VAO_LONG_1,q925,6513.885469412714,4468,2445.2837059167973
S-40,M+,cen8,SC,MOMENTO_MEIO_VAO_LONG_1,q925,5721.068915854887,6244,2510.3792469453806
S-40,M+,cen8,PR,MOMENTO_MEIO_VAO_LONG_1,q925,6247.261640305269,6636,2567.7698098470887
S-40,M+,cen2,MG,MOMENTO_MEIO_VAO_LONG_1,q95,5822.180330108091,4060,2661.1741357121855
S-40,M+,cen2,MT,MOMENTO_MEIO_VAO_LONG_1,q95,5943.8831894872565,4126,2828.6526756029634
S-40,M+,cen2,PB,MOMENTO_MEIO_VAO_LONG_1,q95,5649.319521848598,631,2596.088231714672
S-40,M+,cen2,RJ,MOMENTO_MEIO_VAO_LONG_1,q95,5592.148142290507,2129,2438.9952213575584
S-40,M+,cen2,SP,MOMENTO_MEIO_VAO_LONG_1,q95,5958.012313663889,3549,2553.2727116309156
S-40,M+,cen2,SC,MOMENTO_MEIO_VAO_LONG_1,q95,5638.14446126196,4950,2607.4820018549894
S-40,M+,cen2,PR,MOMENTO_MEIO_VAO_LONG_1,q95,6210.630608256125,5230,2667.6780590323087
S-40,M+,cen4,MG,MOMENTO_MEIO_VAO_LONG_1,q95,5850.9389784891055,3435,2654.186526948611
S-40,M+,cen4,MT,MOMENTO_MEIO_VAO_LONG_1,q95,6003.012306133969,3499,2827.212863507283
S-40,M+,cen4,PB,MOMENTO_MEIO_VAO_LONG_1,q95,4800.809377029511,535,2593.396368694422
S-40,M+,cen4,RJ,MOMENTO_MEIO_VAO_LONG_1,q95,5341.731794447574,1802,2437.293292409378
S-40,M+,cen4,SP,MOMENTO_MEIO_VAO_LONG_1,q95,5898.583485133705,2993,2547.9627653458992
S-40,M+,cen4,SC,MOMENTO_MEIO_VAO_LONG_1,q95,5442.062239215178,4186,2598.5031921580817
S-40,M+,cen4,PR,MOMENTO_MEIO_VAO_LONG_1,q95,5995.9386941610055,4427,2655.912551915436
S-40,M+,cen6,MG,MOMENTO_MEIO_VAO_LONG_1,q95,6471.860882108151,3342,2667.0681250119483
S-40,M+,cen6,MT,MOMENTO_MEIO_VAO_LONG_1,q95,6611.17997589243,3493,2834.6089052226134
S-40,M+,cen6,PB,MOMENTO_MEIO_VAO_LONG_1,q95,4738.363766058017,517,2587.802722081719
S-40,M+,cen6,RJ,MOMENTO_MEIO_VAO_LONG_1,q95,5363.731441357115,1735,2446.978584622138
S-40,M+,cen6,SP,MOMENTO_MEIO_VAO_LONG_1,q95,5963.963929039499,2894,2555.8920111794146
S-40,M+,cen6,SC,MOMENTO_MEIO_VAO_LONG_1,q95,6052.437112125886,4062,2616.8730076826173
S-40,M+,cen6,PR,MOMENTO_MEIO_VAO_LONG_1,q95,6315.1004019988295,4308,2673.1960569770818
S-40,M+,cen8,MG,MOMENTO_MEIO_VAO_LONG_1,q95,6129.870212456419,3456,2654.970777517357
S-40,M+,cen8,MT,MOMENTO_MEIO_VAO_LONG_1,q95,6398.6384307831795,3629,2828.0843209268496
S-40,M+,cen8,PB,MOMENTO_MEIO_VAO_LONG_1,q95,4864.847748583901,544,2590.1351985375536
S-40,M+,cen8,RJ,MOMENTO_MEIO_VAO_LONG_1,q95,5541.745856152966,1803,2442.7043300983646
S-40,M+,cen8,SP,MOMENTO_MEIO_VAO_LONG_1,q95,6783.986312876594,2979,2547.214634846455
S-40,M+,cen8,SC,MOMENTO_MEIO_VAO_LONG_1,q95,5663.539608398949,4163,2601.7959001962126
S-40,M+,cen8,PR,MOMENTO_MEIO_VAO_LONG_1,q95,6230.872544024103,4424,2657.1406586940284
S-40,M+,cen2,MG,MOMENTO_MEIO_VAO_LONG_1,frac058,5826.891535680534,3255,2704.174614813914
S-40,M+,cen2,MT,MOMENTO_MEIO_VAO_LONG_1,frac058,6021.342633694575,10646,2640.688509349846
S-40,M+,cen2,PB,MOMENTO_MEIO_VAO_LONG_1,frac058,5646.798948784866,719,2571.958296222999
S-40,M+,cen2,RJ,MOMENTO_MEIO_VAO_LONG_1,frac058,5527.443816818725,2513,2386.8313807360196
