bridge,variant,paper_effort,worst_cen,effect,unit,n_peaks,mean,std,skewness,kurtosis,weibull_k,weibull_alpha,weibull_u,N_TR117,Q_TR117,R_TR117,N_TR174,Q_TR174,R_TR174
lc10,sp,V,cen8,CORTANTE_APOIO_CENTRAL_LONG_1,kN,5979,329.96598910685634,31.499224382881003,1.6787343138720296,6.317189729820427,1.1240061033517126,36.87941418231478,294.6255337589432,8511106.5,728.1530612173353,0.0413713829042168,12657543.0,737.733156429379,0.04148367004641228
lc20,mg,M+,cen2,MOMENTO_(+)_INICIO_LONG_1,kN.m,1633,1702.5340233989864,118.02952545339056,2.1779050570170626,10.650305750948613,0.9449345364235341,108.64579191607363,1591.0576761760701,2324575.5,3453.4567806304776,0.0074376328322247305,3457061.0,3506.859769544038,0.007426063309642594
lc20,mg,M-,cen6,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,kN.m,3371,1535.563476919867,137.99271032426594,1.5326479277597154,5.842501521604217,1.1940362807363276,174.2286279895709,1371.4621756979948,4798618.5,3090.4819091503578,0.010685660608859237,7136407.0,3127.5463117599447,0.010729982586210586
lc20,mg,V,cen8,CORTANTE_APOIO_CENTRAL_LONG_1,kN,4144,537.5320611331346,50.213164537448485,1.435842225682775,5.255034033502012,1.2464093068614601,66.74533270966774,475.3255754604855,5898984.0,1079.9050525577456,0.032141156207961936,8772848.0,1092.2223654574204,0.03230128663814076
lc20,mt,M+,cen8,MOMENTO_(+)_INICIO_LONG_1,kN.m,9117,1783.6197513971752,175.5675986231762,1.2840337749222215,4.783978786255241,1.3400036895647645,253.60245198071954,1550.7572429206623,12978049.5,3594.051977627086,0.010741285553213171,19300689.0,3630.888674048356,0.010806737675854423
lc20,mt,M-,cen8,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,kN.m,7022,1704.7207818738177,154.15285171797078,1.2324569346288465,4.564532060718406,1.375468343310058,229.21671156915843,1495.2081723101637,9995817.0,3224.9666083984253,0.01281644556895094,14865574.0,3255.830176843766,0.012901833862051078
lc20,mt,V,cen8,CORTANTE_APOIO_CENTRAL_LONG_1,kN,5696,604.901035157062,52.0681479618264,1.236458748385612,4.830340761714638,1.3726434893906116,77.24746467902742,534.2696373980373,8108256.0,1114.0915004643443,0.03766079543211486,12058432.0,1124.594501469483,0.03791358039465246
lc20,orig,M+,cen6,MOMENTO_(+)_INICIO_LONG_1,kN.m,5351,1495.006652986345,146.0549902226726,1.9816684230220245,7.488231878580893,1.0061590258032083,147.3327732869474,1348.0529060423664,7617148.5,3643.5224681964623,0.006945641228596356,11328067.0,3700.659193161818,0.006946693072420897
lc20,orig,M-,cen8,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,kN.m,3114,1214.9487853653886,106.64764628969894,1.7372570083617065,7.3774134242655265,1.0986107019707563,121.22795605421766,1097.9256162488834,4432779.0,2550.285236400199,0.011576835508425188,6592338.0,2584.528078801362,0.0116034696366062
lc20,orig,V,cen8,CORTANTE_APOIO_CENTRAL_LONG_1,kN,6956,424.27476857396283,40.495615424818034,2.067718750607461,8.101089778871723,0.9780671644955873,39.22452670536463,384.6702017343828,9901866.0,1057.1407830244177,0.02342843683980542,14725852.0,1074.0855812447203,0.023415652813812835
lc20,pb,M+,cen6,MOMENTO_(+)_INICIO_LONG_1,kN.m,2871,1528.6032245642775,139.01067519776794,1.8734776216965334,7.789325869618454,1.044588650390506,147.72608450935556,1383.4331577655407,4086868.5,3385.552151012917,0.007942622580203125,6077907.0,3435.4931501247984,0.00795135295926808
lc20,pb,M-,cen6,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,kN.m,4011,1293.209023149358,120.04341169363313,1.6444342422190417,6.651480382283909,1.139562803320587,143.02818143794084,1156.722164248792,5709658.5,2746.689289624475,0.01115050839487231,8491287.0,2782.227330429441,0.011184961695330887
lc20,pb,V,cen6,CORTANTE_APOIO_CENTRAL_LONG_1,kN,2733,477.16434927873195,41.901835447157254,1.804609972572508,7.054320411299421,1.0710566068068146,46.05939639661695,432.3143951480661,3890425.5,1015.8427041524867,0.027851680648169477,5785761.0,1030.0802717879644,0.027899428807779205
lc20,pr,M+,cen8,MOMENTO_(+)_INICIO_LONG_1,kN.m,3879,1758.2038819874458,157.56571863703866,1.438562050040677,5.42938433624603,1.2448656016960737,209.136741493319,1563.2332800563595,5521756.5,3456.307686536634,0.010208553182927831,8211843.0,3495.0882554047266,0.010259369864311908
lc20,pr,M-,cen8,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,kN.m,3680,1540.1097946574682,138.99839281888535,1.68570874910896,6.608106036185009,1.1209049232304096,162.16450939865186,1384.5784279460267,5238480.0,3251.7401997859924,0.009287961969705019,7790560.0,3294.4123620149567,0.009313371956667638
lc20,pr,V,cen6,CORTANTE_APOIO_CENTRAL_LONG_1,kN,6054,522.7708954194973,50.779885230015395,1.5640492300303546,5.804718017292963,1.1781213801354173,63.0691052354376,463.1548254502883,8617869.0,1125.6422515684817,0.028398774121269777,12816318.0,1139.5915417156043,0.02850437406733851
