UF,VMDa_Class,VeiculoClassificacaoQFV,share_within_group_balanced,n_umos_used,n_rows_used,vmda_group_share,scaled,share_scaled_by_vmda,fallback_all_umos
MT,A,2C,0.9784047370254267,3,14577,0.10551543007222587,0.10323679661194096,0.10323679661194093,False
MT,A,2CC,0.02159526297457332,3,14577,0.10551543007222587,0.0022786334602849195,0.002278633460284919,False
MT,B,3C,0.9949891067538127,3,14577,0.10590938936309914,0.10537868871923177,0.10537868871923174,False
MT,B,3CB,0.00392156862745098,3,14577,0.10590938936309914,0.00041533093867882016,0.00041533093867882005,False
MT,B,2I1,0.0005446623093681918,3,14577,0.10590938936309914,5.768485259428058e-05,5.768485259428057e-05,False
MT,B,2S1,0.0005446623093681918,3,14577,0.10590938936309914,5.768485259428058e-05,5.768485259428057e-05,False
MT,C,4CD,0.7534588601795859,3,14577,0.1015101772816809,0.07648374247128298,0.07648374247128296,False
MT,C,2S2,0.16636888400219899,3,14577,0.1015101772816809,0.016888134909218623,0.01688813490921862,False
MT,C,2I2,0.03161077515118196,3,14577,0.1015101772816809,0.003208815389607834,0.0032088153896078333,False
MT,C,2C2,0.029411764705882356,3,14577,0.1015101772816809,0.002985593449461203,0.002985593449461202,False
MT,C,3S1,0.016034451163643024,3,14577,0.1015101772816809,0.0016276599802358578,0.0016276599802358574,False
MT,C,4C,0.003115264797507788,3,14577,0.1015101772816809,0.00031623108187439527,0.0003162310818743952,False
MT,D,2S3,0.5535547504025765,3,14577,0.07570584372948129,0.04190732942968948,0.04190732942968947,False
MT,D,3S2,0.3830938003220612,3,14577,0.07570584372948129,0.029002439380915075,0.029002439380915068,False
MT,D,3C2,0.027423510466988727,3,14577,0.07570584372948129,0.002076119997927643,0.0020761199979276424,False
MT,D,3I2,0.02027777777777778,3,14577,0.07570584372948129,0.001535146275625593,0.0015351462756255925,False
MT,D,2I3,0.014492753623188406,3,14577,0.07570584372948129,0.0010971861410069752,0.001097186141006975,False
MT,D,2C3,0.0011574074074074073,3,14577,0.07570584372948129,8.762250431652926e-05,8.762250431652925e-05,False
MT,E,3S3,0.9129651567682712,3,14577,0.2571240971766251,0.23474534168775774,0.23474534168775768,False
MT,E,3I3,0.06410748583753907,3,14577,0.2571240971766251,0.016483579418240513,0.01648357941824051,False
MT,E,3C3,0.009882478632478634,3,14577,0.2571240971766251,0.0025410233962433575,0.002541023396243357,False
MT,E,3I1,0.008849891892630489,3,14577,0.2571240971766251,0.0022755204630033484,0.002275520463003348,False
MT,E,2N4,0.00217715980563327,3,14577,0.2571240971766251,0.0005598002494326911,0.000559800249432691,False
MT,E,2R4,0.0017507330463534846,3,14577,0.2571240971766251,0.0004501556539409223,0.0004501556539409222,False
MT,E,3LD,0.0002670940170940171,3,14577,0.2571240971766251,6.867630800657722e-05,6.867630800657721e-05,False
MT,F,3T4,0.9244493158513337,3,14577,0.09317137229152987,0.0861322113718347,0.08613221137183469,False
MT,F,4DT,0.03702632655907939,3,14577,0.09317137229152987,0.003449793656423746,0.0034497936564237453,False
MT,F,3D4,0.028359764137559404,3,14577,0.09317137229152987,0.002642318142560525,0.0026423181425605244,False
MT,F,4R3,0.0074487895716946004,3,14577,0.09317137229152987,0.000694013946305623,0.0006940139463056229,False
MT,F,3Q4,0.0027158038803329542,3,14577,0.09317137229152987,0.0002530351744052831,0.00025303517440528305,False
MT,G,3V5,0.9230769230769231,3,14577,0.0020354563361785947,0.0018788827718571645,0.001878882771857164,False
MT,G,3P5,0.07692307692307693,3,14577,0.0020354563361785947,0.00015657356432143037,0.00015657356432143034,False
MT,H,3T6,0.5349238114836091,3,14577,0.25902823374917927,0.1385603700789782,0.13856037007897817,False
MT,H,3M6,0.46466405531494015,3,14577,0.25902823374917927,0.12036110953495989,0.12036110953495986,False
MT,H,3R6,0.00041213320145070884,3,14577,0.25902823374917927,0.00010675413524117179,0.00010675413524117176,False
PA,A,2C,0.6745605515342358,2,29608,0.31969532100108816,0.21565385205740858,0.21565385205740858,False
PA,A,2CC,0.32500238552870137,2,29608,0.31969532100108816,0.10390174196771759,0.10390174196771759,False
PA,A,2CAR,0.00021853146853146856,2,29608,0.31969532100108816,6.986348798100703e-05,6.986348798100703e-05,False
PA,A,2CB,0.00021853146853146856,2,29608,0.31969532100108816,6.986348798100703e-05,6.986348798100703e-05,False
PA,B,3C,0.9862804361813811,2,29608,0.2015233949945593,0.1987585819159867,0.1987585819159867,False
PA,B,2S1,0.0069677266416065566,2,29608,0.2015233949945593,0.0014041599282105922,0.0014041599282105922,False
PA,B,3DB,0.006045751633986928,2,29608,0.2015233949945593,0.00121836039457495,0.00121836039457495,False
PA,B,2I1,0.0007060855430255004,2,29608,0.2015233949945593,0.0001422927557870758,0.0001422927557870758,False
PA,C,4CD,0.7001607515133248,2,29608,0.11882480957562568,0.08319646797089779,0.08319646797089779,False
PA,C,2S2,0.2538669415882889,2,29608,0.11882480957562568,0.03016569099177491,0.03016569099177491,False
PA,C,2I2,0.036569542155029305,2,29608,0.11882480957562568,0.004345368882839173,0.004345368882839173,False
PA,C,2C2,0.006392669822328476,2,29608,0.11882480957562568,0.00075960777431803,0.00075960777431803,False
PA,C,3S1,0.002721244545523047,2,29608,0.11882480957562568,0.0003233513649304861,0.0003233513649304861,False
PA,C,4C,0.00028885037550548814,2,29608,0.11882480957562568,3.43225908652876e-05,3.43225908652876e-05,False
PA,D,2S3,0.9147396394455218,2,29608,0.10707290533188248,0.09794383081767066,0.09794383081767066,False
PA,D,3S2,0.04193061840120664,2,29608,0.10707290533188248,0.0044896331345796875,0.0044896331345796875,False
PA,D,2I3,0.018126840479781657,2,29608,0.10707290533188248,0.0019408934746577965,0.0019408934746577965,False
PA,D,3I2,0.015914673561732387,2,29608,0.10707290533188248,0.0017040303356631848,0.0017040303356631848,False
PA,D,3C2,0.005926883573942397,2,29608,0.10707290533188248,0.0006346086438258235,0.0006346086438258235,False
PA,D,2LD,0.0030252100840336134,2,29608,0.10707290533188248,0.00032391803293678733,0.00032391803293678733,False
PA,D,2C3,0.0003361344537815126,2,29608,0.10707290533188248,3.599089254853192e-05,3.599089254853192e-05,False
PA,E,3S3,0.8066982161411429,2,29608,0.13928182807399347,0.1123584022481679,0.1123584022481679,False
PA,E,3I3,0.16070471482620546,2,29608,0.13928182807399347,0.0223832464611037,0.0223832464611037,False
PA,E,2D4,0.02031193063627145,2,29608,0.13928182807399347,0.002829082830732041,0.002829082830732041,False
PA,E,3C3,0.004344863415172482,2,29608,0.13928182807399347,0.0006051605191970378,0.0006051605191970378,False
PA,E,3LD,0.004051266941661756,2,29608,0.13928182807399347,0.000564267865650386,0.000564267865650386,False
PA,E,3I1,0.0027104576565171127,2,29608,0.13928182807399347,0.00037751749731685573,0.00037751749731685573,False
PA,E,2N4,0.0010312315851502651,2,29608,0.13928182807399347,0.000143631820347371,0.000143631820347371,False
PA,E,2J4,7.365939893930465e-05,2,29608,0.13928182807399347,1.0259415739097929e-05,1.0259415739097929e-05,False
PA,E,2L4,7.365939893930465e-05,2,29608,0.13928182807399347,1.0259415739097929e-05,1.0259415739097929e-05,False
PA,F,3T4,0.5635441953448522,2,29608,0.0528835690968444,0.02980222839364507,0.02980222839364507,False
PA,F,3D4,0.37153124851254227,2,29608,0.0528835690968444,0.019647898452349898,0.019647898452349898,False
PA,F,4DT,0.06455170006505148,2,29608,0.0528835690968444,0.003413724290708925,0.003413724290708925,False
PA,F,3Q4,0.0003728560775540641,2,29608,0.0528835690968444,1.9717960140508723e-05,1.9717960140508723e-05,False
PA,G,3D5,0.5380952380952381,2,29608,0.00500544069640914,0.0026934038033058706,0.0026934038033058706,False
PA,G,3V5,0.2857142857142857,2,29608,0.00500544069640914,0.0014301259132597543,0.0014301259132597543,False
PA,G,3P5,0.1761904761904762,2,29608,0.00500544069640914,0.0008819109798435152,0.0008819109798435152,False
PA,H,3M6,0.8090021500290527,2,29608,0.05571273122959739,0.04507171934873504,0.04507171934873504,False
PA,H,3T6,0.08690580177266144,2,29608,0.05571273122959739,0.004841759576452955,0.004841759576452955,False
PA,H,3R6,0.0718339836821568,2,29608,0.05571273122959739,0.004002067426035286,0.004002067426035286,False
PA,H,3D6,0.03225806451612903,2,29608,0.05571273122959739,0.0017971848783741094,0.0017971848783741094,False
PB,A,2C,1.0,1,4560,0.4513771280862822,0.4513771280862822,0.4524660471765547,False
PB,B,3C,0.9984118581259925,1,4560,0.25483554684018184,0.25443083183725934,0.2550446303057731,False
PB,B,2S1,0.0015881418740074113,1,4560,0.25483554684018184,0.0004047150029224698,0.00040569135255425203,False
PB,C,4CD,0.9365558912386707,1,4560,0.09029325251804973,0.08456467758488041,0.08476868458048367,False
PB,C,2S2,0.054380664652567974,1,4560,0.09029325251804973,0.0049102070855737015,0.0049220526530603425,False
PB,C,2I2,0.00906344410876133,1,4560,0.09029325251804973,0.000818367847595617,0.0008203421088433906,False
PB,D,2S3,0.9447236180904522,1,4560,0.07799269097067475,0.07368153719842639,0.07385928929852982,False
PB,D,2I3,0.03015075376884422,1,4560,0.07799269097067475,0.0023515384212263743,0.002357211360591377,False
PB,D,3S2,0.020100502512562814,1,4560,0.07799269097067475,0.001567692280817583,0.0015714742403942516,False
PB,D,3I2,0.005025125628140704,1,4560,0.07799269097067475,0.00039192307020439576,0.0003928685600985629,False
PB,E,3S3,0.6574074074074074,1,4560,0.08039932257776986,0.05285511021316352,0.05298261986074709,False
PB,E,3I3,0.337037037037037,1,4560,0.08039932257776986,0.027097549461396506,0.027162920604664707,False
PB,E,3I1,0.003703703703703704,1,4560,0.08039932257776986,0.00029777526880655505,0.00029849363301829353,False
PB,E,2N4,0.001851851851851852,1,4560,0.08039932257776986,0.00014888763440327752,0.00014924681650914677,False
PB,F,3T4,0.9696969696969697,1,4560,0.027988234245476425,0.027140105935007444,0.02720557974310655,False
PB,F,4DT,0.030303030303030304,1,4560,0.027988234245476425,0.0008481283104689826,0.0008501743669720797,False
PB,H,3M6,0.572289156626506,1,4560,0.014707193154470095,0.008416767166714814,0.008437072091080548,False
PB,H,3T6,0.42771084337349397,1,4560,0.014707193154470095,0.006290425987755282,0.006305601247018094,False
PE,A,2C,0.9903489590829745,9,26654,0.4389744190130539,0.4347378589336314,0.4347378589336313,False
PE,A,2CC,0.009651040917025571,9,26654,0.4389744190130539,0.004236560079422511,0.0042365600794225106,False
PE,B,3C,0.997295935937332,9,26654,0.23596557981619154,0.23532751377178396,0.2353275137717839,False
PE,B,2I1,0.0017816112569667883,9,26654,0.23596557981619154,0.00042039893325722204,0.00042039893325722193,False
PE,B,2S1,0.000772908914569137,9,26654,0.23596557981619154,0.00018237990017140967,0.00018237990017140964,False
PE,B,3BB,0.00014954389113204728,9,26654,0.23596557981619154,3.528721097894296e-05,3.528721097894295e-05,False
PE,C,4CD,0.8602129255974479,9,26654,0.09728970321372124,0.08368986023198258,0.08368986023198256,False
PE,C,2S2,0.10601612496496833,9,26654,0.09728970321372124,0.010314277333710552,0.01031427733371055,False
PE,C,2I2,0.03092349495969447,9,26654,0.09728970321372124,0.0030085376469596798,0.003008537646959679,False
PE,C,2C2,0.0028474544778892604,9,26654,0.09728970321372124,0.0002770280010684277,0.00027702800106842765,False
PE,D,2S3,0.909186870023815,9,26654,0.07059649944389158,0.06418541036402979,0.06418541036402978,False
PE,D,2I3,0.03720360647674253,9,26654,0.07059649944389158,0.0026264443839461153,0.002626444383946115,False
PE,D,3S2,0.029838765039709905,9,26654,0.07059649944389158,0.002106512359532292,0.0021065123595322916,False
PE,D,3I2,0.019701194728527976,9,26654,0.07059649944389158,0.001390835382696525,0.0013908353826965248,False
PE,D,3C2,0.0034575596645377345,9,26654,0.07059649944389158,0.00024409160893476014,0.00024409160893476008,False
PE,D,2C3,0.0006120040666668208,9,26654,0.07059649944389158,4.3205344752103605e-05,4.32053447521036e-05,False
PE,E,3S3,0.728113028408329,9,26654,0.10554352280044489,0.07684761401511546,0.07684761401511545,False
PE,E,3I3,0.26237825662518666,9,26654,0.10554352280044489,0.027692325510461368,0.02769232551046136,False
PE,E,3I1,0.004202365480783176,9,26654,0.10554352280044489,0.00044353245693684167,0.00044353245693684156,False
PE,E,2D4,0.002691272587466359,9,26654,0.10554352280044489,0.000284046389697468,0.00028404638969746796,False
PE,E,2N4,0.0015898077989344528,9,26654,0.10554352280044489,0.00016779391567516353,0.0001677939156751635,False
PE,E,2R4,0.0006770000986310991,9,26654,0.10554352280044489,7.145297534577485e-05,7.145297534577484e-05,False
PE,E,3C3,0.00034826900066923204,9,26654,0.10554352280044489,3.6757537212821246e-05,3.675753721282124e-05,False
PE,F,3T4,0.9134711530384113,9,26654,0.020371129192764736,0.018608438872409244,0.01860843887240924,False
PE,F,4DT,0.04599488250025161,9,26654,0.020371129192764736,0.0009369676936186595,0.0009369676936186593,False
PE,F,3D4,0.03554928052928479,9,26654,0.020371129192764736,0.0007241789863718965,0.0007241789863718964,False
PE,F,4R3,0.004984683932052353,9,26654,0.020371129192764736,0.00010154364036493701,0.00010154364036493698,False
PE,G,3V5,0.7666666666666666,9,26654,0.002107358192354973,0.001615641280805479,0.0016156412808054786,False
PE,G,3P5,0.17777777777777778,9,26654,0.002107358192354973,0.00037464145641866186,0.00037464145641866176,False
PE,G,3M5,0.05555555555555555,9,26654,0.002107358192354973,0.00011707545513083181,0.00011707545513083179,False
PE,H,3T6,0.48960731615216946,9,26654,0.029151788327577123,0.014272928844101175,0.014272928844101172,False
PE,H,3M6,0.47155411989157753,9,26654,0.029151788327577123,0.013746645888076192,0.013746645888076189,False
PE,H,3R6,0.03883856395625297,9,26654,0.029151788327577123,0.001132213595399753,0.0011322135953997527,False
PI,A,2C,1.0,2,2849,0.3254488950276243,0.3254488950276243,0.3254488950276243,False
PI,B,3C,0.9974489795918368,2,2849,0.23929558011049723,0.2386851322020521,0.2386851322020521,False
PI,B,2I1,0.002551020408163265,2,2849,0.23929558011049723,0.0006104479084451459,0.0006104479084451459,False
PI,C,4CD,0.928804347826087,2,2849,0.11895718232044199,0.11048794814436705,0.11048794814436705,False
PI,C,2I2,0.034239130434782605,2,2849,0.11895718232044199,0.004072990481623829,0.004072990481623829,False
PI,C,2S2,0.027989130434782607,2,2849,0.11895718232044199,0.003329508092121066,0.003329508092121066,False
PI,C,2C2,0.008967391304347826,2,2849,0.11895718232044199,0.0010667356023300505,0.0010667356023300505,False
PI,D,2S3,0.8443195367058423,2,2849,0.06888812154696132,0.05816358686906613,0.05816358686906613,False
PI,D,2I3,0.07784023164707886,2,2849,0.06888812154696132,0.0053622673389475935,0.0053622673389475935,False
PI,D,3S2,0.04573326520183955,2,2849,0.06888812154696132,0.003150478731963739,0.003150478731963739,False
PI,D,3I2,0.03210696644523931,2,2849,0.06888812154696132,0.0022117886069838544,0.0022117886069838544,False
PI,E,3S3,0.5868190597137339,2,2849,0.13328729281767956,0.07821552384305984,0.07821552384305984,False
PI,E,3I3,0.40165004277235405,2,2849,0.13328729281767956,0.05353484686123228,0.05353484686123228,False
PI,E,3I1,0.006825938566552901,2,2849,0.13328729281767956,0.0009098108724756285,0.0009098108724756285,False
PI,E,2N4,0.004704958947359138,2,2849,0.13328729281767956,0.0006271112409118188,0.0006271112409118188,False
PI,F,3T4,0.9926470588235294,2,2849,0.041091160220994474,0.04078901933701658,0.04078901933701658,False
PI,F,3D4,0.007352941176470588,2,2849,0.041091160220994474,0.00030214088397790054,0.00030214088397790054,False
PI,G,3V5,1.0,2,2849,0.0032803867403314916,0.0032803867403314916,0.0032803867403314916,False
PI,H,3T6,0.586825117370892,2,2849,0.06975138121546962,0.04093186246854979,0.04093186246854979,False
PI,H,3M6,0.41317488262910795,2,2849,0.06975138121546962,0.028819518746919823,0.028819518746919823,False
PR,A,2C,0.943502824858757,2,14820,0.1798018101813759,0.16964351582084616,0.16964351582084616,False
PR,A,2CC,0.05649717514124294,2,14820,0.1798018101813759,0.010158294360529712,0.010158294360529712,False
PR,B,3C,0.992448705391544,2,14820,0.19606124566236183,0.19458072943506446,0.19458072943506446,False
PR,B,2I1,0.005040547368302205,2,14820,0.19606124566236183,0.0009882559958494701,0.0009882559958494701,False
PR,B,2S1,0.0025107472401538914,2,14820,0.19606124566236183,0.000492260231447909,0.000492260231447909,False
PR,C,4CD,0.8771910410764873,2,14820,0.16336350302293134,0.143301001290587,0.143301001290587,False
PR,C,2I2,0.07683582684135977,2,14820,0.16336350302293134,0.012552169830467906,0.012552169830467906,False
PR,C,2S2,0.044556701487252125,2,14820,0.16336350302293134,0.007278938838104562,0.007278938838104562,False
PR,C,2C2,0.000708215297450425,2,14820,0.16336350302293134,0.00011569653188592872,0.00011569653188592872,False
PR,C,4C,0.000708215297450425,2,14820,0.16336350302293134,0.00011569653188592872,0.00011569653188592872,False
PR,D,2S3,0.7904394012554321,2,14820,0.11020284048223804,0.08710866724742813,0.08710866724742813,False
PR,D,3I2,0.09143271021590674,2,14820,0.11020284048223804,0.010076144378782266,0.010076144378782266,False
PR,D,2I3,0.05154514727184935,2,14820,0.11020284048223804,0.005680421642433081,0.005680421642433081,False
PR,D,3S2,0.05154514727184935,2,14820,0.11020284048223804,0.005680421642433081,0.005680421642433081,False
PR,D,3C2,0.011278195488721804,2,14820,0.11020284048223804,0.0012428891783711057,0.0012428891783711057,False
PR,D,2C3,0.0037593984962406013,2,14820,0.11020284048223804,0.0004142963927903685,0.0004142963927903685,False
PR,E,3S3,0.7834734928519371,2,14820,0.164168425571495,0.12862160979850246,0.12862160979850246,False
PR,E,3I3,0.2081594941006295,2,14820,0.164168425571495,0.034173216414259244,0.034173216414259244,False
PR,E,3I1,0.0064534716986424465,2,14820,0.164168425571495,0.0010594562882363318,0.0010594562882363318,False
PR,E,3C3,0.0012181038155726744,2,14820,0.164168425571495,0.00019997418558519666,0.00019997418558519666,False
PR,E,2N4,0.000522666282354409,2,14820,0.164168425571495,8.58053006734298e-05,8.58053006734298e-05,False
PR,E,3LD,0.00017277125086385625,2,14820,0.164168425571495,2.8363584238337074e-05,2.8363584238337074e-05,False
PR,F,3T4,0.9628176356801654,2,14820,0.1194505062068472,0.11500905396687555,0.11500905396687555,False
PR,F,4DT,0.027742054649997926,2,14820,0.1194505062068472,0.0033138024711602716,0.0033138024711602716,False
PR,F,4R3,0.005710229601532168,2,14820,0.1194505062068472,0.0006820898164603408,0.0006820898164603408,False
PR,F,3D4,0.003730080068304513,2,14820,0.1194505062068472,0.00044555995235104524,0.00044555995235104524,False
PR,G,3V5,0.8333333333333334,2,14820,0.0018244911100776303,0.0015204092583980253,0.0015204092583980253,False
PR,G,3M5,0.16666666666666666,2,14820,0.0018244911100776303,0.00030408185167960503,0.00030408185167960503,False
PR,H,3M6,0.5107198522224452,2,14820,0.06512717776267306,0.0332617426026173,0.0332617426026173,False
PR,H,3T6,0.4892801477775549,2,14820,0.06512717776267306,0.031865435160055765,0.031865435160055765,False
RJ,A,2C,0.7547568710359408,1,2762,0.44309203502028616,0.3344267579328587,0.33919820394716993,False
RJ,A,2CC,0.2452431289640592,1,2762,0.44309203502028616,0.10866527708742747,0.11021566290720368,False
RJ,B,3C,0.9983974358974359,1,2762,0.17603566090113176,0.17575355247020047,0.17826112271553157,False
RJ,B,2S1,0.0016025641025641025,1,2762,0.17603566090113176,0.0002821084309313009,0.0002861334232994086,False
RJ,C,4CD,0.9230769230769231,1,2762,0.13532991672005124,0.12491992312620115,0.1267022227035222,False
RJ,C,2S2,0.054945054945054944,1,2762,0.13532991672005124,0.007435709709892925,0.007541798970447749,False
RJ,C,2I2,0.02197802197802198,1,2762,0.13532991672005124,0.0029742838839571704,0.0030167195881790998,False
RJ,D,2S3,0.8860759493670886,1,2762,0.08725710014947684,0.07731641785396681,0.07841953267674723,False
RJ,D,2I3,0.05063291139240506,1,2762,0.08725710014947684,0.004418081020226675,0.004481116152956984,False
RJ,D,3I2,0.02531645569620253,1,2762,0.08725710014947684,0.0022090405101133376,0.002240558076478492,False
RJ,D,3S2,0.02531645569620253,1,2762,0.08725710014947684,0.0022090405101133376,0.002240558076478492,False
RJ,D,3C2,0.012658227848101266,1,2762,0.08725710014947684,0.0011045202550566688,0.001120279038239246,False
RJ,E,3S3,0.8082191780821918,1,2762,0.12977792013666453,0.10488900394607134,0.10638551165052972,False
RJ,E,3I3,0.1917808219178082,1,2762,0.12977792013666453,0.024888916190593198,0.025244019713685017,False
RJ,H,3M6,1.0,1,2762,0.014440529575058723,0.014440529575058723,0.014646560359531092,False
RN,A,2C,0.9869565217391304,1,3979,0.4501103984859636,0.4442393932883206,0.4442393932883206,False
RN,A,2CC,0.013043478260869565,1,3979,0.4501103984859636,0.005871005197643004,0.005871005197643004,False
RN,B,3C,0.9946284691136974,1,3979,0.22363579013773524,0.2224345235837277,0.2224345235837277,False
RN,B,2I1,0.0035810205908683975,1,3979,0.22363579013773524,0.0008008443693383536,0.0008008443693383536,False
RN,B,2S1,0.0017905102954341987,1,3979,0.22363579013773524,0.0004004221846691768,0.0004004221846691768,False
RN,C,4CD,0.6797153024911032,1,3979,0.10903164756597623,0.07411047930641089,0.07411047930641089,False
RN,C,2S2,0.2846975088967972,1,3979,0.10903164756597623,0.031041038452946975,0.031041038452946975,False
RN,C,2I2,0.03558718861209965,1,3979,0.10903164756597623,0.003880129806618372,0.003880129806618372,False
RN,D,2S3,0.9317738791423001,1,3979,0.07980233413941752,0.07435773044569507,0.07435773044569507,False
RN,D,2I3,0.031189083820662766,1,3979,0.07980233413941752,0.002488961688558831,0.002488961688558831,False
RN,D,3S2,0.025341130604288498,1,3979,0.07980233413941752,0.00202228137195405,0.00202228137195405,False
RN,D,3I2,0.005847953216374269,1,3979,0.07980233413941752,0.00046668031660478083,0.00046668031660478083,False
RN,D,3C2,0.003898635477582846,1,3979,0.07980233413941752,0.0003111202110698539,0.0003111202110698539,False
RN,D,2C3,0.001949317738791423,1,3979,0.07980233413941752,0.00015556010553492694,0.00015556010553492694,False
RN,E,3S3,0.6834319526627219,1,3979,0.09473241509830722,0.06474315943109163,0.06474315943109163,False
RN,E,3I3,0.30078895463510846,1,3979,0.09473241509830722,0.028494464107478995,0.028494464107478995,False
RN,E,3I1,0.008875739644970414,1,3979,0.09473241509830722,0.0008408202523518393,0.0008408202523518393,False
RN,E,2R4,0.0039447731755424065,1,3979,0.09473241509830722,0.0003736978899341508,0.0003736978899341508,False
RN,E,2N4,0.0019723865877712033,1,3979,0.09473241509830722,0.0001868489449670754,0.0001868489449670754,False
RN,E,3C3,0.0009861932938856016,1,3979,0.09473241509830722,9.34244724835377e-05,9.34244724835377e-05,False
RN,F,3T4,0.6947368421052632,1,3979,0.024182525496793186,0.01680049139777211,0.01680049139777211,False
RN,F,3D4,0.25263157894736843,1,3979,0.024182525496793186,0.006109269599189858,0.006109269599189858,False
RN,F,4DT,0.031578947368421054,1,3979,0.024182525496793186,0.0007636586998987322,0.0007636586998987322,False
RN,F,4R3,0.021052631578947368,1,3979,0.024182525496793186,0.0005091057999324881,0.0005091057999324881,False
RN,G,3P5,1.0,1,3979,0.0017874040584586269,0.0017874040584586269,0.0017874040584586269,False
RN,H,3M6,0.5970149253731343,1,3979,0.016717485017348332,0.009980588070058704,0.009980588070058704,False
RN,H,3T6,0.40298507462686567,1,3979,0.016717485017348332,0.006736896947289626,0.006736896947289626,False
RS,A,2C,1.0,1,2322,0.34714314856369266,0.34714314856369266,0.3471431485636927,False
RS,B,3C,0.7721280602636534,1,2322,0.1844667396101849,0.14243194583837251,0.14243194583837254,False
RS,B,2I1,0.2278719397363465,1,2322,0.1844667396101849,0.04203479377181237,0.04203479377181238,False
RS,C,4CD,0.9047619047619048,1,2322,0.1585408823693044,0.14344175071508491,0.14344175071508494,False
RS,C,2I2,0.047619047619047616,1,2322,0.1585408823693044,0.0075495658271097325,0.007549565827109733,False
RS,C,2S2,0.047619047619047616,1,2322,0.1585408823693044,0.0075495658271097325,0.007549565827109733,False
RS,D,2S3,0.9162995594713657,1,2322,0.07349368544035013,0.06734223159291995,0.06734223159291997,False
RS,D,2I3,0.039647577092511016,1,2322,0.07349368544035013,0.0029138465593090365,0.002913846559309037,False
RS,D,3S2,0.030837004405286344,1,2322,0.07349368544035013,0.002266325101684806,0.0022663251016848064,False
RS,D,3I2,0.013215859030837005,1,2322,0.07349368544035013,0.0009712821864363454,0.0009712821864363455,False
RS,E,3S3,0.8645066273932254,1,2322,0.1743411902156779,0.15071911436907648,0.1507191143690765,False
RS,E,3I3,0.10898379970544919,1,2322,0.1743411902156779,0.019000365354875058,0.01900036535487506,False
RS,E,3C3,0.013254786450662739,1,2322,0.1743411902156779,0.002310855245863183,0.0023108552458631832,False
RS,E,3I1,0.008836524300441826,1,2322,0.1743411902156779,0.0015405701639087885,0.0015405701639087887,False
RS,E,2N4,0.004418262150220913,1,2322,0.1743411902156779,0.0007702850819543942,0.0007702850819543943,False
RS,F,3T4,0.911578947368421,1,2322,0.0371270144465256,0.03384420474809597,0.03384420474809598,False
RS,F,4R3,0.0863157894736842,1,2322,0.0371270144465256,0.003204647562752736,0.0032046475627527365,False
RS,F,3D4,0.002105263157894737,1,2322,0.0371270144465256,7.8162135676896e-05,7.816213567689602e-05,False
RS,G,3M5,1.0,1,2322,0.0010014279620940971,0.0010014279620940971,0.0010014279620940974,False
RS,H,3M6,0.5194805194805194,1,2322,0.023885911392170316,0.012408265658270292,0.012408265658270294,False
RS,H,3T6,0.4805194805194805,1,2322,0.023885911392170316,0.011477645733900022,0.011477645733900024,False
SC,A,2C,0.9895561357702349,1,5198,0.28106345185055764,0.2781280633194813,0.27812806331948126,False
SC,A,2CB,0.005221932114882507,1,5198,0.28106345185055764,0.0014676942655381601,0.0014676942655381597,False
SC,A,2CC,0.005221932114882507,1,5198,0.28106345185055764,0.0014676942655381601,0.0014676942655381597,False
SC,B,3C,0.9943074003795066,1,5198,0.2197955796278501,0.21854437139467447,0.21854437139467442,False
SC,B,2I1,0.0018975332068311196,1,5198,0.2197955796278501,0.0004170694110585391,0.000417069411058539,False
SC,B,2S1,0.0018975332068311196,1,5198,0.2197955796278501,0.0004170694110585391,0.000417069411058539,False
SC,B,3BB,0.0018975332068311196,1,5198,0.2197955796278501,0.0004170694110585391,0.000417069411058539,False
SC,C,4CD,0.9358974358974359,1,5198,0.15549925744736612,0.1455313563289452,0.14553135632894518,False
SC,C,2S2,0.040293040293040296,1,5198,0.15549925744736612,0.006265537845864569,0.0062655378458645675,False
SC,C,2I2,0.018315018315018316,1,5198,0.15549925744736612,0.002847971748120259,0.0028479717481202584,False
SC,C,3S1,0.0018315018315018315,1,5198,0.15549925744736612,0.00028479717481202585,0.0002847971748120258,False
SC,C,4BD,0.0018315018315018315,1,5198,0.15549925744736612,0.00028479717481202585,0.0002847971748120258,False
SC,C,4C,0.0018315018315018315,1,5198,0.15549925744736612,0.00028479717481202585,0.0002847971748120258,False
SC,D,2S3,0.7547169811320755,1,5198,0.09781310969395184,0.07382121486335988,0.07382121486335987,False
SC,D,3S2,0.11320754716981132,1,5198,0.09781310969395184,0.011073182229503981,0.01107318222950398,False
SC,D,2I3,0.04716981132075472,1,5198,0.09781310969395184,0.0046138259289599925,0.004613825928959992,False
SC,D,3I2,0.03773584905660377,1,5198,0.09781310969395184,0.0036910607431679936,0.0036910607431679928,False
SC,D,3C2,0.02830188679245283,1,5198,0.09781310969395184,0.0027682955573759952,0.002768295557375995,False
SC,D,2C3,0.018867924528301886,1,5198,0.09781310969395184,0.0018455303715839968,0.0018455303715839964,False
SC,E,3S3,0.8797752808988764,1,5198,0.135726973588422,0.11940923631430835,0.11940923631430832,False
SC,E,3I3,0.11573033707865168,1,5198,0.135726973588422,0.015707728404053333,0.01570772840405333,False
SC,E,3C3,0.0022471910112359553,1,5198,0.135726973588422,0.00030500443503016185,0.0003050044350301618,False
