UF,VMDa_Class,VeiculoClassificacaoQFV,share_within_group_balanced,n_umos_used,n_rows_used
RR,E,3C3,0.012541282298176928,10,57304
RR,E,3I1,0.005984963241839814,10,57304
RR,E,3I3,0.12857880009140063,10,57304
RR,E,3LD,0.0018802464090633647,10,57304
RR,E,3S3,0.8398171139924843,10,57304
RR,F,3D4,0.2994135492958571,10,57304
RR,F,3Q4,7.457121551081284e-05,10,57304
RR,F,3T4,0.673251166509969,10,57304
RR,F,4DT,0.02164973773517413,10,57304
RR,F,4R3,0.005610975243489081,10,57304
RR,G,3D5,0.15535714285714286,10,57304
RR,G,3M5,0.140625,10,57304
RR,G,3P5,0.2982142857142857,10,57304
RR,G,3V5,0.40580357142857143,10,57304
RR,H,3D6,0.0067457305502846305,10,57304
RR,H,3M6,0.5479572342000192,10,57304
RR,H,3R6,0.12828836536388233,10,57304
RR,H,3T6,0.31700866988581383,10,57304
RS,A,2C,1.0,1,2322
RS,B,2I1,0.2278719397363465,1,2322
RS,B,3C,0.7721280602636534,1,2322
RS,C,2I2,0.047619047619047616,1,2322
RS,C,2S2,0.047619047619047616,1,2322
RS,C,4CD,0.9047619047619048,1,2322
RS,D,2I3,0.039647577092511016,1,2322
RS,D,2S3,0.9162995594713657,1,2322
RS,D,3I2,0.013215859030837005,1,2322
RS,D,3S2,0.030837004405286344,1,2322
RS,E,2N4,0.004418262150220913,1,2322
RS,E,3C3,0.013254786450662739,1,2322
RS,E,3I1,0.008836524300441826,1,2322
RS,E,3I3,0.10898379970544919,1,2322
RS,E,3S3,0.8645066273932254,1,2322
RS,F,3D4,0.002105263157894737,1,2322
RS,F,3T4,0.911578947368421,1,2322
RS,F,4R3,0.0863157894736842,1,2322
RS,G,3M5,1.0,1,2322
RS,H,3M6,0.5194805194805194,1,2322
RS,H,3T6,0.4805194805194805,1,2322
SC,A,2C,0.9895561357702349,1,5198
SC,A,2CB,0.005221932114882507,1,5198
SC,A,2CC,0.005221932114882507,1,5198
SC,B,2I1,0.0018975332068311196,1,5198
SC,B,2S1,0.0018975332068311196,1,5198
SC,B,3BB,0.0018975332068311196,1,5198
SC,B,3C,0.9943074003795066,1,5198
SC,C,2I2,0.018315018315018316,1,5198
SC,C,2S2,0.040293040293040296,1,5198
SC,C,3S1,0.0018315018315018315,1,5198
SC,C,4BD,0.0018315018315018315,1,5198
SC,C,4C,0.0018315018315018315,1,5198
SC,C,4CD,0.9358974358974359,1,5198
SC,D,2C3,0.018867924528301886,1,5198
SC,D,2I3,0.04716981132075472,1,5198
SC,D,2S3,0.7547169811320755,1,5198
SC,D,3C2,0.02830188679245283,1,5198
SC,D,3I2,0.03773584905660377,1,5198
SC,D,3S2,0.11320754716981132,1,5198
SC,E,3C3,0.0022471910112359553,1,5198
SC,E,3I1,0.0016853932584269663,1,5198
SC,E,3I3,0.11573033707865168,1,5198
SC,E,3LD,0.0005617977528089888,1,5198
SC,E,3S3,0.8797752808988764,1,5198
SC,F,3D4,0.005464480874316941,1,5198
SC,F,3T4,0.935792349726776,1,5198
SC,F,4DT,0.05737704918032788,1,5198
SC,F,4R3,0.0013661202185792352,1,5198
SC,G,3V5,1.0,1,5198
SC,H,3M6,0.45805369127516776,1,5198
SC,H,3T6,0.5419463087248322,1,5198
SE,A,2C,0.9903489590829745,9,26654
SE,A,2CC,0.009651040917025571,9,26654
SE,B,2I1,0.0017816112569667883,9,26654
SE,B,2S1,0.000772908914569137,9,26654
SE,B,3BB,0.00014954389113204728,9,26654
SE,B,3C,0.997295935937332,9,26654
SE,C,2C2,0.0028474544778892604,9,26654
SE,C,2I2,0.03092349495969447,9,26654
SE,C,2S2,0.10601612496496833,9,26654
SE,C,4CD,0.8602129255974479,9,26654
SE,D,2C3,0.0006120040666668208,9,26654
SE,D,2I3,0.03720360647674253,9,26654
SE,D,2S3,0.909186870023815,9,26654
SE,D,3C2,0.0034575596645377345,9,26654
SE,D,3I2,0.019701194728527976,9,26654
SE,D,3S2,0.029838765039709905,9,26654
SE,E,2D4,0.002691272587466359,9,26654
SE,E,2N4,0.0015898077989344528,9,26654
SE,E,2R4,0.0006770000986310991,9,26654
SE,E,3C3,0.00034826900066923204,9,26654
SE,E,3I1,0.004202365480783176,9,26654
SE,E,3I3,0.26237825662518666,9,26654
SE,E,3S3,0.728113028408329,9,26654
SE,F,3D4,0.03554928052928479,9,26654
SE,F,3T4,0.9134711530384113,9,26654
SE,F,4DT,0.04599488250025161,9,26654
SE,F,4R3,0.004984683932052353,9,26654
SE,G,3M5,0.05555555555555555,9,26654
SE,G,3P5,0.17777777777777778,9,26654
SE,G,3V5,0.7666666666666666,9,26654
SE,H,3M6,0.47155411989157753,9,26654
SE,H,3R6,0.03883856395625297,9,26654
SE,H,3T6,0.48960731615216946,9,26654
SP,A,2BC,0.0003354628489326765,8,37881
SP,A,2C,0.9546419640643161,8,37881
SP,A,2CB,0.006400257766502985,8,37881
SP,A,2CC,0.03862231532024822,8,37881
SP,B,2I1,0.004987403505837381,8,37881
SP,B,2S1,0.0019007285200715479,8,37881
SP,B,3BB,0.0029740731944628202,8,37881
SP,B,3BC,0.00019757541503058316,8,37881
SP,B,3C,0.9878769740354996,8,37881
SP,B,3CB,0.002063245329098091,8,37881
SP,C,2C2,0.0024122807017543857,8,37881
SP,C,2I2,0.040748345838270306,8,37881
SP,C,2S2,0.10301039408155586,8,37881
SP,C,3S1,0.00025667351129363445,8,37881
SP,C,4C,0.001997195182313149,8,37881
SP,C,4CB,0.004667919799498745,8,37881
SP,C,4CD,0.8453446908853137,8,37881
SP,C,4DB,0.0015624999999999997,8,37881
SP,D,2I3,0.028471906955180298,8,37881
SP,D,2S3,0.8945967083647354,8,37881
SP,D,3C2,0.016399155443769423,8,37881
SP,D,3I2,0.023905731962274943,8,37881
SP,D,3S2,0.036626497274039924,8,37881
SP,E,2N4,0.0006374790697706278,8,37881
SP,E,2R4,0.0023237429582468193,8,37881
SP,E,3C3,0.0007359266071500229,8,37881
SP,E,3D3,0.00020741150442477876,8,37881
SP,E,3I1,0.00314842284990173,8,37881
SP,E,3I3,0.27514965949074116,8,37881
SP,E,3LD,0.00026010964945007386,8,37881
SP,E,3S3,0.7175372478703148,8,37881
SP,F,3D4,0.03527927446351898,8,37881
SP,F,3T4,0.5783881871112776,8,37881
SP,F,4DT,0.38424627426983526,8,37881
SP,F,4R3,0.00208626415536817,8,37881
SP,G,3M5,0.14857142857142855,8,37881
SP,G,3P5,0.2,8,37881
SP,G,3V5,0.6514285714285715,8,37881
SP,H,3M6,0.7018331309362853,8,37881
SP,H,3T6,0.2981668690637147,8,37881
TO,A,2C,1.0,1,5020
TO,B,2I1,0.0009881422924901185,1,5020
TO,B,3C,0.9990118577075099,1,5020
TO,C,2I2,0.04283054003724395,1,5020
TO,C,2S2,0.0782122905027933,1,5020
TO,C,4CD,0.8789571694599627,1,5020
TO,D,2I3,0.024427480916030534,1,5020
TO,D,2S3,0.9206106870229007,1,5020
TO,D,3I2,0.035114503816793895,1,5020
TO,D,3S2,0.01984732824427481,1,5020
TO,E,3I1,0.0025826446280991736,1,5020
TO,E,3I3,0.14514462809917356,1,5020
TO,E,3S3,0.8522727272727273,1,5020
TO,F,3D4,1.0,1,5020
TO,G,3M5,1.0,1,5020
TO,H,3D6,0.0029411764705882353,1,5020
TO,H,3M6,0.5852941176470589,1,5020
TO,H,3R6,0.40588235294117647,1,5020
TO,H,3T6,0.0058823529411764705,1,5020
ALL,A,2BC,7.253250787733546e-05,37,177960
ALL,A,2C,0.9400176524098456,37,177960
ALL,A,2CAR,1.1812511812511812e-05,37,177960
ALL,A,2CB,0.002282392232991607,37,177960
ALL,A,2CC,0.057615610337473,37,177960
ALL,B,2I1,0.0161896226406605,37,177960
ALL,B,2S1,0.0012891158486151224,37,177960
ALL,B,3BB,0.0015386100599934886,37,177960
ALL,B,3BC,5.508269896954623e-05,37,177960
ALL,B,3C,0.9797386347220125,37,177960
ALL,B,3CB,0.0008497729538135795,37,177960
ALL,B,3DB,0.00033916107593520006,37,177960
ALL,C,2C2,0.005227514286932132,37,177960
ALL,C,2I2,0.03642940936861026,37,177960
ALL,C,2S2,0.13279008781261575,37,177960
ALL,C,3S1,0.002573641875747606,37,177960
ALL,C,4BD,0.00043106219643473145,37,177960
ALL,C,4C,0.0008267543572606472,37,177960
ALL,C,4CB,0.0010092799566483776,37,177960
ALL,C,4CD,0.8203744123079126,37,177960
ALL,C,4DB,0.00033783783783783786,37,177960
ALL,D,2C3,0.0009740337635289116,37,177960
ALL,D,2I3,0.0263949494105739,37,177960
ALL,D,2LD,0.00024592434205059744,37,177960
ALL,D,2S3,0.8313548234914715,37,177960
ALL,D,3C2,0.01883947368903948,37,177960
ALL,D,3I2,0.02557515369454864,37,177960
ALL,D,3S2,0.09661564160878702,37,177960
ALL,E,2D4,0.0031076891355889752,37,177960
ALL,E,2J4,3.981589131854305e-06,37,177960
ALL,E,2L4,3.981589131854305e-06,37,177960
ALL,E,2N4,0.0011013602060918179,37,177960
ALL,E,2R4,0.0011470642745721805,37,177960
ALL,E,3C3,0.00509086644138692,37,177960
ALL,E,3D3,4.484573068643865e-05,37,177960
ALL,E,3I1,0.004963964282556066,37,177960
ALL,E,3I3,0.19357792148320357,37,177960
ALL,E,3LD,0.0007327036724651248,37,177960
ALL,E,3S3,0.7902256215951852,37,177960
ALL,F,3D4,0.10180019525946699,37,177960
ALL,F,3Q4,0.00024703121655852755,37,177960
ALL,F,3T4,0.7888126360519782,37,177960
ALL,F,4DT,0.10238557158643624,37,177960
ALL,F,4R3,0.006754565885560062,37,177960
ALL,G,3D5,0.046031746031746035,37,177960
ALL,G,3M5,0.14325396825396824,37,177960
ALL,G,3P5,0.1911771356215801,37,177960
ALL,G,3V5,0.6195371500927057,37,177960
ALL,H,3D6,0.001823170418995846,37,177960
ALL,H,3M6,0.537651739026737,37,177960
ALL,H,3R6,0.046476858285467756,37,177960
ALL,H,3T6,0.4140482322687994,37,177960
